NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CYTOCHROME COMPLEX ASSEMBLY	CYTOCHROME COMPLEX ASSEMBLY		12	-0.7907918	-1.5431536	0.0	0.52537507	0.963	323	tags=67%, list=8%, signal=72%	
GALACTITOL METABOLIC PROCESS	GALACTITOL METABOLIC PROCESS		6	-0.91050905	-1.5298228	0.0	0.5674715	0.977	268	tags=83%, list=6%, signal=89%	
BACTERIAL-TYPE FLAGELLUM ASSEMBLY	BACTERIAL-TYPE FLAGELLUM ASSEMBLY		17	-0.74970865	-1.5250632	0.0	0.5655922	0.977	540	tags=59%, list=13%, signal=67%	
PHOSPHORYLATION	PHOSPHORYLATION		157	-0.38728753	-1.5191418	0.0	0.5782148	0.977	999	tags=39%, list=24%, signal=50%	
NEGATIVE REGULATION OF ENDORIBONUCLEASE ACTIVITY	NEGATIVE REGULATION OF ENDORIBONUCLEASE ACTIVITY		5	-0.6713315	-1.5165648	0.013084112	0.5701157	1.0	729	tags=60%, list=18%, signal=73%	
PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM	PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM		65	-0.41675338	-1.5165517	0.0	0.5516118	1.0	996	tags=34%, list=24%, signal=44%	
NITRATE REDUCTASE ACTIVITY	NITRATE REDUCTASE ACTIVITY		7	-0.85026103	-1.5143654	0.0	0.54447937	1.0	170	tags=57%, list=4%, signal=59%	
POTASSIUM ION BINDING	POTASSIUM ION BINDING		12	-0.7472957	-1.5123452	0.0	0.5347746	1.0	829	tags=75%, list=20%, signal=93%	
KINASE ACTIVITY	KINASE ACTIVITY		154	-0.38072708	-1.5061527	0.0	0.5424379	1.0	999	tags=40%, list=24%, signal=50%	
GLYCOLYTIC PROCESS	GLYCOLYTIC PROCESS		21	-0.647633	-1.4931993	0.0	0.5843301	1.0	273	tags=48%, list=7%, signal=51%	
'DE NOVO' PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS	'DE NOVO' PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS		10	-0.62000734	-1.4745144	0.030592734	0.64274704	1.0	859	tags=60%, list=21%, signal=75%	
FUMARATE TRANSPORT	FUMARATE TRANSPORT		5	-0.85295695	-1.4682988	0.0	0.6602436	1.0	152	tags=60%, list=4%, signal=62%	
NICKEL CATION BINDING	NICKEL CATION BINDING		16	-0.670673	-1.4643352	0.020676691	0.6627288	1.0	624	tags=56%, list=15%, signal=66%	
PROTEIN HEXAMERIZATION	PROTEIN HEXAMERIZATION		12	-0.47717753	-1.4573908	0.01724138	0.67869806	1.0	735	tags=42%, list=18%, signal=50%	
COENZYME BINDING	COENZYME BINDING		10	-0.60558677	-1.4571489	0.0	0.66314197	1.0	467	tags=40%, list=11%, signal=45%	
MOTOR ACTIVITY	MOTOR ACTIVITY		8	-0.8935881	-1.4553883	0.018518519	0.65555555	1.0	393	tags=88%, list=9%, signal=96%	
BACTERIAL-TYPE FLAGELLUM BASAL BODY	BACTERIAL-TYPE FLAGELLUM BASAL BODY		18	-0.852061	-1.4553419	0.06048387	0.6402487	1.0	588	tags=89%, list=14%, signal=103%	
SUCCINATE DEHYDROGENASE ACTIVITY	SUCCINATE DEHYDROGENASE ACTIVITY		7	-0.8478914	-1.453045	0.047945205	0.63546205	1.0	24	tags=57%, list=1%, signal=57%	
GDP BINDING	GDP BINDING		6	-0.8152735	-1.4476154	0.0	0.64833295	1.0	160	tags=33%, list=4%, signal=35%	
MONOSACCHARIDE BINDING	MONOSACCHARIDE BINDING		7	-0.7089802	-1.4464128	0.03646833	0.63835734	1.0	555	tags=57%, list=13%, signal=66%	
PHOSPHOENOLPYRUVATE-DEPENDENT SUGAR PHOSPHOTRANSFERASE SYSTEM	PHOSPHOENOLPYRUVATE-DEPENDENT SUGAR PHOSPHOTRANSFERASE SYSTEM		53	-0.50706947	-1.4351873	0.0	0.6814359	1.0	280	tags=30%, list=7%, signal=32%	
SUCCINATE TRANSMEMBRANE TRANSPORT	SUCCINATE TRANSMEMBRANE TRANSPORT		6	-0.83694816	-1.4329159	0.0	0.67822087	1.0	152	tags=50%, list=4%, signal=52%	
NITRATE REDUCTASE COMPLEX	NITRATE REDUCTASE COMPLEX		6	-0.8082201	-1.4198074	0.046277665	0.72275686	1.0	170	tags=50%, list=4%, signal=52%	
GTP BINDING	GTP BINDING		43	-0.36972368	-1.4127492	0.009966778	0.74746317	1.0	337	tags=21%, list=8%, signal=23%	
'DE NOVO' UMP BIOSYNTHETIC PROCESS	'DE NOVO' UMP BIOSYNTHETIC PROCESS		7	-0.7589099	-1.40924	0.056818184	0.74453664	1.0	859	tags=71%, list=21%, signal=90%	
NUCLEOSIDE TRANSPORT	NUCLEOSIDE TRANSPORT		5	-0.70945954	-1.4053416	0.11439114	0.7506992	1.0	70	tags=40%, list=2%, signal=41%	
BACTERIAL-TYPE FLAGELLUM ORGANIZATION	BACTERIAL-TYPE FLAGELLUM ORGANIZATION		18	-0.7043961	-1.3996004	0.09263158	0.76806974	1.0	588	tags=50%, list=14%, signal=58%	
GLUCONEOGENESIS	GLUCONEOGENESIS		14	-0.6322255	-1.3844744	0.05214153	0.82777375	1.0	1090	tags=64%, list=26%, signal=87%	
CELL SEPTUM ASSEMBLY	CELL SEPTUM ASSEMBLY		11	-0.52783054	-1.3837748	0.17529881	0.8170564	1.0	1500	tags=73%, list=36%, signal=114%	
SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY	SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY		6	-0.78257847	-1.3758441	0.17264573	0.8393605	1.0	24	tags=50%, list=1%, signal=50%	
HYDROGENASE (ACCEPTOR) ACTIVITY	HYDROGENASE (ACCEPTOR) ACTIVITY		7	-0.8355468	-1.3748984	0.07020548	0.82808983	1.0	157	tags=57%, list=4%, signal=59%	
3 IRON, 4 SULFUR CLUSTER BINDING	3 IRON, 4 SULFUR CLUSTER BINDING		8	-0.7723569	-1.3746299	0.09110629	0.8146775	1.0	23	tags=38%, list=1%, signal=38%	
PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS	PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS		11	-0.6719943	-1.3652215	0.057086613	0.8463578	1.0	859	tags=64%, list=21%, signal=80%	
THREONINE CATABOLIC PROCESS	THREONINE CATABOLIC PROCESS		10	-0.6625364	-1.3639678	0.08865979	0.8375487	1.0	659	tags=70%, list=16%, signal=83%	
FRUCTOSE IMPORT	FRUCTOSE IMPORT		5	-0.88235295	-1.355017	0.1321499	0.86243206	1.0	494	tags=100%, list=12%, signal=113%	
HEME TRANSPORTER ACTIVITY	HEME TRANSPORTER ACTIVITY		6	-0.69722193	-1.354386	0.025096525	0.85213745	1.0	218	tags=67%, list=5%, signal=70%	
NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		5	-0.6932863	-1.3525105	0.11061947	0.8495755	1.0	358	tags=60%, list=9%, signal=66%	
ASPARTIC-TYPE ENDOPEPTIDASE ACTIVITY	ASPARTIC-TYPE ENDOPEPTIDASE ACTIVITY		7	-0.5819781	-1.352266	0.15358362	0.83779347	1.0	408	tags=43%, list=10%, signal=47%	
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN		68	-0.3635492	-1.3420156	0.06425041	0.87415147	1.0	211	tags=18%, list=5%, signal=18%	
MALTOSE TRANSPORT	MALTOSE TRANSPORT		8	-0.7407778	-1.3394634	0.19753087	0.86937	1.0	512	tags=63%, list=12%, signal=71%	
ALCOHOL DEHYDROGENASE (NAD+) ACTIVITY	ALCOHOL DEHYDROGENASE (NAD+) ACTIVITY		6	-0.542483	-1.3361663	0.11559633	0.8738528	1.0	599	tags=50%, list=14%, signal=58%	
NITROGEN COMPOUND METABOLIC PROCESS	NITROGEN COMPOUND METABOLIC PROCESS		19	-0.55889696	-1.3313826	0.114989735	0.8821765	1.0	288	tags=26%, list=7%, signal=28%	
PROTEIN HOMOTETRAMERIZATION	PROTEIN HOMOTETRAMERIZATION		56	-0.42366332	-1.3294134	0.060606062	0.87842935	1.0	910	tags=41%, list=22%, signal=52%	
PROTEIN TRANSMEMBRANE TRANSPORTER ACTIVITY	PROTEIN TRANSMEMBRANE TRANSPORTER ACTIVITY		7	-0.71788675	-1.3284528	0.0	0.87059855	1.0	251	tags=57%, list=6%, signal=61%	
CELLULAR RESPIRATION	CELLULAR RESPIRATION		11	-0.56368375	-1.3168496	0.19186047	0.914915	1.0	325	tags=36%, list=8%, signal=39%	
PHOSPHORELAY SENSOR KINASE ACTIVITY	PHOSPHORELAY SENSOR KINASE ACTIVITY		26	-0.37712854	-1.3134904	0.11462451	0.9171998	1.0	996	tags=27%, list=24%, signal=35%	
PEPTIDYL-HISTIDINE PHOSPHORYLATION	PEPTIDYL-HISTIDINE PHOSPHORYLATION		26	-0.37712854	-1.3134904	0.11462451	0.9042815	1.0	996	tags=27%, list=24%, signal=35%	
PROTEIN HISTIDINE KINASE ACTIVITY	PROTEIN HISTIDINE KINASE ACTIVITY		26	-0.37712848	-1.3134902	0.11462451	0.8919304	1.0	996	tags=27%, list=24%, signal=35%	
TRANSFERASE ACTIVITY, TRANSFERRING PHOSPHORUS-CONTAINING GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING PHOSPHORUS-CONTAINING GROUPS		37	-0.36521494	-1.3130425	0.15555556	0.88126886	1.0	187	tags=14%, list=5%, signal=14%	
CARBOXYL- OR CARBAMOYLTRANSFERASE ACTIVITY	CARBOXYL- OR CARBAMOYLTRANSFERASE ACTIVITY		8	-0.5564066	-1.3036004	0.11434511	0.9169695	1.0	733	tags=38%, list=18%, signal=45%	
GLUCOSE METABOLIC PROCESS	GLUCOSE METABOLIC PROCESS		12	-0.5433332	-1.3030803	0.12798265	0.9064081	1.0	347	tags=33%, list=8%, signal=36%	
REGULATION OF GENE EXPRESSION	REGULATION OF GENE EXPRESSION		21	-0.34269452	-1.3027322	0.124794744	0.89713204	1.0	335	tags=24%, list=8%, signal=26%	
RESPONSE TO HYDROGEN PEROXIDE	RESPONSE TO HYDROGEN PEROXIDE		6	-0.7259699	-1.297612	0.03726708	0.9105341	1.0	684	tags=50%, list=16%, signal=60%	
CELL POLE	CELL POLE		9	-0.6985793	-1.2960967	0.11962617	0.90714127	1.0	1029	tags=78%, list=25%, signal=103%	
INTEGRAL COMPONENT OF CELL OUTER MEMBRANE	INTEGRAL COMPONENT OF CELL OUTER MEMBRANE		14	-0.4501361	-1.2953762	0.22030652	0.897872	1.0	512	tags=29%, list=12%, signal=32%	
BACTERIAL-TYPE FLAGELLUM HOOK	BACTERIAL-TYPE FLAGELLUM HOOK		10	-0.756343	-1.2921797	0.20925926	0.9030171	1.0	507	tags=70%, list=12%, signal=80%	
FORMATE C-ACETYLTRANSFERASE ACTIVITY	FORMATE C-ACETYLTRANSFERASE ACTIVITY		5	-0.6405556	-1.2854723	0.109195404	0.9192665	1.0	821	tags=80%, list=20%, signal=100%	
PERIPLASMIC SPACE	PERIPLASMIC SPACE		176	-0.34006083	-1.2808813	0.08303887	0.92892295	1.0	790	tags=30%, list=19%, signal=35%	
ENDOPEPTIDASE ACTIVITY	ENDOPEPTIDASE ACTIVITY		20	-0.5602091	-1.2798353	0.10810811	0.9231095	1.0	1212	tags=60%, list=29%, signal=84%	
INTRINSIC COMPONENT OF PERIPLASMIC SIDE OF PLASMA MEMBRANE	INTRINSIC COMPONENT OF PERIPLASMIC SIDE OF PLASMA MEMBRANE		5	-0.8661684	-1.2779634	0.0	0.921795	1.0	323	tags=80%, list=8%, signal=87%	
NUCLEOSIDE METABOLIC PROCESS	NUCLEOSIDE METABOLIC PROCESS		11	-0.6477554	-1.2774779	0.18113208	0.9135307	1.0	1061	tags=73%, list=26%, signal=97%	
ELECTRON TRANSFER ACTIVITY	ELECTRON TRANSFER ACTIVITY		85	-0.3710509	-1.2737659	0.18342152	0.9193504	1.0	438	tags=25%, list=11%, signal=27%	
REGULATION OF CELL DIVISION	REGULATION OF CELL DIVISION		7	-0.5020326	-1.2620063	0.15319866	0.963026	1.0	1035	tags=57%, list=25%, signal=76%	
NADH DEHYDROGENASE ACTIVITY	NADH DEHYDROGENASE ACTIVITY		9	-0.47897112	-1.2560583	0.081871346	0.98070425	1.0	81	tags=22%, list=2%, signal=23%	
L-SERINE AMMONIA-LYASE ACTIVITY	L-SERINE AMMONIA-LYASE ACTIVITY		5	-0.6969624	-1.2518406	0.18927445	0.98867697	1.0	1263	tags=100%, list=30%, signal=144%	
FERMENTATION	FERMENTATION		8	-0.84732187	-1.2467889	0.13948919	1.0	1.0	24	tags=50%, list=1%, signal=50%	
METAL ION BINDING	METAL ION BINDING		638	-0.28270546	-1.2460133	0.110154904	0.99286294	1.0	851	tags=27%, list=20%, signal=29%	
CARBOHYDRATE PHOSPHORYLATION	CARBOHYDRATE PHOSPHORYLATION		24	-0.42409012	-1.2445544	0.26153848	0.98821276	1.0	1028	tags=54%, list=25%, signal=72%	
L-SERINE CATABOLIC PROCESS	L-SERINE CATABOLIC PROCESS		5	-0.7386692	-1.2428839	0.15855856	0.98595935	1.0	1090	tags=100%, list=26%, signal=135%	
MALTODEXTRIN TRANSPORT	MALTODEXTRIN TRANSPORT		5	-0.8780135	-1.2419194	0.20433997	0.9792006	1.0	512	tags=100%, list=12%, signal=114%	
DEFENSE RESPONSE TO VIRUS	DEFENSE RESPONSE TO VIRUS		8	-0.63071984	-1.2398902	0.21414141	0.97642875	1.0	804	tags=50%, list=19%, signal=62%	
OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H	OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H		11	-0.55088794	-1.2367281	0.20305677	0.98047864	1.0	952	tags=55%, list=23%, signal=71%	
EXONUCLEASE ACTIVITY	EXONUCLEASE ACTIVITY		22	-0.44536158	-1.2351398	0.15564202	0.9779152	1.0	762	tags=32%, list=18%, signal=39%	
SERINE-TYPE PEPTIDASE ACTIVITY	SERINE-TYPE PEPTIDASE ACTIVITY		18	-0.32843396	-1.2329257	0.19512194	0.9783914	1.0	133	tags=11%, list=3%, signal=11%	
D-GLUCONATE CATABOLIC PROCESS	D-GLUCONATE CATABOLIC PROCESS		7	-0.67041856	-1.229904	0.17610063	0.982242	1.0	443	tags=43%, list=11%, signal=48%	
OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-CH GROUP OF DONORS	OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-CH GROUP OF DONORS		11	-0.47716442	-1.2265444	0.21636364	0.9872666	1.0	338	tags=27%, list=8%, signal=30%	
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION	SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION		28	-0.3678214	-1.2217302	0.25686276	0.9996449	1.0	996	tags=25%, list=24%, signal=33%	
ALDEHYDE-LYASE ACTIVITY	ALDEHYDE-LYASE ACTIVITY		13	-0.4410893	-1.2182255	0.25512105	1.0	1.0	391	tags=31%, list=9%, signal=34%	
PYROPHOSPHATASE ACTIVITY	PYROPHOSPHATASE ACTIVITY		7	-0.6879117	-1.2137284	0.19603524	1.0	1.0	1290	tags=86%, list=31%, signal=124%	
ATP BIOSYNTHETIC PROCESS	ATP BIOSYNTHETIC PROCESS		9	-0.7854729	-1.2129031	0.1085595	1.0	1.0	899	tags=100%, list=22%, signal=127%	
CALCIUM ION BINDING	CALCIUM ION BINDING		12	-0.5838194	-1.2115256	0.29032257	1.0	1.0	932	tags=50%, list=22%, signal=64%	
METABOLIC PROCESS	METABOLIC PROCESS		116	-0.29156348	-1.2079904	0.21044046	1.0	1.0	932	tags=34%, list=22%, signal=43%	
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION		26	-0.39455104	-1.204485	0.20889749	1.0	1.0	1027	tags=31%, list=25%, signal=41%	
AMINOACYL-TRNA LIGASE ACTIVITY	AMINOACYL-TRNA LIGASE ACTIVITY		25	-0.6099311	-1.2022287	0.41346154	1.0	1.0	1253	tags=76%, list=30%, signal=108%	
FERREDOXIN HYDROGENASE COMPLEX	FERREDOXIN HYDROGENASE COMPLEX		8	-0.6263219	-1.199487	0.27370304	1.0	1.0	23	tags=13%, list=1%, signal=13%	
METHYLGLYOXAL CATABOLIC PROCESS	METHYLGLYOXAL CATABOLIC PROCESS		5	-0.6039111	-1.1971526	0.29102844	1.0	1.0	524	tags=40%, list=13%, signal=46%	
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION	NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION		18	-0.42638966	-1.1968172	0.24955116	1.0	1.0	904	tags=50%, list=22%, signal=64%	
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS	PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS		18	-0.7446986	-1.1968162	0.19956616	0.99838793	1.0	783	tags=78%, list=19%, signal=95%	
GLUCOSE TRANSMEMBRANE TRANSPORT	GLUCOSE TRANSMEMBRANE TRANSPORT		5	-0.4861872	-1.1935132	0.17296223	1.0	1.0	43	tags=20%, list=1%, signal=20%	
L-THREONINE CATABOLIC PROCESS TO PROPIONATE	L-THREONINE CATABOLIC PROCESS TO PROPIONATE		7	-0.6972986	-1.189366	0.31226766	1.0	1.0	1263	tags=100%, list=30%, signal=143%	
CELL DIVISION SITE	CELL DIVISION SITE		32	-0.44927928	-1.1869664	0.27272728	1.0	1.0	1602	tags=56%, list=39%, signal=91%	
PROTEIN SECRETION	PROTEIN SECRETION		18	-0.3657824	-1.1854222	0.17850287	1.0	1.0	540	tags=28%, list=13%, signal=32%	
PROTEIN BINDING	PROTEIN BINDING		991	-0.26494974	-1.1847982	0.24033614	1.0	1.0	781	tags=24%, list=19%, signal=22%	
SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY	SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY		10	-0.53194875	-1.1841557	0.18558952	0.9993611	1.0	1293	tags=50%, list=31%, signal=72%	
ONE-CARBON METABOLIC PROCESS	ONE-CARBON METABOLIC PROCESS		9	-0.5391982	-1.18331	0.27021697	0.9942073	1.0	1279	tags=67%, list=31%, signal=96%	
SUGAR-PHOSPHATASE ACTIVITY	SUGAR-PHOSPHATASE ACTIVITY		6	-0.6631266	-1.1821803	0.238921	0.9901856	1.0	1135	tags=67%, list=27%, signal=92%	
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION	TRNA AMINOACYLATION FOR PROTEIN TRANSLATION		18	-0.61494255	-1.1817044	0.39530334	0.98394907	1.0	1366	tags=83%, list=33%, signal=124%	
NADP BINDING	NADP BINDING		30	-0.3678175	-1.1814744	0.2555781	0.97672445	1.0	407	tags=17%, list=10%, signal=18%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	-0.48780814	-1.1789457	0.26523298	0.98009455	1.0	70	tags=29%, list=2%, signal=29%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORT	NUCLEOSIDE TRANSMEMBRANE TRANSPORT		7	-0.4878081	-1.1789455	0.26523298	0.9723112	1.0	70	tags=29%, list=2%, signal=29%	
THIOSULFATE SULFURTRANSFERASE ACTIVITY	THIOSULFATE SULFURTRANSFERASE ACTIVITY		5	-0.59085333	-1.1775916	0.17728055	0.9703162	1.0	546	tags=60%, list=13%, signal=69%	
CYSTEINE-TYPE PEPTIDASE ACTIVITY	CYSTEINE-TYPE PEPTIDASE ACTIVITY		6	-0.53766495	-1.171204	0.252588	0.98924583	1.0	174	tags=33%, list=4%, signal=35%	
PROTEIN PHOSPHORYLATION	PROTEIN PHOSPHORYLATION		11	-0.4671414	-1.1685729	0.25856164	0.99187577	1.0	1223	tags=64%, list=29%, signal=90%	
PEPTIDOGLYCAN BIOSYNTHETIC PROCESS	PEPTIDOGLYCAN BIOSYNTHETIC PROCESS		44	-0.41978493	-1.1666747	0.39328063	0.9904393	1.0	1443	tags=59%, list=35%, signal=90%	
AMIDE TRANSPORT	AMIDE TRANSPORT		5	-0.5226621	-1.1644872	0.29159212	0.99192804	1.0	198	tags=20%, list=5%, signal=21%	
PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I	PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I		16	-0.6012966	-1.1614025	0.325	0.99390274	1.0	1231	tags=75%, list=30%, signal=106%	
CARBOHYDRATE CATABOLIC PROCESS	CARBOHYDRATE CATABOLIC PROCESS		5	-0.55013937	-1.1575866	0.30769232	1.0	1.0	606	tags=40%, list=15%, signal=47%	
PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, CATALYTIC CORE F(1)	PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, CATALYTIC CORE F(1)		6	-0.7849048	-1.1558218	0.24425887	1.0	1.0	899	tags=100%, list=22%, signal=127%	
PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM	PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM		5	-0.81918997	-1.1552317	0.2531915	0.99675333	1.0	756	tags=100%, list=18%, signal=122%	
GLYCEROL CATABOLIC PROCESS	GLYCEROL CATABOLIC PROCESS		9	-0.7423621	-1.1532362	0.3900862	0.9984367	1.0	1026	tags=89%, list=25%, signal=118%	
L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT	L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT		6	-0.55160725	-1.1531459	0.20518358	0.9915989	1.0	619	tags=33%, list=15%, signal=39%	
IDENTICAL PROTEIN BINDING	IDENTICAL PROTEIN BINDING		384	-0.2888167	-1.1518157	0.18815331	0.98907554	1.0	1062	tags=35%, list=26%, signal=43%	
TRANSFERASE ACTIVITY, TRANSFERRING PENTOSYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING PENTOSYL GROUPS		8	-0.43815023	-1.1512365	0.3031359	0.9840983	1.0	339	tags=25%, list=8%, signal=27%	
TRNA AMINOACYLATION	TRNA AMINOACYLATION		7	-0.6773748	-1.1470357	0.36919832	0.992064	1.0	1253	tags=86%, list=30%, signal=123%	
