NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ACETYL-COA C-ACYLTRANSFERASE ACTIVITY	ACETYL-COA C-ACYLTRANSFERASE ACTIVITY		5	0.81107247	1.3691088	0.0	1.0	1.0	537	tags=60%, list=13%, signal=69%	
BACTERIAL-TYPE RNA POLYMERASE CORE ENZYME BINDING	BACTERIAL-TYPE RNA POLYMERASE CORE ENZYME BINDING		5	0.5632074	1.3673071	0.06418219	1.0	1.0	438	tags=60%, list=11%, signal=67%	
PROTEIN SECRETION BY THE TYPE II SECRETION SYSTEM	PROTEIN SECRETION BY THE TYPE II SECRETION SYSTEM		12	0.6783081	1.3586528	0.09608541	1.0	1.0	1052	tags=83%, list=25%, signal=111%	
HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES, IN PHOSPHORUS-CONTAINING ANHYDRIDES	HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES, IN PHOSPHORUS-CONTAINING ANHYDRIDES		9	0.5399528	1.3580076	0.110416666	1.0	1.0	518	tags=33%, list=12%, signal=38%	
POLYSACCHARIDE TRANSPORT	POLYSACCHARIDE TRANSPORT		6	0.6062331	1.3552152	0.07175926	1.0	1.0	89	tags=17%, list=2%, signal=17%	
ENZYME BINDING	ENZYME BINDING		10	0.5303604	1.3539551	0.12035011	1.0	1.0	181	tags=30%, list=4%, signal=31%	
LIPID CATABOLIC PROCESS	LIPID CATABOLIC PROCESS		11	0.5257012	1.3527244	0.094827585	1.0	1.0	537	tags=36%, list=13%, signal=42%	
RESPONSE TO IRON(III) ION	RESPONSE TO IRON(III) ION		6	0.73065704	1.3501987	0.0491453	1.0	1.0	953	tags=83%, list=23%, signal=108%	
TETRAHYDROFOLATE BIOSYNTHETIC PROCESS	TETRAHYDROFOLATE BIOSYNTHETIC PROCESS		11	0.5956665	1.3402258	0.19126819	1.0	1.0	461	tags=36%, list=11%, signal=41%	
DOUBLE-STRANDED DNA BINDING	DOUBLE-STRANDED DNA BINDING		8	0.5922662	1.338582	0.13157895	1.0	1.0	296	tags=25%, list=7%, signal=27%	
ENOYL-COA HYDRATASE ACTIVITY	ENOYL-COA HYDRATASE ACTIVITY		7	0.74814844	1.3335512	0.08829175	1.0	1.0	498	tags=57%, list=12%, signal=65%	
ORGANIC PHOSPHONATE CATABOLIC PROCESS	ORGANIC PHOSPHONATE CATABOLIC PROCESS		8	0.707402	1.325211	0.147651	1.0	1.0	932	tags=75%, list=22%, signal=97%	
RNA HELICASE ACTIVITY	RNA HELICASE ACTIVITY		7	0.7435905	1.3119105	0.024070023	1.0	1.0	518	tags=57%, list=12%, signal=65%	
RESPONSE TO RADIATION	RESPONSE TO RADIATION		50	0.38906497	1.3097345	0.16666667	1.0	1.0	858	tags=40%, list=21%, signal=50%	
BACTERIAL NUCLEOID	BACTERIAL NUCLEOID		8	0.54563713	1.3092589	0.2123656	1.0	1.0	9	tags=13%, list=0%, signal=13%	
CARBON PHOSPHORUS LYASE COMPLEX	CARBON PHOSPHORUS LYASE COMPLEX		5	0.7377897	1.3078331	0.09247312	1.0	1.0	932	tags=80%, list=22%, signal=103%	
SYMPORTER ACTIVITY	SYMPORTER ACTIVITY		42	0.5072372	1.3076199	0.21777777	1.0	1.0	705	tags=45%, list=17%, signal=54%	
'DE NOVO' UMP BIOSYNTHETIC PROCESS	'DE NOVO' UMP BIOSYNTHETIC PROCESS		7	0.65404975	1.3068686	0.15961538	1.0	1.0	466	tags=57%, list=11%, signal=64%	
L-VALINE TRANSMEMBRANE TRANSPORT	L-VALINE TRANSMEMBRANE TRANSPORT		8	0.6112385	1.288487	0.1599099	1.0	1.0	925	tags=50%, list=22%, signal=64%	
DIOXYGENASE ACTIVITY	DIOXYGENASE ACTIVITY		9	0.6664417	1.287449	0.15415822	1.0	1.0	697	tags=56%, list=17%, signal=67%	
TRNA METHYLATION	TRNA METHYLATION		12	0.62959725	1.283181	0.22997947	1.0	1.0	1118	tags=67%, list=27%, signal=91%	
SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS	SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS		8	0.6913419	1.2794113	0.164	1.0	1.0	1270	tags=88%, list=31%, signal=126%	
MISMATCH REPAIR	MISMATCH REPAIR		10	0.4818861	1.2783176	0.16216215	1.0	1.0	1173	tags=40%, list=28%, signal=56%	
PILUS ASSEMBLY	PILUS ASSEMBLY		13	0.52019584	1.2766603	0.25454545	1.0	1.0	1092	tags=62%, list=26%, signal=83%	
RESPONSE TO X-RAY	RESPONSE TO X-RAY		17	0.38564807	1.2743813	0.2016632	1.0	1.0	73	tags=18%, list=2%, signal=18%	
ETHANOLAMINE CATABOLIC PROCESS	ETHANOLAMINE CATABOLIC PROCESS		13	0.49188945	1.2698804	0.21413721	1.0	1.0	1558	tags=54%, list=38%, signal=86%	
TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS		24	0.36577898	1.2645334	0.10222222	1.0	1.0	537	tags=25%, list=13%, signal=29%	
SMALL RIBOSOMAL SUBUNIT RRNA BINDING	SMALL RIBOSOMAL SUBUNIT RRNA BINDING		7	0.74005026	1.2632785	0.22244897	1.0	1.0	939	tags=86%, list=23%, signal=111%	
COLANIC ACID METABOLIC PROCESS	COLANIC ACID METABOLIC PROCESS		7	0.6968255	1.2604764	0.115384616	1.0	1.0	308	tags=43%, list=7%, signal=46%	
RIBOSOME	RIBOSOME		60	0.6702254	1.2579659	0.2553648	1.0	1.0	1088	tags=87%, list=26%, signal=116%	
CELLULAR RESPONSE TO DNA DAMAGE STIMULUS	CELLULAR RESPONSE TO DNA DAMAGE STIMULUS		234	0.2850348	1.2573377	0.06648199	1.0	1.0	422	tags=19%, list=10%, signal=20%	
HYDROLASE ACTIVITY, ACTING ON CARBON-NITROGEN (BUT NOT PEPTIDE) BONDS	HYDROLASE ACTIVITY, ACTING ON CARBON-NITROGEN (BUT NOT PEPTIDE) BONDS		14	0.4690942	1.2473199	0.1829574	1.0	1.0	820	tags=43%, list=20%, signal=53%	
CYTOSOLIC SMALL RIBOSOMAL SUBUNIT	CYTOSOLIC SMALL RIBOSOMAL SUBUNIT		25	0.5453836	1.2458645	0.25107297	1.0	1.0	1085	tags=76%, list=26%, signal=102%	
NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS	NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS		66	0.33035365	1.2453665	0.25431034	1.0	1.0	1006	tags=33%, list=24%, signal=43%	
RESPONSE TO UV	RESPONSE TO UV		15	0.4836892	1.242472	0.12171838	1.0	1.0	554	tags=33%, list=13%, signal=38%	
TYPE II PROTEIN SECRETION SYSTEM COMPLEX	TYPE II PROTEIN SECRETION SYSTEM COMPLEX		10	0.6530423	1.2350112	0.13636364	1.0	1.0	1052	tags=80%, list=25%, signal=107%	
3-PHENYLPROPIONATE CATABOLIC PROCESS	3-PHENYLPROPIONATE CATABOLIC PROCESS		11	0.61578304	1.2317308	0.2691552	1.0	1.0	1102	tags=64%, list=27%, signal=86%	
ENDORIBONUCLEASE ACTIVITY	ENDORIBONUCLEASE ACTIVITY		18	0.40623277	1.2226893	0.22453223	1.0	1.0	627	tags=33%, list=15%, signal=39%	
SMALL RIBOSOMAL SUBUNIT	SMALL RIBOSOMAL SUBUNIT		13	0.74082136	1.2214146	0.2966805	1.0	1.0	1085	tags=100%, list=26%, signal=135%	
BRANCHED-CHAIN AMINO ACID TRANSPORT	BRANCHED-CHAIN AMINO ACID TRANSPORT		6	0.7688927	1.2154517	0.13603818	1.0	1.0	925	tags=83%, list=22%, signal=107%	
PROTEIN SECRETION	PROTEIN SECRETION		18	0.3540635	1.2112588	0.29718876	1.0	1.0	1099	tags=44%, list=26%, signal=60%	
STRUCTURAL CONSTITUENT OF RIBOSOME	STRUCTURAL CONSTITUENT OF RIBOSOME		58	0.6521793	1.2092733	0.31497797	1.0	1.0	1088	tags=86%, list=26%, signal=115%	
PROTEIN HOMOOLIGOMERIZATION	PROTEIN HOMOOLIGOMERIZATION		9	0.36857888	1.2079309	0.23373494	1.0	1.0	32	tags=11%, list=1%, signal=11%	
NEGATIVE REGULATION OF TRANSLATION	NEGATIVE REGULATION OF TRANSLATION		13	0.5482137	1.2057997	0.39102563	1.0	1.0	775	tags=54%, list=19%, signal=66%	
ISOLEUCINE TRANSMEMBRANE TRANSPORT	ISOLEUCINE TRANSMEMBRANE TRANSPORT		5	0.7502789	1.2045275	0.15402299	1.0	1.0	925	tags=80%, list=22%, signal=103%	
ENDODEOXYRIBONUCLEASE ACTIVITY	ENDODEOXYRIBONUCLEASE ACTIVITY		6	0.5914821	1.2001613	0.27572817	1.0	1.0	577	tags=50%, list=14%, signal=58%	
RIBOSOME BIOGENESIS	RIBOSOME BIOGENESIS		18	0.4828363	1.1987545	0.27789474	1.0	1.0	563	tags=39%, list=14%, signal=45%	
RIBOSOMAL LARGE SUBUNIT ASSEMBLY	RIBOSOMAL LARGE SUBUNIT ASSEMBLY		27	0.614758	1.1981422	0.41428572	1.0	1.0	1199	tags=81%, list=29%, signal=114%	
CYTOSOLIC LARGE RIBOSOMAL SUBUNIT	CYTOSOLIC LARGE RIBOSOMAL SUBUNIT		32	0.7165736	1.1979123	0.2966805	1.0	1.0	1199	tags=100%, list=29%, signal=140%	
LARGE RIBOSOMAL SUBUNIT	LARGE RIBOSOMAL SUBUNIT		14	0.7402753	1.1974237	0.26060605	1.0	1.0	1088	tags=100%, list=26%, signal=135%	
RIBOSOMAL SMALL SUBUNIT ASSEMBLY	RIBOSOMAL SMALL SUBUNIT ASSEMBLY		20	0.6588875	1.1920662	0.33333334	1.0	1.0	1008	tags=75%, list=24%, signal=99%	
L-ISOLEUCINE TRANSMEMBRANE TRANSPORTER ACTIVITY	L-ISOLEUCINE TRANSMEMBRANE TRANSPORTER ACTIVITY		5	0.7670606	1.1920104	0.15330188	1.0	1.0	925	tags=80%, list=22%, signal=103%	
BRANCHED-CHAIN AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	BRANCHED-CHAIN AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY		5	0.7670606	1.1920104	0.15330188	1.0	1.0	925	tags=80%, list=22%, signal=103%	
PUTRESCINE CATABOLIC PROCESS	PUTRESCINE CATABOLIC PROCESS		10	0.5313231	1.1917984	0.28806585	1.0	1.0	1112	tags=50%, list=27%, signal=68%	
RRNA BINDING	RRNA BINDING		56	0.61516684	1.1859318	0.31086957	1.0	1.0	1088	tags=79%, list=26%, signal=105%	
HOLLIDAY JUNCTION RESOLVASE COMPLEX	HOLLIDAY JUNCTION RESOLVASE COMPLEX		5	0.5718562	1.1834922	0.2244898	1.0	1.0	680	tags=60%, list=16%, signal=72%	
RECOMBINASE ACTIVITY	RECOMBINASE ACTIVITY		5	0.5590278	1.1785369	0.25366876	1.0	1.0	917	tags=60%, list=22%, signal=77%	
TRANSLATIONAL TERMINATION	TRANSLATIONAL TERMINATION		7	0.70570225	1.176517	0.19624217	1.0	1.0	842	tags=71%, list=20%, signal=89%	
PROPIONATE CATABOLIC PROCESS, 2-METHYLCITRATE CYCLE	PROPIONATE CATABOLIC PROCESS, 2-METHYLCITRATE CYCLE		5	0.669951	1.1742176	0.36673346	1.0	1.0	859	tags=60%, list=21%, signal=76%	
FIMBRIAL USHER PORIN ACTIVITY	FIMBRIAL USHER PORIN ACTIVITY		10	0.5206422	1.1736664	0.25892857	1.0	1.0	480	tags=40%, list=12%, signal=45%	
TOXIC SUBSTANCE BINDING	TOXIC SUBSTANCE BINDING		5	0.4420279	1.1711974	0.16558442	1.0	1.0	552	tags=40%, list=13%, signal=46%	
L-VALINE TRANSMEMBRANE TRANSPORTER ACTIVITY	L-VALINE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	0.6313779	1.1694096	0.21686748	1.0	1.0	925	tags=57%, list=22%, signal=73%	
RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC	RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC		23	0.35128492	1.1673576	0.27616927	1.0	1.0	627	tags=26%, list=15%, signal=31%	
METAL ION TRANSPORT	METAL ION TRANSPORT		7	0.50122213	1.1615872	0.36023623	1.0	1.0	1231	tags=57%, list=30%, signal=81%	
TRANSMEMBRANE TRANSPORTER ACTIVITY	TRANSMEMBRANE TRANSPORTER ACTIVITY		159	0.34795183	1.1609942	0.17711172	1.0	1.0	824	tags=31%, list=20%, signal=38%	
OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN	OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN		6	0.5082673	1.1600254	0.24152543	1.0	1.0	347	tags=33%, list=8%, signal=36%	
TRNA WOBBLE URIDINE MODIFICATION	TRNA WOBBLE URIDINE MODIFICATION		7	0.60049146	1.1599133	0.3562753	1.0	1.0	1095	tags=43%, list=26%, signal=58%	
SODIUM ION TRANSPORT	SODIUM ION TRANSPORT		20	0.46218553	1.1583432	0.28181818	1.0	1.0	895	tags=50%, list=22%, signal=63%	
GRAM-NEGATIVE-BACTERIUM-TYPE CELL WALL	GRAM-NEGATIVE-BACTERIUM-TYPE CELL WALL		6	0.5052449	1.158174	0.2043222	0.99887633	1.0	91	tags=17%, list=2%, signal=17%	
S-ADENOSYLMETHIONINE-DEPENDENT METHYLTRANSFERASE ACTIVITY	S-ADENOSYLMETHIONINE-DEPENDENT METHYLTRANSFERASE ACTIVITY		9	0.5477366	1.1579593	0.45341614	0.9890591	1.0	1651	tags=89%, list=40%, signal=147%	
LACTOSE TRANSPORT	LACTOSE TRANSPORT		5	0.670339	1.1574596	0.2701525	0.98143774	1.0	946	tags=60%, list=23%, signal=78%	
3'-5' DNA HELICASE ACTIVITY	3'-5' DNA HELICASE ACTIVITY		6	0.5520957	1.1552852	0.3063291	0.9778653	1.0	315	tags=33%, list=8%, signal=36%	
MRNA 5'-UTR BINDING	MRNA 5'-UTR BINDING		6	0.62038034	1.1551508	0.34639177	0.9685565	1.0	888	tags=67%, list=21%, signal=85%	
TRANSPORTER ACTIVITY	TRANSPORTER ACTIVITY		65	0.33745235	1.1516176	0.33240998	0.9731821	1.0	817	tags=31%, list=20%, signal=38%	
DOUBLE-STRAND BREAK REPAIR	DOUBLE-STRAND BREAK REPAIR		7	0.4518344	1.147034	0.21791045	0.9802514	1.0	9	tags=14%, list=0%, signal=14%	
ANCHORED COMPONENT OF CELL OUTER MEMBRANE	ANCHORED COMPONENT OF CELL OUTER MEMBRANE		5	0.6522522	1.1420791	0.4121339	0.9882591	1.0	952	tags=60%, list=23%, signal=78%	
DNA REPLICATION, SYNTHESIS OF RNA PRIMER	DNA REPLICATION, SYNTHESIS OF RNA PRIMER		7	0.6534009	1.139763	0.35589942	0.987551	1.0	1443	tags=100%, list=35%, signal=153%	
PRIMOSOME COMPLEX	PRIMOSOME COMPLEX		7	0.6534009	1.139763	0.35589942	0.97814566	1.0	1443	tags=100%, list=35%, signal=153%	
CHROMOSOME SEGREGATION	CHROMOSOME SEGREGATION		13	0.3641685	1.1344663	0.24229075	0.9876413	1.0	680	tags=31%, list=16%, signal=37%	
PROTEIN TRANSPORT	PROTEIN TRANSPORT		69	0.32840568	1.1336709	0.22865854	0.9803392	1.0	1101	tags=42%, list=27%, signal=56%	
DNA INTEGRATION	DNA INTEGRATION		17	0.39865464	1.1330942	0.28290766	0.974176	1.0	680	tags=41%, list=16%, signal=49%	
DNA REPLICATION INITIATION	DNA REPLICATION INITIATION		5	0.68105114	1.1255391	0.2947977	0.9896339	1.0	1327	tags=100%, list=32%, signal=147%	
LARGE RIBOSOMAL SUBUNIT RRNA BINDING	LARGE RIBOSOMAL SUBUNIT RRNA BINDING		8	0.7510253	1.1183817	0.3204868	1.0	1.0	1039	tags=100%, list=25%, signal=133%	
CARBOHYDRATE:PROTON SYMPORTER ACTIVITY	CARBOHYDRATE:PROTON SYMPORTER ACTIVITY		14	0.46671665	1.1138606	0.39166668	1.0	1.0	1136	tags=50%, list=27%, signal=69%	
TRANSLATIONAL INITIATION	TRANSLATIONAL INITIATION		6	0.6984168	1.1066575	0.39726028	1.0	1.0	800	tags=67%, list=19%, signal=82%	
TRANSPORT	TRANSPORT		25	0.38480362	1.1035426	0.35388127	1.0	1.0	1017	tags=40%, list=24%, signal=53%	
DNA-DIRECTED DNA POLYMERASE ACTIVITY	DNA-DIRECTED DNA POLYMERASE ACTIVITY		14	0.51755804	1.0978897	0.4868735	1.0	1.0	336	tags=36%, list=8%, signal=39%	
RNA CATABOLIC PROCESS	RNA CATABOLIC PROCESS		10	0.4662609	1.0951762	0.3511111	1.0	1.0	976	tags=50%, list=24%, signal=65%	
PHOSPHATE ION TRANSMEMBRANE TRANSPORT	PHOSPHATE ION TRANSMEMBRANE TRANSPORT		8	0.59542143	1.0941955	0.3744681	1.0	1.0	1628	tags=88%, list=39%, signal=144%	
CELLULAR RESPONSE TO ACIDIC PH	CELLULAR RESPONSE TO ACIDIC PH		9	0.5684461	1.0902963	0.38964579	1.0	1.0	360	tags=33%, list=9%, signal=36%	
VIRAL GENOME INTEGRATION INTO HOST DNA	VIRAL GENOME INTEGRATION INTO HOST DNA		7	0.4961805	1.0894593	0.40862423	1.0	1.0	1000	tags=57%, list=24%, signal=75%	
ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY	ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY		7	0.4961805	1.0894593	0.40862423	1.0	1.0	1000	tags=57%, list=24%, signal=75%	
NUCLEIC ACID BINDING	NUCLEIC ACID BINDING		73	0.35906982	1.084656	0.42045453	1.0	1.0	735	tags=33%, list=18%, signal=39%	
DNA METABOLIC PROCESS	DNA METABOLIC PROCESS		17	0.44819817	1.0772558	0.42237443	1.0	1.0	66	tags=18%, list=2%, signal=18%	
FRUCTOSE TRANSMEMBRANE TRANSPORT	FRUCTOSE TRANSMEMBRANE TRANSPORT		6	0.47350073	1.0739033	0.24015749	1.0	1.0	244	tags=17%, list=6%, signal=18%	
NUCLEASE ACTIVITY	NUCLEASE ACTIVITY		63	0.26733166	1.0705941	0.32635984	1.0	1.0	1006	tags=32%, list=24%, signal=41%	
INTRAMOLECULAR TRANSFERASE ACTIVITY	INTRAMOLECULAR TRANSFERASE ACTIVITY		6	0.458912	1.0691038	0.40661478	1.0	1.0	335	tags=33%, list=8%, signal=36%	
INORGANIC PHOSPHATE TRANSMEMBRANE TRANSPORTER ACTIVITY	INORGANIC PHOSPHATE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.5902862	1.068005	0.49028078	1.0	1.0	1628	tags=83%, list=39%, signal=137%	
SEPTUM DIGESTION AFTER CYTOKINESIS	SEPTUM DIGESTION AFTER CYTOKINESIS		6	0.40131605	1.0601507	0.3882784	1.0	1.0	128	tags=17%, list=3%, signal=17%	
2 IRON, 2 SULFUR CLUSTER BINDING	2 IRON, 2 SULFUR CLUSTER BINDING		33	0.31838673	1.0553672	0.30805686	1.0	1.0	666	tags=30%, list=16%, signal=36%	
AROMATIC COMPOUND CATABOLIC PROCESS	AROMATIC COMPOUND CATABOLIC PROCESS		13	0.46281955	1.0516907	0.45992365	1.0	1.0	837	tags=46%, list=20%, signal=58%	
TRANSMEMBRANE TRANSPORT	TRANSMEMBRANE TRANSPORT		340	0.25647274	1.0324692	0.3617571	1.0	1.0	833	tags=26%, list=20%, signal=30%	
CYSTEINE-TYPE PEPTIDASE ACTIVITY	CYSTEINE-TYPE PEPTIDASE ACTIVITY		6	0.3930188	1.0305728	0.41952056	1.0	1.0	493	tags=33%, list=12%, signal=38%	
DNA POLYMERASE III, CORE COMPLEX	DNA POLYMERASE III, CORE COMPLEX		5	0.44332778	1.0289571	0.37413394	1.0	1.0	1442	tags=60%, list=35%, signal=92%	
LIPID A BIOSYNTHETIC PROCESS	LIPID A BIOSYNTHETIC PROCESS		24	0.355599	1.0277804	0.401766	1.0	1.0	1207	tags=50%, list=29%, signal=70%	
DNA CATABOLIC PROCESS	DNA CATABOLIC PROCESS		10	0.45883113	1.0274612	0.51054853	1.0	1.0	1462	tags=80%, list=35%, signal=123%	
COLANIC ACID BIOSYNTHETIC PROCESS	COLANIC ACID BIOSYNTHETIC PROCESS		11	0.36178476	1.0263717	0.3426295	1.0	1.0	723	tags=45%, list=17%, signal=55%	
REGULATION OF SINGLE-SPECIES BIOFILM FORMATION	REGULATION OF SINGLE-SPECIES BIOFILM FORMATION		5	0.54477555	1.0221612	0.48351648	1.0	1.0	405	tags=40%, list=10%, signal=44%	
METHYL ACCEPTING CHEMOTAXIS PROTEIN COMPLEX	METHYL ACCEPTING CHEMOTAXIS PROTEIN COMPLEX		7	0.5440464	1.0214883	0.45333335	1.0	1.0	1374	tags=57%, list=33%, signal=85%	
3'-5'-EXORIBONUCLEASE ACTIVITY	3'-5'-EXORIBONUCLEASE ACTIVITY		6	0.4727871	1.0157579	0.46623093	1.0	1.0	921	tags=50%, list=22%, signal=64%	
TETRAHYDROFOLATE INTERCONVERSION	TETRAHYDROFOLATE INTERCONVERSION		6	0.4043998	1.0057672	0.45041323	1.0	1.0	439	tags=33%, list=11%, signal=37%	
CARNITINE METABOLIC PROCESS	CARNITINE METABOLIC PROCESS		12	0.4900163	1.0041207	0.5144033	1.0	1.0	469	tags=42%, list=11%, signal=47%	
DNA-DIRECTED 5'-3' RNA POLYMERASE ACTIVITY	DNA-DIRECTED 5'-3' RNA POLYMERASE ACTIVITY		7	0.44612357	1.0013894	0.4556701	1.0	1.0	1473	tags=71%, list=35%, signal=111%	
CARBOXYL- OR CARBAMOYLTRANSFERASE ACTIVITY	CARBOXYL- OR CARBAMOYLTRANSFERASE ACTIVITY		8	0.32802042	0.99754196	0.5401662	1.0	1.0	919	tags=38%, list=22%, signal=48%	
VIRAL ENTRY INTO HOST CELL	VIRAL ENTRY INTO HOST CELL		11	0.33510903	0.99357134	0.48594376	1.0	1.0	1028	tags=45%, list=25%, signal=60%	
