NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY	SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY	Details ...	10	0.76383215	1.6235002	0.0	0.33005902	0.9	669	tags=70%, list=16%, signal=83%	
CELLULAR RESPONSE TO ANTIBIOTIC	CELLULAR RESPONSE TO ANTIBIOTIC	Details ...	7	0.76254666	1.6171612	0.041984733	0.32843405	0.913	252	tags=43%, list=6%, signal=46%	
PENICILLIN BINDING	PENICILLIN BINDING	Details ...	11	0.77020586	1.615361	0.009398496	0.3126878	0.917	669	tags=73%, list=16%, signal=86%	
REGULATION OF CELL SHAPE	REGULATION OF CELL SHAPE	Details ...	46	0.6025751	1.6106647	0.046783626	0.30817047	0.924	797	tags=59%, list=19%, signal=72%	
PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS	PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS	Details ...	9	0.72476697	1.6053244	0.015748031	0.30850586	0.93	410	tags=67%, list=10%, signal=74%	
BAM PROTEIN COMPLEX	BAM PROTEIN COMPLEX	Details ...	5	0.7601296	1.6042545	0.007782101	0.2950455	0.934	561	tags=60%, list=14%, signal=69%	
PEPTIDOGLYCAN CATABOLIC PROCESS	PEPTIDOGLYCAN CATABOLIC PROCESS	Details ...	15	0.6042913	1.5839337	0.030828517	0.34511825	0.96	724	tags=40%, list=17%, signal=48%	
PROTEIN IMPORT	PROTEIN IMPORT	Details ...	5	0.82867223	1.5707643	0.038240917	0.37471423	0.973	464	tags=60%, list=11%, signal=67%	
PEPTIDOGLYCAN BIOSYNTHETIC PROCESS	PEPTIDOGLYCAN BIOSYNTHETIC PROCESS		44	0.5623147	1.5628875	0.07421875	0.38523585	0.977	797	tags=52%, list=19%, signal=64%	
REGULATION OF GENE EXPRESSION	REGULATION OF GENE EXPRESSION		21	0.5833322	1.5511119	0.025225226	0.41563943	0.986	746	tags=52%, list=18%, signal=64%	
TOXIC SUBSTANCE BINDING	TOXIC SUBSTANCE BINDING		5	0.65511554	1.5379357	0.036231883	0.45139882	0.992	1375	tags=80%, list=33%, signal=119%	
FTSZ-DEPENDENT CYTOKINESIS	FTSZ-DEPENDENT CYTOKINESIS		27	0.5780833	1.5358659	0.032846715	0.4414362	0.992	730	tags=44%, list=18%, signal=54%	
RESPONSE TO OSMOTIC STRESS	RESPONSE TO OSMOTIC STRESS		18	0.6814389	1.5345823	0.022403259	0.42882997	0.992	427	tags=56%, list=10%, signal=62%	
RESPONSE TO IRON(III) ION	RESPONSE TO IRON(III) ION		6	0.77043647	1.5333585	0.019438446	0.41678354	0.992	957	tags=100%, list=23%, signal=130%	
LYTIC ENDOTRANSGLYCOSYLASE ACTIVITY	LYTIC ENDOTRANSGLYCOSYLASE ACTIVITY		6	0.77637285	1.5220035	0.029850746	0.44531354	0.994	512	tags=50%, list=12%, signal=57%	
COLANIC ACID BIOSYNTHETIC PROCESS	COLANIC ACID BIOSYNTHETIC PROCESS		11	0.84565043	1.5102614	0.03137255	0.47836646	0.997	370	tags=82%, list=9%, signal=90%	
RESPONSE TO TEMPERATURE STIMULUS	RESPONSE TO TEMPERATURE STIMULUS		6	0.80156994	1.4753062	0.036659878	0.62972367	0.999	427	tags=50%, list=10%, signal=56%	
CELLULAR METABOLIC PROCESS	CELLULAR METABOLIC PROCESS		7	0.5552731	1.4737954	0.04918033	0.61662877	1.0	1174	tags=57%, list=28%, signal=80%	
CYSTEINE EXPORT ACROSS PLASMA MEMBRANE	CYSTEINE EXPORT ACROSS PLASMA MEMBRANE		5	0.7413005	1.4673722	0.047058824	0.6319976	1.0	840	tags=60%, list=20%, signal=75%	
SIGMA FACTOR ACTIVITY	SIGMA FACTOR ACTIVITY		7	0.6467694	1.4646215	0.030927835	0.6259315	1.0	427	tags=57%, list=10%, signal=64%	
PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	PHOSPHOPROTEIN PHOSPHATASE ACTIVITY		15	0.4895264	1.4628447	0.07070707	0.6150502	1.0	944	tags=40%, list=23%, signal=52%	
GLUCAN BIOSYNTHETIC PROCESS	GLUCAN BIOSYNTHETIC PROCESS		5	0.897541	1.4594955	0.033962265	0.6135171	1.0	429	tags=100%, list=10%, signal=111%	
PROTEIN INSERTION INTO MEMBRANE	PROTEIN INSERTION INTO MEMBRANE		7	0.6930794	1.4582624	0.03787879	0.602137	1.0	561	tags=43%, list=14%, signal=49%	
PEPTIDOGLYCAN L,D-TRANSPEPTIDASE ACTIVITY	PEPTIDOGLYCAN L,D-TRANSPEPTIDASE ACTIVITY		6	0.7647536	1.4578209	0.034412954	0.58764136	1.0	458	tags=50%, list=11%, signal=56%	
'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE	'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE		5	0.6841851	1.4575769	0.04821803	0.5729345	1.0	1314	tags=100%, list=32%, signal=146%	
CHAPERONE-MEDIATED PROTEIN FOLDING	CHAPERONE-MEDIATED PROTEIN FOLDING		26	0.4674696	1.4537587	0.06725664	0.5752949	1.0	508	tags=27%, list=12%, signal=30%	
ANTIOXIDANT ACTIVITY	ANTIOXIDANT ACTIVITY		6	0.79945207	1.4530438	0.04761905	0.56449354	1.0	447	tags=50%, list=11%, signal=56%	
SERINE-TYPE PEPTIDASE ACTIVITY	SERINE-TYPE PEPTIDASE ACTIVITY		18	0.466097	1.4348583	0.08510638	0.63638747	1.0	1137	tags=39%, list=27%, signal=53%	
CELLULAR RESPONSE TO OXIDATIVE STRESS	CELLULAR RESPONSE TO OXIDATIVE STRESS		12	0.63287216	1.4227782	0.06903765	0.68291926	1.0	447	tags=42%, list=11%, signal=47%	
PEPTIDOGLYCAN-PROTEIN CROSS-LINKING	PEPTIDOGLYCAN-PROTEIN CROSS-LINKING		5	0.8112617	1.4166813	0.035714287	0.6976482	1.0	458	tags=60%, list=11%, signal=67%	
METALLOENDOPEPTIDASE ACTIVITY	METALLOENDOPEPTIDASE ACTIVITY		18	0.54296833	1.4160931	0.12403101	0.6844378	1.0	686	tags=39%, list=17%, signal=46%	
PHOSPHOLIPID BIOSYNTHETIC PROCESS	PHOSPHOLIPID BIOSYNTHETIC PROCESS		18	0.5101572	1.4091102	0.085454546	0.70399195	1.0	499	tags=33%, list=12%, signal=38%	
PROTEIN PHOSPHORYLATION	PROTEIN PHOSPHORYLATION		11	0.45815736	1.4072917	0.07485604	0.6970382	1.0	445	tags=18%, list=11%, signal=20%	
SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS	SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS		8	0.7565162	1.405474	0.13147411	0.6914395	1.0	970	tags=88%, list=23%, signal=114%	
CELLULAR RESPONSE TO HEAT	CELLULAR RESPONSE TO HEAT		7	0.7188007	1.4013591	0.0994575	0.69762075	1.0	597	tags=57%, list=14%, signal=67%	
SOLUTE:PROTON ANTIPORTER ACTIVITY	SOLUTE:PROTON ANTIPORTER ACTIVITY		9	0.6506781	1.3938378	0.12734865	0.72041553	1.0	757	tags=56%, list=18%, signal=68%	
PEPTIDOGLYCAN METABOLIC PROCESS	PEPTIDOGLYCAN METABOLIC PROCESS		18	0.61037636	1.3928508	0.12966602	0.710622	1.0	733	tags=56%, list=18%, signal=67%	
LIPID METABOLIC PROCESS	LIPID METABOLIC PROCESS		74	0.35944545	1.3928376	0.086021505	0.696528	1.0	600	tags=27%, list=14%, signal=31%	
LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE	LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE		12	0.53544104	1.3919845	0.11801242	0.6864338	1.0	586	tags=25%, list=14%, signal=29%	
EXTRACELLULAR POLYSACCHARIDE BIOSYNTHETIC PROCESS	EXTRACELLULAR POLYSACCHARIDE BIOSYNTHETIC PROCESS		12	0.7837778	1.3875285	0.06571936	0.6949672	1.0	203	tags=42%, list=5%, signal=44%	
LYTIC TRANSGLYCOSYLASE ACTIVITY	LYTIC TRANSGLYCOSYLASE ACTIVITY		7	0.68322885	1.376217	0.10128913	0.73727214	1.0	225	tags=29%, list=5%, signal=30%	
GRAM-NEGATIVE-BACTERIUM-TYPE CELL OUTER MEMBRANE ASSEMBLY	GRAM-NEGATIVE-BACTERIUM-TYPE CELL OUTER MEMBRANE ASSEMBLY		13	0.5062483	1.374465	0.1534091	0.7323376	1.0	561	tags=31%, list=14%, signal=35%	
CATION TRANSMEMBRANE TRANSPORTER ACTIVITY	CATION TRANSMEMBRANE TRANSPORTER ACTIVITY		14	0.5095487	1.3743817	0.13584906	0.7192302	1.0	1064	tags=50%, list=26%, signal=67%	
PLASMA MEMBRANE PROTEIN COMPLEX	PLASMA MEMBRANE PROTEIN COMPLEX		6	0.80466	1.3743285	0.08383234	0.7067059	1.0	387	tags=50%, list=9%, signal=55%	
RESPONSE TO COLD	RESPONSE TO COLD		13	0.63933504	1.3718842	0.1466431	0.70632935	1.0	648	tags=54%, list=16%, signal=64%	
LIPOPROTEIN LOCALIZATION TO OUTER MEMBRANE	LIPOPROTEIN LOCALIZATION TO OUTER MEMBRANE		5	0.9076664	1.3714217	0.049079753	0.69654405	1.0	387	tags=100%, list=9%, signal=110%	
SERINE-TYPE ENDOPEPTIDASE ACTIVITY	SERINE-TYPE ENDOPEPTIDASE ACTIVITY		14	0.51857185	1.367258	0.123844735	0.70330715	1.0	1137	tags=43%, list=27%, signal=59%	
N-ACETYLMURAMOYL-L-ALANINE AMIDASE ACTIVITY	N-ACETYLMURAMOYL-L-ALANINE AMIDASE ACTIVITY		5	0.68211704	1.3657125	0.1002004	0.6987408	1.0	971	tags=40%, list=23%, signal=52%	
MECHANOSENSITIVE ION CHANNEL ACTIVITY	MECHANOSENSITIVE ION CHANNEL ACTIVITY		7	0.6640307	1.364412	0.1692607	0.6931057	1.0	302	tags=57%, list=7%, signal=62%	
PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM	PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM		65	0.33559275	1.3621298	0.14180478	0.69210935	1.0	957	tags=37%, list=23%, signal=47%	
POTASSIUM:PROTON ANTIPORTER ACTIVITY	POTASSIUM:PROTON ANTIPORTER ACTIVITY		5	0.7126413	1.361787	0.14173229	0.6825989	1.0	76	tags=40%, list=2%, signal=41%	
RIBOFLAVIN BIOSYNTHETIC PROCESS	RIBOFLAVIN BIOSYNTHETIC PROCESS		9	0.44310245	1.3612595	0.12355212	0.67416525	1.0	357	tags=22%, list=9%, signal=24%	
LYSINE BIOSYNTHETIC PROCESS	LYSINE BIOSYNTHETIC PROCESS		9	0.631659	1.3577772	0.1125	0.679365	1.0	586	tags=33%, list=14%, signal=39%	
TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS		59	0.42448112	1.3521057	0.108256884	0.6931143	1.0	564	tags=32%, list=14%, signal=37%	
PEPTIDE TRANSPORT	PEPTIDE TRANSPORT		37	0.3905453	1.3497659	0.06111111	0.693317	1.0	878	tags=43%, list=21%, signal=54%	
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION		10	0.53903186	1.3426434	0.16269842	0.71512914	1.0	436	tags=30%, list=10%, signal=33%	
PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY		10	0.53903186	1.3426434	0.16269842	0.70476496	1.0	436	tags=30%, list=10%, signal=33%	
CELLULAR RESPONSE TO OSMOTIC STRESS	CELLULAR RESPONSE TO OSMOTIC STRESS		5	0.75817233	1.3401891	0.13709678	0.7058532	1.0	302	tags=80%, list=7%, signal=86%	
DNA-TEMPLATED TRANSCRIPTION, INITIATION	DNA-TEMPLATED TRANSCRIPTION, INITIATION		10	0.5298995	1.3351252	0.11704312	0.71822745	1.0	725	tags=50%, list=17%, signal=60%	
PROTEIN DOMAIN SPECIFIC BINDING	PROTEIN DOMAIN SPECIFIC BINDING		11	0.5576307	1.3300445	0.15009381	0.7304142	1.0	464	tags=27%, list=11%, signal=31%	
RESPONSE TO DRUG	RESPONSE TO DRUG		23	0.47267902	1.3268893	0.17142858	0.7347633	1.0	472	tags=26%, list=11%, signal=29%	
CELL SEPTUM ASSEMBLY	CELL SEPTUM ASSEMBLY		11	0.5617256	1.3261752	0.15961538	0.7283189	1.0	1456	tags=73%, list=35%, signal=112%	
SULFURIC ESTER HYDROLASE ACTIVITY	SULFURIC ESTER HYDROLASE ACTIVITY		10	0.56202006	1.3219357	0.11313868	0.7365034	1.0	429	tags=30%, list=10%, signal=33%	
COBALT ION BINDING	COBALT ION BINDING		9	0.5999545	1.319861	0.11546392	0.7353748	1.0	124	tags=22%, list=3%, signal=23%	
MEMBRANE	MEMBRANE		1139	0.28970638	1.3082917	0.088926174	0.77494746	1.0	581	tags=20%, list=14%, signal=17%	
POTASSIUM ION TRANSPORT	POTASSIUM ION TRANSPORT		21	0.49254903	1.3045318	0.197318	0.7812179	1.0	1064	tags=52%, list=26%, signal=70%	
METHYLGLYOXAL CATABOLIC PROCESS	METHYLGLYOXAL CATABOLIC PROCESS		5	0.72221226	1.3039674	0.1625	0.77394253	1.0	562	tags=40%, list=14%, signal=46%	
DNA CATABOLIC PROCESS	DNA CATABOLIC PROCESS		10	0.53866315	1.2922022	0.18582375	0.8156503	1.0	1178	tags=50%, list=28%, signal=70%	
MICROCIN TRANSPORT	MICROCIN TRANSPORT		7	0.6176475	1.2916435	0.21428572	0.80795527	1.0	888	tags=57%, list=21%, signal=73%	
INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE		11	0.53529	1.2892089	0.18264015	0.80899155	1.0	536	tags=36%, list=13%, signal=42%	
NEGATIVE REGULATION OF CATALYTIC ACTIVITY	NEGATIVE REGULATION OF CATALYTIC ACTIVITY		16	0.47230175	1.2886772	0.17570093	0.8014478	1.0	202	tags=25%, list=5%, signal=26%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION	REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION		11	0.52501285	1.2810442	0.12076271	0.82540756	1.0	427	tags=36%, list=10%, signal=40%	
CARBOXY-LYASE ACTIVITY	CARBOXY-LYASE ACTIVITY		23	0.42602867	1.2798369	0.20708956	0.8209627	1.0	754	tags=26%, list=18%, signal=32%	
ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX, SUBSTRATE-BINDING SUBUNIT-CONTAINING	ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX, SUBSTRATE-BINDING SUBUNIT-CONTAINING		32	0.43577158	1.2788225	0.16878402	0.8157199	1.0	1009	tags=47%, list=24%, signal=61%	
PROTEIN DISULFIDE ISOMERASE ACTIVITY	PROTEIN DISULFIDE ISOMERASE ACTIVITY		5	0.62167513	1.2779801	0.2027027	0.80993706	1.0	508	tags=40%, list=12%, signal=46%	
POLYSACCHARIDE BIOSYNTHETIC PROCESS	POLYSACCHARIDE BIOSYNTHETIC PROCESS		9	0.7329985	1.2744653	0.19962335	0.8152585	1.0	370	tags=56%, list=9%, signal=61%	
CELL DIVISION	CELL DIVISION		73	0.4212369	1.273714	0.2716763	0.80952114	1.0	1048	tags=45%, list=25%, signal=59%	
PLASMA MEMBRANE	PLASMA MEMBRANE		1056	0.27780548	1.2613208	0.11352254	0.85116386	1.0	642	tags=21%, list=15%, signal=19%	
SINGLE-SPECIES BIOFILM FORMATION ON INANIMATE SUBSTRATE	SINGLE-SPECIES BIOFILM FORMATION ON INANIMATE SUBSTRATE		8	0.5738547	1.2600927	0.2593985	0.8470311	1.0	1005	tags=63%, list=24%, signal=82%	
MISMATCH REPAIR	MISMATCH REPAIR		10	0.5652082	1.2595536	0.18604651	0.8401581	1.0	611	tags=30%, list=15%, signal=35%	
PEPTIDOGLYCAN GLYCOSYLTRANSFERASE ACTIVITY	PEPTIDOGLYCAN GLYCOSYLTRANSFERASE ACTIVITY		7	0.685231	1.2587036	0.22718446	0.8347031	1.0	652	tags=71%, list=16%, signal=85%	
GALACTOSE CATABOLIC PROCESS VIA UDP-GALACTOSE	GALACTOSE CATABOLIC PROCESS VIA UDP-GALACTOSE		7	0.7153684	1.2582214	0.23770492	0.8279456	1.0	1057	tags=71%, list=25%, signal=96%	
DNA N-GLYCOSYLASE ACTIVITY	DNA N-GLYCOSYLASE ACTIVITY		5	0.62489974	1.2510638	0.23908919	0.84739506	1.0	866	tags=40%, list=21%, signal=50%	
TERPENOID BIOSYNTHETIC PROCESS	TERPENOID BIOSYNTHETIC PROCESS		7	0.69530046	1.2490383	0.19186047	0.8467516	1.0	976	tags=71%, list=24%, signal=93%	
ISOPENTENYL DIPHOSPHATE BIOSYNTHETIC PROCESS, METHYLERYTHRITOL 4-PHOSPHATE PATHWAY	ISOPENTENYL DIPHOSPHATE BIOSYNTHETIC PROCESS, METHYLERYTHRITOL 4-PHOSPHATE PATHWAY		7	0.69530046	1.2490383	0.19186047	0.8380221	1.0	976	tags=71%, list=24%, signal=93%	
SEPTUM DIGESTION AFTER CYTOKINESIS	SEPTUM DIGESTION AFTER CYTOKINESIS		6	0.6268231	1.2433354	0.24901961	0.8531347	1.0	144	tags=33%, list=3%, signal=34%	
ENDOPEPTIDASE ACTIVITY	ENDOPEPTIDASE ACTIVITY		20	0.5017246	1.243287	0.2413793	0.8447127	1.0	733	tags=45%, list=18%, signal=54%	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS		5	0.53911006	1.241896	0.1983471	0.84173137	1.0	565	tags=60%, list=14%, signal=69%	
OUTER MEMBRANE-BOUNDED PERIPLASMIC SPACE	OUTER MEMBRANE-BOUNDED PERIPLASMIC SPACE		173	0.3256277	1.2387546	0.19109462	0.8456969	1.0	508	tags=23%, list=12%, signal=25%	
HYDROLASE ACTIVITY	HYDROLASE ACTIVITY		456	0.21819383	1.2364631	0.0784983	0.84620106	1.0	875	tags=21%, list=21%, signal=24%	
COLANIC ACID METABOLIC PROCESS	COLANIC ACID METABOLIC PROCESS		7	0.7674868	1.229205	0.3243243	0.86556023	1.0	970	tags=100%, list=23%, signal=130%	
PROGRAMMED CELL DEATH	PROGRAMMED CELL DEATH		9	0.6901434	1.2280879	0.23014587	0.86144954	1.0	999	tags=67%, list=24%, signal=88%	
SULFATE ASSIMILATION	SULFATE ASSIMILATION		7	0.70549405	1.2276119	0.27234927	0.85503006	1.0	197	tags=14%, list=5%, signal=15%	
ARGININE METABOLIC PROCESS	ARGININE METABOLIC PROCESS		11	0.5998103	1.2269645	0.30335096	0.8493686	1.0	837	tags=55%, list=20%, signal=68%	
GLYCINE BETAINE TRANSPORT	GLYCINE BETAINE TRANSPORT		11	0.610252	1.2261575	0.26873857	0.84462106	1.0	400	tags=55%, list=10%, signal=60%	
ALLANTOIN ASSIMILATION PATHWAY	ALLANTOIN ASSIMILATION PATHWAY		5	0.5871298	1.2216456	0.22287968	0.8540199	1.0	124	tags=20%, list=3%, signal=21%	
POST-TRANSLATIONAL PROTEIN MODIFICATION	POST-TRANSLATIONAL PROTEIN MODIFICATION		5	0.734503	1.2208302	0.27058825	0.84932053	1.0	627	tags=60%, list=15%, signal=71%	
CARBON UTILIZATION	CARBON UTILIZATION		10	0.4249953	1.2157654	0.21276596	0.8599994	1.0	584	tags=30%, list=14%, signal=35%	
PHOSPHATASE ACTIVITY	PHOSPHATASE ACTIVITY		27	0.39450547	1.2146661	0.26434427	0.8563873	1.0	1043	tags=37%, list=25%, signal=49%	
TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS		65	0.28802773	1.2131834	0.14417745	0.8543263	1.0	882	tags=29%, list=21%, signal=37%	
CELLULAR HYPEROSMOTIC RESPONSE	CELLULAR HYPEROSMOTIC RESPONSE		5	0.72522265	1.2057688	0.34808853	0.8737777	1.0	1086	tags=80%, list=26%, signal=108%	
RESPONSE TO HEAT	RESPONSE TO HEAT		52	0.42766178	1.2046356	0.292196	0.8699627	1.0	298	tags=15%, list=7%, signal=16%	
NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY		6	0.62283695	1.2008597	0.26041666	0.8759488	1.0	776	tags=67%, list=19%, signal=82%	
CELL OUTER MEMBRANE	CELL OUTER MEMBRANE		111	0.26951468	1.1992819	0.185	0.87401175	1.0	561	tags=21%, list=14%, signal=23%	
OUTER MEMBRANE	OUTER MEMBRANE		28	0.32332358	1.1980394	0.20100503	0.87069464	1.0	561	tags=18%, list=14%, signal=21%	
CELL DIVISION SITE	CELL DIVISION SITE		32	0.46308276	1.1975509	0.3275194	0.865094	1.0	730	tags=41%, list=18%, signal=49%	
CELLULOSE BIOSYNTHETIC PROCESS	CELLULOSE BIOSYNTHETIC PROCESS		7	0.6101667	1.1967595	0.31196582	0.86040896	1.0	1438	tags=71%, list=35%, signal=109%	
NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		5	0.60286963	1.1943518	0.27145708	0.8617433	1.0	8	tags=20%, list=0%, signal=20%	
PROTEIN TYROSINE KINASE ACTIVITY	PROTEIN TYROSINE KINASE ACTIVITY		5	0.63395673	1.1917793	0.2792793	0.86325645	1.0	454	tags=40%, list=11%, signal=45%	
BACTERIAL-TYPE RNA POLYMERASE CORE ENZYME BINDING	BACTERIAL-TYPE RNA POLYMERASE CORE ENZYME BINDING		5	0.51341176	1.1910882	0.23571429	0.85855645	1.0	328	tags=40%, list=8%, signal=43%	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, TERMINATION	NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, TERMINATION		9	0.6357818	1.190481	0.31040892	0.85363847	1.0	972	tags=89%, list=23%, signal=116%	
METALLOPEPTIDASE ACTIVITY	METALLOPEPTIDASE ACTIVITY		34	0.36010757	1.1875272	0.25889328	0.85646135	1.0	686	tags=24%, list=17%, signal=28%	
DIVISION SEPTUM ASSEMBLY	DIVISION SEPTUM ASSEMBLY		14	0.4230237	1.1866238	0.2854369	0.85261834	1.0	995	tags=43%, list=24%, signal=56%	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION	NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION		9	0.5308752	1.1836739	0.32906765	0.8560916	1.0	338	tags=33%, list=8%, signal=36%	
BIOFILM FORMATION	BIOFILM FORMATION		16	0.3714347	1.1824536	0.24193548	0.8537816	1.0	423	tags=25%, list=10%, signal=28%	
TRANSCRIPTION ANTITERMINATION FACTOR ACTIVITY, RNA BINDING	TRANSCRIPTION ANTITERMINATION FACTOR ACTIVITY, RNA BINDING		11	0.58632755	1.1783671	0.3321033	0.8607532	1.0	972	tags=73%, list=23%, signal=95%	
INTEGRAL COMPONENT OF MEMBRANE	INTEGRAL COMPONENT OF MEMBRANE		883	0.26739532	1.1759696	0.20989761	0.86202514	1.0	662	tags=22%, list=16%, signal=20%	
QUEUOSINE BIOSYNTHETIC PROCESS	QUEUOSINE BIOSYNTHETIC PROCESS		8	0.5172645	1.1695737	0.32115385	0.8768782	1.0	956	tags=38%, list=23%, signal=49%	
PERIPLASMIC SIDE OF CELL OUTER MEMBRANE	PERIPLASMIC SIDE OF CELL OUTER MEMBRANE		5	0.5580581	1.1684759	0.28143713	0.8737867	1.0	40	tags=20%, list=1%, signal=20%	
BIOSYNTHETIC PROCESS	BIOSYNTHETIC PROCESS		46	0.29143938	1.1630132	0.26612905	0.88488024	1.0	891	tags=28%, list=21%, signal=36%	
L-ASCORBIC ACID CATABOLIC PROCESS	L-ASCORBIC ACID CATABOLIC PROCESS		5	0.614802	1.1614602	0.32224533	0.8830213	1.0	653	tags=40%, list=16%, signal=47%	
HYPEROSMOTIC RESPONSE	HYPEROSMOTIC RESPONSE		8	0.59146994	1.1598673	0.3138686	0.88150495	1.0	370	tags=50%, list=9%, signal=55%	
PROTEIN FOLDING	PROTEIN FOLDING		29	0.40718257	1.1567806	0.30280373	0.88465935	1.0	15	tags=10%, list=0%, signal=10%	
