NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ARCHAEAL OR BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	ARCHAEAL OR BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		12	-0.7591168	-1.4581143	0.11561866	0.5083766	0.999	279	tags=67%, list=7%, signal=71%	
CYTOLYSIS	CYTOLYSIS		7	-0.6442162	-1.4517529	0.10828026	0.5187126	0.999	649	tags=86%, list=16%, signal=101%	
L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT	L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT		6	-0.63784355	-1.4486908	0.084070794	0.51749426	1.0	3	tags=17%, list=0%, signal=17%	
NITRATE REDUCTASE COMPLEX	NITRATE REDUCTASE COMPLEX		6	-0.82469255	-1.4464778	0.06818182	0.512516	1.0	734	tags=100%, list=18%, signal=121%	
MOTOR ACTIVITY	MOTOR ACTIVITY		8	-0.93075997	-1.4449394	0.03557312	0.5058469	1.0	296	tags=100%, list=7%, signal=107%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT		8	-0.63581413	-1.4444989	0.11581292	0.49547273	1.0	392	tags=63%, list=9%, signal=69%	
COBALAMIN BIOSYNTHETIC PROCESS	COBALAMIN BIOSYNTHETIC PROCESS		8	-0.52276754	-1.4360629	0.06557377	0.5141964	1.0	498	tags=38%, list=12%, signal=43%	
ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX	ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX		100	-0.32423064	-1.4360538	0.06852792	0.5027698	1.0	861	tags=34%, list=21%, signal=42%	
FRUCTOSE IMPORT	FRUCTOSE IMPORT		5	-0.8734715	-1.4336938	0.10236221	0.49940413	1.0	434	tags=60%, list=10%, signal=67%	
PHOSPHORELAY SENSOR KINASE ACTIVITY	PHOSPHORELAY SENSOR KINASE ACTIVITY		26	-0.39884976	-1.433132	0.091451295	0.4908208	1.0	290	tags=27%, list=7%, signal=29%	
PROTEIN HISTIDINE KINASE ACTIVITY	PROTEIN HISTIDINE KINASE ACTIVITY		26	-0.39884976	-1.433132	0.091451295	0.48059538	1.0	290	tags=27%, list=7%, signal=29%	
PEPTIDYL-HISTIDINE PHOSPHORYLATION	PEPTIDYL-HISTIDINE PHOSPHORYLATION		26	-0.39884976	-1.433132	0.091451295	0.4707873	1.0	290	tags=27%, list=7%, signal=29%	
TYPE II PROTEIN SECRETION SYSTEM COMPLEX	TYPE II PROTEIN SECRETION SYSTEM COMPLEX		10	-0.61520565	-1.430012	0.13097712	0.4710396	1.0	204	tags=30%, list=5%, signal=31%	
BACTERIAL-TYPE FLAGELLUM HOOK	BACTERIAL-TYPE FLAGELLUM HOOK		10	-0.861543	-1.4267893	0.099403575	0.47214785	1.0	507	tags=90%, list=12%, signal=102%	
HYDROGENASE (ACCEPTOR) ACTIVITY	HYDROGENASE (ACCEPTOR) ACTIVITY		7	-0.75542784	-1.4231107	0.066523604	0.4753882	1.0	657	tags=86%, list=16%, signal=102%	
3 IRON, 4 SULFUR CLUSTER BINDING	3 IRON, 4 SULFUR CLUSTER BINDING		8	-0.6097566	-1.4183596	0.13174947	0.48125285	1.0	657	tags=50%, list=16%, signal=59%	
NADP BINDING	NADP BINDING		30	-0.40936077	-1.4172862	0.074074075	0.4759251	1.0	349	tags=23%, list=8%, signal=25%	
MEMBRANE	MEMBRANE		1139	-0.2500569	-1.4157265	0.015424165	0.4716684	1.0	702	tags=23%, list=17%, signal=20%	
PYRIMIDINE NUCLEOBASE CATABOLIC PROCESS	PYRIMIDINE NUCLEOBASE CATABOLIC PROCESS		8	-0.658648	-1.4098679	0.07526882	0.48112354	1.0	13	tags=25%, list=0%, signal=25%	
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION	SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION		28	-0.38715905	-1.403154	0.11155379	0.49383107	1.0	290	tags=25%, list=7%, signal=27%	
INTEGRAL COMPONENT OF MEMBRANE	INTEGRAL COMPONENT OF MEMBRANE		883	-0.24996063	-1.3970271	0.026634382	0.5043355	1.0	699	tags=22%, list=17%, signal=21%	
INTEGRAL COMPONENT OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF PLASMA MEMBRANE		500	-0.24818984	-1.3915176	0.044392522	0.5137786	1.0	696	tags=24%, list=17%, signal=25%	
PLASMA MEMBRANE	PLASMA MEMBRANE		1056	-0.24441482	-1.3864744	0.016908212	0.5213415	1.0	702	tags=22%, list=17%, signal=20%	
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION		26	-0.3819955	-1.3725258	0.106299214	0.55920774	1.0	290	tags=23%, list=7%, signal=25%	
D-GALACTURONATE CATABOLIC PROCESS	D-GALACTURONATE CATABOLIC PROCESS		6	-0.7279414	-1.3707613	0.14081633	0.5562336	1.0	897	tags=67%, list=22%, signal=85%	
CELL POLE	CELL POLE		9	-0.61758745	-1.3688635	0.09135803	0.5536269	1.0	348	tags=56%, list=8%, signal=61%	
PEPTIDOGLYCAN GLYCOSYLTRANSFERASE ACTIVITY	PEPTIDOGLYCAN GLYCOSYLTRANSFERASE ACTIVITY		7	-0.58633614	-1.3668001	0.1626506	0.5523214	1.0	751	tags=71%, list=18%, signal=87%	
GLYCEROL-3-PHOSPHATE METABOLIC PROCESS	GLYCEROL-3-PHOSPHATE METABOLIC PROCESS		6	-0.8119203	-1.3633423	0.14851485	0.5551482	1.0	605	tags=67%, list=15%, signal=78%	
PURINE NUCLEOBASE METABOLIC PROCESS	PURINE NUCLEOBASE METABOLIC PROCESS		10	-0.67705405	-1.359672	0.12987013	0.5584013	1.0	218	tags=40%, list=5%, signal=42%	
NADH DEHYDROGENASE COMPLEX	NADH DEHYDROGENASE COMPLEX		14	-0.77069604	-1.3571002	0.15503876	0.55827475	1.0	640	tags=71%, list=15%, signal=84%	
[NI-FE] HYDROGENASE COMPLEX	[NI-FE] HYDROGENASE COMPLEX		7	-0.8434636	-1.3512064	0.09896907	0.56918997	1.0	657	tags=100%, list=16%, signal=119%	
PHOSPHOTRANSFERASE ACTIVITY, ALCOHOL GROUP AS ACCEPTOR	PHOSPHOTRANSFERASE ACTIVITY, ALCOHOL GROUP AS ACCEPTOR		24	-0.41341576	-1.3469753	0.16557734	0.57533294	1.0	556	tags=29%, list=13%, signal=33%	
CELLULOSE BIOSYNTHETIC PROCESS	CELLULOSE BIOSYNTHETIC PROCESS		7	-0.73710984	-1.3453262	0.13025211	0.5729688	1.0	767	tags=71%, list=18%, signal=87%	
PURINE RIBONUCLEOSIDE SALVAGE	PURINE RIBONUCLEOSIDE SALVAGE		7	-0.53360564	-1.3415105	0.13931298	0.5775698	1.0	218	tags=29%, list=5%, signal=30%	
INTRINSIC COMPONENT OF PERIPLASMIC SIDE OF PLASMA MEMBRANE	INTRINSIC COMPONENT OF PERIPLASMIC SIDE OF PLASMA MEMBRANE		5	-0.8430569	-1.3351698	0.09255533	0.59033996	1.0	657	tags=100%, list=16%, signal=119%	
PEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	PEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		17	-0.3944152	-1.3253342	0.125	0.6155808	1.0	302	tags=18%, list=7%, signal=19%	
PROTEIN SECRETION BY THE TYPE II SECRETION SYSTEM	PROTEIN SECRETION BY THE TYPE II SECRETION SYSTEM		12	-0.5385888	-1.3243253	0.20338982	0.61058974	1.0	204	tags=25%, list=5%, signal=26%	
QUINONE BINDING	QUINONE BINDING		20	-0.514107	-1.3243227	0.23762377	0.6024606	1.0	640	tags=50%, list=15%, signal=59%	
CELL ADHESION INVOLVED IN SINGLE-SPECIES BIOFILM FORMATION	CELL ADHESION INVOLVED IN SINGLE-SPECIES BIOFILM FORMATION		25	-0.38630337	-1.3233715	0.17400882	0.59776354	1.0	1176	tags=64%, list=28%, signal=89%	
GLUTAMATE BIOSYNTHETIC PROCESS	GLUTAMATE BIOSYNTHETIC PROCESS		7	-0.56251	-1.3223562	0.14251782	0.5929347	1.0	6	tags=14%, list=0%, signal=14%	
CELL WALL MACROMOLECULE CATABOLIC PROCESS	CELL WALL MACROMOLECULE CATABOLIC PROCESS		6	-0.66002834	-1.3210468	0.15250966	0.58930075	1.0	222	tags=33%, list=5%, signal=35%	
PEPTIDOGLYCAN-ASSOCIATED PEPTIDE TRANSPORT	PEPTIDOGLYCAN-ASSOCIATED PEPTIDE TRANSPORT		5	-0.8437821	-1.3167903	0.06066536	0.5958737	1.0	31	tags=20%, list=1%, signal=20%	
CYTOCHROME COMPLEX ASSEMBLY	CYTOCHROME COMPLEX ASSEMBLY		12	-0.592913	-1.3154027	0.19733925	0.5928355	1.0	943	tags=75%, list=23%, signal=97%	
PROTEIN DIMERIZATION ACTIVITY	PROTEIN DIMERIZATION ACTIVITY		14	-0.4139677	-1.3145138	0.13432837	0.5883478	1.0	246	tags=21%, list=6%, signal=23%	
HEME TRANSPORTER ACTIVITY	HEME TRANSPORTER ACTIVITY		6	-0.6570059	-1.3142866	0.20496894	0.5819871	1.0	692	tags=67%, list=17%, signal=80%	
PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I	PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I		16	-0.6940811	-1.3124826	0.2300195	0.5805964	1.0	640	tags=69%, list=15%, signal=81%	
ELECTRON TRANSFER ACTIVITY	ELECTRON TRANSFER ACTIVITY		85	-0.33218786	-1.3118097	0.11375661	0.5756986	1.0	734	tags=40%, list=18%, signal=48%	
DIMETHYL SULFOXIDE REDUCTASE ACTIVITY	DIMETHYL SULFOXIDE REDUCTASE ACTIVITY		6	-0.8437425	-1.304965	0.12549801	0.59023	1.0	655	tags=100%, list=16%, signal=119%	
MICROCIN TRANSPORT	MICROCIN TRANSPORT		7	-0.5287541	-1.2963191	0.1986755	0.6112842	1.0	149	tags=29%, list=4%, signal=30%	
OLIGOPEPTIDE TRANSMEMBRANE TRANSPORT	OLIGOPEPTIDE TRANSMEMBRANE TRANSPORT		5	-0.70012474	-1.2927346	0.12890625	0.6157052	1.0	149	tags=40%, list=4%, signal=41%	
MALTOSE TRANSPORT	MALTOSE TRANSPORT		8	-0.70531076	-1.2871753	0.22814499	0.6271074	1.0	858	tags=75%, list=21%, signal=94%	
VIRAL GENOME INTEGRATION INTO HOST DNA	VIRAL GENOME INTEGRATION INTO HOST DNA		7	-0.61416596	-1.2819984	0.25208333	0.636821	1.0	672	tags=57%, list=16%, signal=68%	
ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY	ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY		7	-0.61416596	-1.2819984	0.25208333	0.6297452	1.0	672	tags=57%, list=16%, signal=68%	
PROTEIN TRANSPORT	PROTEIN TRANSPORT		69	-0.29539984	-1.281272	0.10766046	0.6247766	1.0	305	tags=14%, list=7%, signal=15%	
AMINO ACID TRANSMEMBRANE TRANSPORT	AMINO ACID TRANSMEMBRANE TRANSPORT		22	-0.37929365	-1.2771246	0.19493671	0.63150305	1.0	752	tags=36%, list=18%, signal=44%	
COENZYME BINDING	COENZYME BINDING		10	-0.4779213	-1.2759	0.17016807	0.62837356	1.0	624	tags=30%, list=15%, signal=35%	
VIRAL ENTRY INTO HOST CELL	VIRAL ENTRY INTO HOST CELL		11	-0.5045319	-1.2754861	0.22336066	0.62307185	1.0	1182	tags=73%, list=28%, signal=101%	
CELL DIVISION SITE	CELL DIVISION SITE		32	-0.36470303	-1.2748586	0.18355641	0.6184154	1.0	711	tags=22%, list=17%, signal=26%	
GLYCINE BETAINE TRANSPORT	GLYCINE BETAINE TRANSPORT		11	-0.56852823	-1.2720773	0.21656051	0.6206745	1.0	1110	tags=64%, list=27%, signal=87%	
SIGNAL TRANSDUCTION	SIGNAL TRANSDUCTION		33	-0.34274194	-1.2718962	0.20977597	0.61483485	1.0	347	tags=21%, list=8%, signal=23%	
THREONINE CATABOLIC PROCESS	THREONINE CATABOLIC PROCESS		10	-0.5410998	-1.2571349	0.24468085	0.6539291	1.0	804	tags=50%, list=19%, signal=62%	
CELLULAR RESPONSE TO CELL ENVELOPE STRESS	CELLULAR RESPONSE TO CELL ENVELOPE STRESS		7	-0.57608646	-1.2531163	0.2247619	0.65990007	1.0	5	tags=14%, list=0%, signal=14%	
GLYCEROL-3-PHOSPHATE DEHYDROGENASE COMPLEX	GLYCEROL-3-PHOSPHATE DEHYDROGENASE COMPLEX		5	-0.807283	-1.2424909	0.27888447	0.6876721	1.0	605	tags=80%, list=15%, signal=94%	
GLYCEROL-3-PHOSPHATE CATABOLIC PROCESS	GLYCEROL-3-PHOSPHATE CATABOLIC PROCESS		5	-0.807283	-1.2424909	0.27888447	0.6808634	1.0	605	tags=80%, list=15%, signal=94%	
CARBOHYDRATE DERIVATIVE BINDING	CARBOHYDRATE DERIVATIVE BINDING		11	-0.4067688	-1.2370328	0.20987654	0.69143844	1.0	370	tags=27%, list=9%, signal=30%	
NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY	NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY		17	-0.48889348	-1.2340912	0.27254903	0.6946067	1.0	473	tags=41%, list=11%, signal=46%	
INTRACELLULAR PH ELEVATION	INTRACELLULAR PH ELEVATION		5	-0.8213597	-1.2293925	0.22916667	0.7023048	1.0	747	tags=100%, list=18%, signal=122%	
PILUS	PILUS		30	-0.39272574	-1.229242	0.24025974	0.69609475	1.0	1176	tags=60%, list=28%, signal=83%	
PROTEIN SECRETION	PROTEIN SECRETION		18	-0.3591503	-1.2248167	0.20967741	0.70273596	1.0	410	tags=22%, list=10%, signal=25%	
NADH DEHYDROGENASE (QUINONE) ACTIVITY	NADH DEHYDROGENASE (QUINONE) ACTIVITY		6	-0.7534404	-1.2232517	0.27011493	0.70106983	1.0	379	tags=50%, list=9%, signal=55%	
TRANSCRIPTION FACTOR BINDING	TRANSCRIPTION FACTOR BINDING		17	-0.402893	-1.2172877	0.22782259	0.71269673	1.0	855	tags=41%, list=21%, signal=52%	
RACEMASE AND EPIMERASE ACTIVITY, ACTING ON CARBOHYDRATES AND DERIVATIVES	RACEMASE AND EPIMERASE ACTIVITY, ACTING ON CARBOHYDRATES AND DERIVATIVES		8	-0.57470804	-1.2125545	0.27698573	0.72172976	1.0	551	tags=50%, list=13%, signal=58%	
EXTRACELLULAR REGION	EXTRACELLULAR REGION		12	-0.4162663	-1.2115828	0.27216494	0.71823287	1.0	366	tags=33%, list=9%, signal=36%	
RESPIRATORY ELECTRON TRANSPORT CHAIN	RESPIRATORY ELECTRON TRANSPORT CHAIN		13	-0.45564604	-1.209736	0.2400881	0.71779853	1.0	642	tags=38%, list=15%, signal=45%	
SPERMIDINE TRANSMEMBRANE TRANSPORT	SPERMIDINE TRANSMEMBRANE TRANSPORT		5	-0.7057593	-1.2070345	0.28486055	0.7194915	1.0	990	tags=80%, list=24%, signal=105%	
CELLULAR RESPONSE TO OSMOTIC STRESS	CELLULAR RESPONSE TO OSMOTIC STRESS		5	-0.47398576	-1.202468	0.23148148	0.7271345	1.0	497	tags=40%, list=12%, signal=45%	
ENTEROBACTERIAL COMMON ANTIGEN BIOSYNTHETIC PROCESS	ENTEROBACTERIAL COMMON ANTIGEN BIOSYNTHETIC PROCESS		10	-0.6573112	-1.1900856	0.31346154	0.7580577	1.0	627	tags=40%, list=15%, signal=47%	
INTRINSIC COMPONENT OF PLASMA MEMBRANE	INTRINSIC COMPONENT OF PLASMA MEMBRANE		13	-0.36494878	-1.1797017	0.21169356	0.78426695	1.0	595	tags=23%, list=14%, signal=27%	
ELECTRON TRANSPORT COUPLED PROTON TRANSPORT	ELECTRON TRANSPORT COUPLED PROTON TRANSPORT		9	-0.48921928	-1.1709964	0.27408993	0.8048324	1.0	357	tags=33%, list=9%, signal=36%	
INTRINSIC COMPONENT OF CELL OUTER MEMBRANE	INTRINSIC COMPONENT OF CELL OUTER MEMBRANE		10	-0.37479612	-1.1624647	0.24349882	0.82441014	1.0	291	tags=20%, list=7%, signal=21%	
BIOSYNTHETIC PROCESS	BIOSYNTHETIC PROCESS		46	-0.30000502	-1.1592678	0.2993197	0.8270531	1.0	624	tags=26%, list=15%, signal=30%	
GLYCEROL CATABOLIC PROCESS	GLYCEROL CATABOLIC PROCESS		9	-0.69021857	-1.1557772	0.348	0.8308412	1.0	801	tags=67%, list=19%, signal=82%	
CELL WALL ORGANIZATION	CELL WALL ORGANIZATION		67	-0.31687254	-1.1504402	0.2701031	0.8404138	1.0	595	tags=27%, list=14%, signal=31%	
SIGNAL PEPTIDE PROCESSING	SIGNAL PEPTIDE PROCESSING		5	-0.40802112	-1.1475619	0.25877193	0.84199595	1.0	110	tags=20%, list=3%, signal=21%	
PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, CATALYTIC CORE F(1)	PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, CATALYTIC CORE F(1)		6	-0.7241023	-1.1446636	0.3816794	0.8442202	1.0	944	tags=50%, list=23%, signal=65%	
ASPARTIC-TYPE ENDOPEPTIDASE ACTIVITY	ASPARTIC-TYPE ENDOPEPTIDASE ACTIVITY		7	-0.48768684	-1.1420596	0.29449153	0.84485054	1.0	454	tags=43%, list=11%, signal=48%	
URACIL CATABOLIC PROCESS	URACIL CATABOLIC PROCESS		10	-0.42131612	-1.138415	0.2924107	0.84939903	1.0	4	tags=10%, list=0%, signal=10%	
CELL DEATH	CELL DEATH		5	-0.5923132	-1.1380731	0.33653846	0.8436887	1.0	561	tags=40%, list=14%, signal=46%	
CHEMOTAXIS	CHEMOTAXIS		24	-0.4487341	-1.1379509	0.32222223	0.8373104	1.0	347	tags=33%, list=8%, signal=36%	
NITROGEN COMPOUND METABOLIC PROCESS	NITROGEN COMPOUND METABOLIC PROCESS		19	-0.33310923	-1.1351979	0.31264368	0.8390748	1.0	474	tags=26%, list=11%, signal=30%	
PORE COMPLEX	PORE COMPLEX		16	-0.37922084	-1.1283077	0.3090909	0.85270756	1.0	858	tags=44%, list=21%, signal=55%	
CELL DIVISION	CELL DIVISION		73	-0.3001343	-1.116022	0.32741618	0.88147193	1.0	628	tags=25%, list=15%, signal=29%	
L-LEUCINE TRANSMEMBRANE TRANSPORTER ACTIVITY	L-LEUCINE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	-0.54150295	-1.1121714	0.36784142	0.88571876	1.0	3	tags=17%, list=0%, signal=17%	
ACETYLTRANSFERASE ACTIVITY	ACETYLTRANSFERASE ACTIVITY		10	-0.43494427	-1.1095015	0.3652174	0.88669	1.0	266	tags=20%, list=6%, signal=21%	
OXIDATION-REDUCTION PROCESS	OXIDATION-REDUCTION PROCESS		425	-0.24855803	-1.1087174	0.23300971	0.882184	1.0	700	tags=25%, list=17%, signal=27%	
PERIPLASMIC SPACE	PERIPLASMIC SPACE		176	-0.24079111	-1.1069255	0.2635659	0.88074553	1.0	543	tags=19%, list=13%, signal=21%	
CARBOHYDRATE PHOSPHORYLATION	CARBOHYDRATE PHOSPHORYLATION		24	-0.319145	-1.1067263	0.3249476	0.8748575	1.0	661	tags=33%, list=16%, signal=39%	
GLUCONATE TRANSMEMBRANE TRANSPORTER ACTIVITY	GLUCONATE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	-0.5081833	-1.103225	0.34988713	0.877997	1.0	1070	tags=57%, list=26%, signal=77%	
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN		68	-0.27323693	-1.0799992	0.34	0.93721133	1.0	700	tags=35%, list=17%, signal=42%	
GLYCOGEN METABOLIC PROCESS	GLYCOGEN METABOLIC PROCESS		5	-0.6531974	-1.0792114	0.45039684	0.9325377	1.0	948	tags=40%, list=23%, signal=52%	
KINASE ACTIVITY	KINASE ACTIVITY		154	-0.22289585	-1.0763162	0.34444445	0.9334825	1.0	673	tags=21%, list=16%, signal=24%	
MALTODEXTRIN TRANSPORT	MALTODEXTRIN TRANSPORT		5	-0.72516876	-1.072448	0.4008439	0.9370958	1.0	1146	tags=100%, list=28%, signal=138%	
