NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT		6	-0.5657163	-1.4129758	0.12448133	0.5918697	0.999	84	tags=17%, list=2%, signal=17%	
PEROXIDASE ACTIVITY	PEROXIDASE ACTIVITY		13	-0.7355921	-1.4126617	0.09638554	0.58557045	0.999	834	tags=77%, list=20%, signal=96%	
'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE	'DE NOVO' NAD BIOSYNTHETIC PROCESS FROM ASPARTATE		5	-0.6601806	-1.4112705	0.054	0.58322996	0.999	93	tags=40%, list=2%, signal=41%	
LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE	LYSINE BIOSYNTHETIC PROCESS VIA DIAMINOPIMELATE		12	-0.5241326	-1.4105829	0.071283095	0.57799655	0.999	644	tags=42%, list=16%, signal=49%	
NITRATE ASSIMILATION	NITRATE ASSIMILATION		20	-0.63934606	-1.4093567	0.057082452	0.57527596	0.999	762	tags=55%, list=18%, signal=67%	
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS	PYRIMIDINE NUCLEOBASE METABOLIC PROCESS		5	-0.76435727	-1.4085271	0.034623217	0.5711781	0.999	821	tags=80%, list=20%, signal=100%	
CELLULAR RESPONSE TO OXIDATIVE STRESS	CELLULAR RESPONSE TO OXIDATIVE STRESS		12	-0.67554325	-1.4071599	0.07129095	0.56911695	0.999	751	tags=67%, list=18%, signal=81%	
PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I	PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I		16	-0.73136866	-1.4058266	0.07660455	0.56678396	1.0	961	tags=81%, list=23%, signal=105%	
PROTEIN HOMOTETRAMERIZATION	PROTEIN HOMOTETRAMERIZATION		56	-0.44823697	-1.4052067	0.040816326	0.56218576	1.0	1247	tags=57%, list=30%, signal=81%	
SUGAR-PHOSPHATASE ACTIVITY	SUGAR-PHOSPHATASE ACTIVITY		6	-0.7422372	-1.4038413	0.06748466	0.5604273	1.0	987	tags=67%, list=24%, signal=87%	
BACTERIAL-TYPE FLAGELLUM ASSEMBLY	BACTERIAL-TYPE FLAGELLUM ASSEMBLY		17	-0.62234026	-1.4030708	0.08964144	0.5563982	1.0	1077	tags=76%, list=26%, signal=103%	
OXIDATION-REDUCTION PROCESS	OXIDATION-REDUCTION PROCESS		425	-0.3515651	-1.4015114	0.045652173	0.5548642	1.0	1051	tags=36%, list=25%, signal=43%	
PROTEIN STABILIZATION	PROTEIN STABILIZATION		7	-0.73095447	-1.400826	0.07466064	0.55083483	1.0	689	tags=57%, list=17%, signal=68%	
METAL ION BINDING	METAL ION BINDING		638	-0.33869332	-1.3977112	0.026200874	0.55427897	1.0	1076	tags=35%, list=26%, signal=40%	
CELLULAR RESPONSE TO DNA DAMAGE STIMULUS	CELLULAR RESPONSE TO DNA DAMAGE STIMULUS		234	-0.32181457	-1.3973407	0.061926607	0.54913014	1.0	1080	tags=39%, list=26%, signal=50%	
LYSINE BIOSYNTHETIC PROCESS	LYSINE BIOSYNTHETIC PROCESS		9	-0.618427	-1.3972365	0.07450981	0.54337084	1.0	644	tags=56%, list=16%, signal=66%	
DIAMINOPIMELATE BIOSYNTHETIC PROCESS	DIAMINOPIMELATE BIOSYNTHETIC PROCESS		5	-0.760025	-1.3945428	0.051587302	0.54546535	1.0	644	tags=80%, list=16%, signal=95%	
EXTRACELLULAR REGION	EXTRACELLULAR REGION		12	-0.4831436	-1.3931047	0.09448819	0.54381686	1.0	838	tags=50%, list=20%, signal=62%	
TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS		24	-0.3646013	-1.3922775	0.05252101	0.54123014	1.0	776	tags=29%, list=19%, signal=36%	
SERINE-TYPE ENDOPEPTIDASE ACTIVITY	SERINE-TYPE ENDOPEPTIDASE ACTIVITY		14	-0.54531306	-1.3910795	0.12943633	0.5399949	1.0	453	tags=29%, list=11%, signal=32%	
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION		10	-0.6600163	-1.3907008	0.13034189	0.53556395	1.0	1022	tags=50%, list=25%, signal=66%	
PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY		10	-0.6600163	-1.3907008	0.13034189	0.5300427	1.0	1022	tags=50%, list=25%, signal=66%	
GLUTATHIONE METABOLIC PROCESS	GLUTATHIONE METABOLIC PROCESS		5	-0.82039535	-1.3891903	0.043564357	0.5291327	1.0	751	tags=100%, list=18%, signal=122%	
DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY	DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY		34	-0.44866687	-1.3860584	0.04752066	0.5339587	1.0	1070	tags=38%, list=26%, signal=51%	
PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS	PROTOPORPHYRINOGEN IX BIOSYNTHETIC PROCESS		9	-0.67017543	-1.384031	0.06504065	0.53486615	1.0	930	tags=78%, list=22%, signal=100%	
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION		26	-0.439134	-1.3804353	0.09504132	0.5408157	1.0	923	tags=35%, list=22%, signal=44%	
FRUCTOSE IMPORT	FRUCTOSE IMPORT		5	-0.84135264	-1.3790866	0.055555556	0.5396517	1.0	491	tags=60%, list=12%, signal=68%	
MONOSACCHARIDE BINDING	MONOSACCHARIDE BINDING		7	-0.6416123	-1.3780572	0.07335907	0.5373083	1.0	897	tags=57%, list=22%, signal=73%	
NITRATE REDUCTASE COMPLEX	NITRATE REDUCTASE COMPLEX		6	-0.7887744	-1.3778785	0.047817048	0.53274727	1.0	418	tags=67%, list=10%, signal=74%	
CELLULAR OXIDANT DETOXIFICATION	CELLULAR OXIDANT DETOXIFICATION		17	-0.62018114	-1.3756162	0.123732254	0.5347356	1.0	834	tags=65%, list=20%, signal=81%	
NUCLEOTIDE BINDING	NUCLEOTIDE BINDING		475	-0.30984908	-1.3741783	0.07568807	0.5337772	1.0	1086	tags=34%, list=26%, signal=41%	
QUINONE BINDING	QUINONE BINDING		20	-0.61688757	-1.3736786	0.13829787	0.53028274	1.0	780	tags=60%, list=19%, signal=74%	
CARBOXYLIC ESTER HYDROLASE ACTIVITY	CARBOXYLIC ESTER HYDROLASE ACTIVITY		11	-0.6114432	-1.3729482	0.09583333	0.5276994	1.0	1421	tags=64%, list=34%, signal=96%	
PROTEIN PHOSPHORYLATION	PROTEIN PHOSPHORYLATION		11	-0.5157063	-1.368826	0.09656652	0.5350925	1.0	647	tags=45%, list=16%, signal=54%	
ADP BINDING	ADP BINDING		11	-0.51344764	-1.3638269	0.14285715	0.54562783	1.0	505	tags=36%, list=12%, signal=41%	
DNA-TEMPLATED TRANSCRIPTION, INITIATION	DNA-TEMPLATED TRANSCRIPTION, INITIATION		10	-0.59179777	-1.3577358	0.11904762	0.5590213	1.0	650	tags=30%, list=16%, signal=35%	
GLYCOGEN METABOLIC PROCESS	GLYCOGEN METABOLIC PROCESS		5	-0.87102216	-1.3562005	0.007874016	0.5588469	1.0	541	tags=100%, list=13%, signal=115%	
BACTERIAL-TYPE FLAGELLUM HOOK	BACTERIAL-TYPE FLAGELLUM HOOK		10	-0.8434681	-1.3558146	0.03187251	0.5550904	1.0	399	tags=90%, list=10%, signal=99%	
RESPONSE TO STARVATION	RESPONSE TO STARVATION		8	-0.6608996	-1.3556694	0.104	0.55058986	1.0	673	tags=50%, list=16%, signal=60%	
AMINOPEPTIDASE ACTIVITY	AMINOPEPTIDASE ACTIVITY		13	-0.521076	-1.354988	0.14486921	0.5479926	1.0	260	tags=31%, list=6%, signal=33%	
SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY	SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY		10	-0.44245228	-1.3527651	0.13024282	0.5495677	1.0	177	tags=20%, list=4%, signal=21%	
METHYLGLYOXAL CATABOLIC PROCESS	METHYLGLYOXAL CATABOLIC PROCESS		5	-0.7662643	-1.3510708	0.07098121	0.5502863	1.0	907	tags=80%, list=22%, signal=102%	
POLYAMINE TRANSPORT	POLYAMINE TRANSPORT		5	-0.64054114	-1.3508492	0.12184874	0.54636437	1.0	1165	tags=60%, list=28%, signal=83%	
CELLULAR PROTEIN MODIFICATION PROCESS	CELLULAR PROTEIN MODIFICATION PROCESS		20	-0.54094535	-1.3485148	0.070564516	0.5484177	1.0	1381	tags=70%, list=33%, signal=104%	
CARBOHYDRATE METABOLIC PROCESS	CARBOHYDRATE METABOLIC PROCESS		140	-0.36687565	-1.3479462	0.13569938	0.5456061	1.0	858	tags=36%, list=21%, signal=43%	
PORPHYRIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS	PORPHYRIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS		15	-0.6055149	-1.3465284	0.057971016	0.54534125	1.0	1006	tags=73%, list=24%, signal=96%	
NUCLEOSIDE METABOLIC PROCESS	NUCLEOSIDE METABOLIC PROCESS		11	-0.61041623	-1.3442771	0.18322296	0.54761475	1.0	938	tags=64%, list=23%, signal=82%	
PENTOSE-PHOSPHATE SHUNT, NON-OXIDATIVE BRANCH	PENTOSE-PHOSPHATE SHUNT, NON-OXIDATIVE BRANCH		7	-0.74615633	-1.343173	0.034188036	0.546318	1.0	978	tags=86%, list=24%, signal=112%	
PHOSPHOENOLPYRUVATE-DEPENDENT SUGAR PHOSPHOTRANSFERASE SYSTEM	PHOSPHOENOLPYRUVATE-DEPENDENT SUGAR PHOSPHOTRANSFERASE SYSTEM		53	-0.4333427	-1.3412488	0.15605749	0.5476548	1.0	863	tags=42%, list=21%, signal=52%	
ENTEROBACTIN TRANSPORT	ENTEROBACTIN TRANSPORT		5	-0.7110407	-1.3401021	0.16293278	0.546406	1.0	212	tags=20%, list=5%, signal=21%	
COBALT ION BINDING	COBALT ION BINDING		9	-0.5632973	-1.3323205	0.14910537	0.5637081	1.0	689	tags=56%, list=17%, signal=66%	
NITRATE REDUCTASE ACTIVITY	NITRATE REDUCTASE ACTIVITY		7	-0.73251885	-1.330935	0.082474224	0.5634283	1.0	418	tags=57%, list=10%, signal=63%	
CELL DEATH	CELL DEATH		5	-0.6086741	-1.3302063	0.13480885	0.5610139	1.0	379	tags=20%, list=9%, signal=22%	
CARBOHYDRATE PHOSPHORYLATION	CARBOHYDRATE PHOSPHORYLATION		24	-0.47584978	-1.3293355	0.13319673	0.55912673	1.0	711	tags=33%, list=17%, signal=40%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION	REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION		11	-0.61689866	-1.3273107	0.13496932	0.5611184	1.0	924	tags=45%, list=22%, signal=58%	
TETRAPYRROLE BIOSYNTHETIC PROCESS	TETRAPYRROLE BIOSYNTHETIC PROCESS		5	-0.7297785	-1.3263848	0.07066381	0.5595156	1.0	768	tags=80%, list=18%, signal=98%	
BASE-EXCISION REPAIR	BASE-EXCISION REPAIR		9	-0.644884	-1.3221998	0.085365854	0.56719303	1.0	1288	tags=78%, list=31%, signal=112%	
HYDRO-LYASE ACTIVITY	HYDRO-LYASE ACTIVITY		12	-0.4595309	-1.3183253	0.11344538	0.57505965	1.0	676	tags=42%, list=16%, signal=50%	
ATP BINDING	ATP BINDING		423	-0.30195037	-1.3181695	0.1388889	0.5712136	1.0	1233	tags=39%, list=30%, signal=49%	
GALACTITOL METABOLIC PROCESS	GALACTITOL METABOLIC PROCESS		6	-0.7829688	-1.3144262	0.113131315	0.5776868	1.0	523	tags=67%, list=13%, signal=76%	
OXIDOREDUCTASE ACTIVITY, ACTING ON THE ALDEHYDE OR OXO GROUP OF DONORS, NAD OR NADP AS ACCEPTOR	OXIDOREDUCTASE ACTIVITY, ACTING ON THE ALDEHYDE OR OXO GROUP OF DONORS, NAD OR NADP AS ACCEPTOR		21	-0.48897338	-1.3098671	0.19607843	0.58685076	1.0	963	tags=43%, list=23%, signal=56%	
FATTY ACID BIOSYNTHETIC PROCESS	FATTY ACID BIOSYNTHETIC PROCESS		19	-0.55501854	-1.3078886	0.262	0.5883948	1.0	1166	tags=58%, list=28%, signal=80%	
PYRIDOXINE BIOSYNTHETIC PROCESS	PYRIDOXINE BIOSYNTHETIC PROCESS		8	-0.76578194	-1.3073417	0.04489796	0.5857503	1.0	637	tags=75%, list=15%, signal=88%	
STRUCTURAL MOLECULE ACTIVITY	STRUCTURAL MOLECULE ACTIVITY		13	-0.57151675	-1.3063452	0.16771488	0.5842712	1.0	1223	tags=69%, list=29%, signal=98%	
REGULATION OF CATALYTIC ACTIVITY	REGULATION OF CATALYTIC ACTIVITY		8	-0.74555004	-1.3061564	0.025751073	0.5806417	1.0	590	tags=75%, list=14%, signal=87%	
CELLULAR RESPONSE TO ANTIBIOTIC	CELLULAR RESPONSE TO ANTIBIOTIC		7	-0.54053056	-1.3059804	0.16344085	0.577108	1.0	618	tags=29%, list=15%, signal=34%	
