NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CELL OUTER MEMBRANE	CELL OUTER MEMBRANE		111	0.318883	1.3189902	0.12280702	1.0	1.0	683	tags=28%, list=16%, signal=33%	
GRAM-NEGATIVE-BACTERIUM-TYPE CELL WALL	GRAM-NEGATIVE-BACTERIUM-TYPE CELL WALL		6	0.5935702	1.3148595	0.13934426	1.0	1.0	1353	tags=67%, list=33%, signal=99%	
TRNA PSEUDOURIDINE SYNTHASE ACTIVITY	TRNA PSEUDOURIDINE SYNTHASE ACTIVITY		5	0.73145026	1.3111705	0.118320614	1.0	1.0	370	tags=40%, list=9%, signal=44%	
BIOFILM FORMATION	BIOFILM FORMATION		16	0.46321726	1.3101902	0.09021113	1.0	1.0	1052	tags=44%, list=25%, signal=58%	
AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY		15	0.49518594	1.3075178	0.1259542	1.0	1.0	930	tags=53%, list=22%, signal=68%	
CARBOHYDRATE:PROTON SYMPORTER ACTIVITY	CARBOHYDRATE:PROTON SYMPORTER ACTIVITY		14	0.5910529	1.3014072	0.1574642	1.0	1.0	1250	tags=57%, list=30%, signal=81%	
ATPASE-COUPLED MONOSACCHARIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED MONOSACCHARIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.66672367	1.2986045	0.167002	1.0	1.0	865	tags=67%, list=21%, signal=84%	
SMALL RIBOSOMAL SUBUNIT RRNA BINDING	SMALL RIBOSOMAL SUBUNIT RRNA BINDING		7	0.7744206	1.2972947	0.1741683	1.0	1.0	482	tags=71%, list=12%, signal=81%	
INTRINSIC COMPONENT OF CELL OUTER MEMBRANE	INTRINSIC COMPONENT OF CELL OUTER MEMBRANE		10	0.47736448	1.2851542	0.14201184	1.0	1.0	399	tags=30%, list=10%, signal=33%	
CARBOHYDRATE TRANSMEMBRANE TRANSPORT	CARBOHYDRATE TRANSMEMBRANE TRANSPORT		38	0.41769183	1.2819822	0.19315895	1.0	1.0	450	tags=34%, list=11%, signal=38%	
ACYL-COA DEHYDROGENASE ACTIVITY	ACYL-COA DEHYDROGENASE ACTIVITY		5	0.71421844	1.2790775	0.12778905	1.0	1.0	770	tags=80%, list=19%, signal=98%	
CYTOSOLIC SMALL RIBOSOMAL SUBUNIT	CYTOSOLIC SMALL RIBOSOMAL SUBUNIT		25	0.59157455	1.2780582	0.28977272	1.0	1.0	549	tags=60%, list=13%, signal=69%	
PROGRAMMED CELL DEATH	PROGRAMMED CELL DEATH		9	0.6629699	1.2740391	0.21485944	1.0	1.0	762	tags=44%, list=18%, signal=54%	
CELL WALL MACROMOLECULE CATABOLIC PROCESS	CELL WALL MACROMOLECULE CATABOLIC PROCESS		6	0.69445944	1.2671367	0.19556452	1.0	1.0	692	tags=50%, list=17%, signal=60%	
CHOLINE TRANSPORT	CHOLINE TRANSPORT		5	0.7692864	1.257992	0.18461539	1.0	1.0	961	tags=100%, list=23%, signal=130%	
BRANCHED-CHAIN AMINO ACID TRANSPORT	BRANCHED-CHAIN AMINO ACID TRANSPORT		6	0.7268954	1.2509648	0.15384616	1.0	1.0	882	tags=83%, list=21%, signal=106%	
CARBOHYDRATE TRANSMEMBRANE TRANSPORTER ACTIVITY	CARBOHYDRATE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.55944246	1.2464668	0.18435754	1.0	1.0	316	tags=50%, list=8%, signal=54%	
PROTON TRANSMEMBRANE TRANSPORT	PROTON TRANSMEMBRANE TRANSPORT		45	0.3787998	1.243144	0.1641791	1.0	1.0	1315	tags=44%, list=32%, signal=64%	
RRNA BINDING	RRNA BINDING		56	0.6173679	1.2420855	0.30136988	1.0	1.0	1120	tags=75%, list=27%, signal=101%	
CARBON PHOSPHORUS LYASE COMPLEX	CARBON PHOSPHORUS LYASE COMPLEX		5	0.7333655	1.2400695	0.18019801	1.0	1.0	1110	tags=100%, list=27%, signal=136%	
POLYSACCHARIDE TRANSPORT	POLYSACCHARIDE TRANSPORT		6	0.594614	1.2396287	0.22619048	1.0	1.0	1053	tags=83%, list=25%, signal=111%	
TRANSMEMBRANE TRANSPORT	TRANSMEMBRANE TRANSPORT		340	0.34542933	1.2337002	0.17457305	1.0	1.0	1349	tags=47%, list=32%, signal=64%	
AEROBIC ELECTRON TRANSPORT CHAIN	AEROBIC ELECTRON TRANSPORT CHAIN		7	0.7123599	1.2241094	0.23333333	1.0	1.0	591	tags=57%, list=14%, signal=67%	
CELL ADHESION	CELL ADHESION		37	0.4134812	1.2220546	0.2327044	1.0	1.0	1106	tags=54%, list=27%, signal=73%	
TRANSMEMBRANE SIGNALING RECEPTOR ACTIVITY	TRANSMEMBRANE SIGNALING RECEPTOR ACTIVITY		5	0.6849674	1.2196043	0.27160493	1.0	1.0	697	tags=60%, list=17%, signal=72%	
SODIUM:PROTON ANTIPORTER ACTIVITY	SODIUM:PROTON ANTIPORTER ACTIVITY		6	0.53100497	1.2159309	0.1744186	1.0	1.0	1070	tags=50%, list=26%, signal=67%	
PHENYLALANINE TRANSPORT	PHENYLALANINE TRANSPORT		7	0.5930788	1.2150534	0.22155689	1.0	1.0	1064	tags=86%, list=26%, signal=115%	
MRNA 5'-UTR BINDING	MRNA 5'-UTR BINDING		6	0.67285347	1.2143816	0.2718254	1.0	1.0	482	tags=67%, list=12%, signal=75%	
POST-TRANSLATIONAL PROTEIN MODIFICATION	POST-TRANSLATIONAL PROTEIN MODIFICATION		5	0.5490423	1.2042456	0.27325583	1.0	1.0	585	tags=40%, list=14%, signal=47%	
PORE COMPLEX	PORE COMPLEX		16	0.44046438	1.1999716	0.25825244	1.0	1.0	225	tags=31%, list=5%, signal=33%	
3'-5'-EXORIBONUCLEASE ACTIVITY	3'-5'-EXORIBONUCLEASE ACTIVITY		6	0.49305668	1.199302	0.21850394	1.0	1.0	763	tags=67%, list=18%, signal=82%	
CELL ADHESION INVOLVED IN BIOFILM FORMATION	CELL ADHESION INVOLVED IN BIOFILM FORMATION		6	0.60561156	1.1932352	0.29661018	1.0	1.0	888	tags=83%, list=21%, signal=106%	
SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS	SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS		8	0.6559705	1.1932118	0.2811245	1.0	1.0	1307	tags=88%, list=31%, signal=127%	
RIBOSOME	RIBOSOME		60	0.636331	1.1882097	0.34653464	1.0	1.0	723	tags=65%, list=17%, signal=78%	
TRANSLATIONAL INITIATION	TRANSLATIONAL INITIATION		6	0.66097134	1.18813	0.25097275	1.0	1.0	1190	tags=67%, list=29%, signal=93%	
LEUCINE TRANSPORT	LEUCINE TRANSPORT		5	0.6370694	1.1845772	0.31506848	1.0	1.0	882	tags=60%, list=21%, signal=76%	
COBALT ION TRANSPORT	COBALT ION TRANSPORT		5	0.6244953	1.1845134	0.29243353	1.0	1.0	665	tags=60%, list=16%, signal=71%	
COLANIC ACID METABOLIC PROCESS	COLANIC ACID METABOLIC PROCESS		7	0.66042984	1.1838373	0.27380952	1.0	1.0	906	tags=71%, list=22%, signal=91%	
DNA-TEMPLATED TRANSCRIPTION, TERMINATION	DNA-TEMPLATED TRANSCRIPTION, TERMINATION		6	0.66074663	1.182745	0.32301742	1.0	1.0	525	tags=67%, list=13%, signal=76%	
INTEGRAL COMPONENT OF MEMBRANE	INTEGRAL COMPONENT OF MEMBRANE		883	0.29524463	1.1782324	0.23151751	1.0	1.0	1259	tags=40%, list=30%, signal=45%	
PHOSPHATE ION TRANSMEMBRANE TRANSPORT	PHOSPHATE ION TRANSMEMBRANE TRANSPORT		8	0.59826297	1.1767415	0.26679462	1.0	1.0	1236	tags=75%, list=30%, signal=107%	
DRUG TRANSMEMBRANE TRANSPORT	DRUG TRANSMEMBRANE TRANSPORT		23	0.43442336	1.1741388	0.27099237	1.0	1.0	1149	tags=52%, list=28%, signal=72%	
RIBOSOMAL LARGE SUBUNIT ASSEMBLY	RIBOSOMAL LARGE SUBUNIT ASSEMBLY		27	0.62676245	1.1740063	0.3472222	1.0	1.0	1306	tags=85%, list=31%, signal=123%	
ANTIPORTER ACTIVITY	ANTIPORTER ACTIVITY		24	0.42135298	1.1696607	0.27567568	1.0	1.0	768	tags=33%, list=18%, signal=41%	
L-PHENYLALANINE TRANSMEMBRANE TRANSPORTER ACTIVITY	L-PHENYLALANINE TRANSMEMBRANE TRANSPORTER ACTIVITY		5	0.56882256	1.1654421	0.2881002	1.0	1.0	483	tags=60%, list=12%, signal=68%	
SMALL RIBOSOMAL SUBUNIT	SMALL RIBOSOMAL SUBUNIT		13	0.7183964	1.1638557	0.34117648	1.0	1.0	549	tags=69%, list=13%, signal=80%	
TRNA WOBBLE URIDINE MODIFICATION	TRNA WOBBLE URIDINE MODIFICATION		7	0.6046055	1.1635238	0.34911242	1.0	1.0	1420	tags=57%, list=34%, signal=87%	
SULFURIC ESTER HYDROLASE ACTIVITY	SULFURIC ESTER HYDROLASE ACTIVITY		10	0.48690534	1.1634982	0.2790262	1.0	1.0	673	tags=30%, list=16%, signal=36%	
SOLUTE:PROTON SYMPORTER ACTIVITY	SOLUTE:PROTON SYMPORTER ACTIVITY		10	0.4931024	1.1619514	0.29928315	1.0	1.0	736	tags=40%, list=18%, signal=48%	
UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS	UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS		6	0.4418751	1.161341	0.23106061	1.0	1.0	436	tags=33%, list=10%, signal=37%	
ENOYL-COA HYDRATASE ACTIVITY	ENOYL-COA HYDRATASE ACTIVITY		7	0.5607742	1.1601634	0.32346722	1.0	1.0	742	tags=43%, list=18%, signal=52%	
TRNA METHYLATION	TRNA METHYLATION		12	0.5746049	1.1599563	0.36450383	1.0	1.0	1247	tags=50%, list=30%, signal=71%	
TRNA PSEUDOURIDINE SYNTHESIS	TRNA PSEUDOURIDINE SYNTHESIS		7	0.5244645	1.1541481	0.3482309	1.0	1.0	370	tags=29%, list=9%, signal=31%	
PORIN ACTIVITY	PORIN ACTIVITY		17	0.39630297	1.1498401	0.31766918	1.0	1.0	225	tags=29%, list=5%, signal=31%	
RIBOSOME BIOGENESIS	RIBOSOME BIOGENESIS		18	0.4527047	1.1495125	0.33898306	1.0	1.0	1104	tags=56%, list=27%, signal=75%	
PSEUDOURIDINE SYNTHESIS	PSEUDOURIDINE SYNTHESIS		11	0.5249404	1.147621	0.3555133	1.0	1.0	370	tags=27%, list=9%, signal=30%	
PSEUDOURIDINE SYNTHASE ACTIVITY	PSEUDOURIDINE SYNTHASE ACTIVITY		11	0.5249404	1.147621	0.3555133	1.0	1.0	370	tags=27%, list=9%, signal=30%	
STRUCTURAL CONSTITUENT OF RIBOSOME	STRUCTURAL CONSTITUENT OF RIBOSOME		58	0.61284274	1.1471148	0.40117416	0.9952121	1.0	1306	tags=88%, list=31%, signal=126%	
LIPID CATABOLIC PROCESS	LIPID CATABOLIC PROCESS		11	0.4532732	1.1465958	0.30161944	0.9867455	1.0	742	tags=36%, list=18%, signal=44%	
LACTOSE TRANSPORT	LACTOSE TRANSPORT		5	0.6811752	1.1450993	0.32723576	0.9817704	1.0	669	tags=60%, list=16%, signal=71%	
CYTOSOLIC LARGE RIBOSOMAL SUBUNIT	CYTOSOLIC LARGE RIBOSOMAL SUBUNIT		32	0.69060904	1.1447538	0.36072144	0.9732004	1.0	1306	tags=100%, list=31%, signal=145%	
INTRAMOLECULAR TRANSFERASE ACTIVITY	INTRAMOLECULAR TRANSFERASE ACTIVITY		6	0.5288882	1.1431763	0.33606556	0.96878654	1.0	348	tags=33%, list=8%, signal=36%	
POTASSIUM:PROTON ANTIPORTER ACTIVITY	POTASSIUM:PROTON ANTIPORTER ACTIVITY		5	0.5382321	1.1427127	0.3	0.9608392	1.0	1026	tags=40%, list=25%, signal=53%	
RNA PROCESSING	RNA PROCESSING		21	0.4269715	1.1395725	0.325	0.9616179	1.0	726	tags=33%, list=17%, signal=40%	
RESPONSE TO ANTIBIOTIC	RESPONSE TO ANTIBIOTIC		95	0.28500527	1.1371673	0.25650558	0.9601035	1.0	654	tags=24%, list=16%, signal=28%	
DNA CATABOLIC PROCESS	DNA CATABOLIC PROCESS		10	0.48516992	1.1314054	0.31536925	0.9701813	1.0	1404	tags=60%, list=34%, signal=90%	
PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS	PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS		9	0.40871447	1.1293106	0.29782608	0.96774566	1.0	876	tags=44%, list=21%, signal=56%	
ACETYL-COA C-ACYLTRANSFERASE ACTIVITY	ACETYL-COA C-ACYLTRANSFERASE ACTIVITY		5	0.68346184	1.1264391	0.36437246	0.9675575	1.0	1317	tags=100%, list=32%, signal=146%	
PHOSPHATE ION TRANSPORT	PHOSPHATE ION TRANSPORT		10	0.6187278	1.1218313	0.35576922	0.97285885	1.0	1236	tags=60%, list=30%, signal=85%	
RNA BINDING	RNA BINDING		157	0.40364408	1.1200109	0.3889943	0.96967524	1.0	1218	tags=52%, list=29%, signal=70%	
PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS	PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS		11	0.4483955	1.1178037	0.3194707	0.96760243	1.0	650	tags=45%, list=16%, signal=54%	
THREONINE TRANSPORT	THREONINE TRANSPORT		6	0.4810058	1.1172214	0.3416149	0.9605741	1.0	71	tags=17%, list=2%, signal=17%	
INORGANIC PHOSPHATE TRANSMEMBRANE TRANSPORTER ACTIVITY	INORGANIC PHOSPHATE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.6324286	1.1145666	0.36770427	0.9599255	1.0	1236	tags=83%, list=30%, signal=118%	
VIRAL GENOME INTEGRATION INTO HOST DNA	VIRAL GENOME INTEGRATION INTO HOST DNA		7	0.541058	1.1143591	0.389899	0.9519927	1.0	1168	tags=71%, list=28%, signal=99%	
ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY	ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY		7	0.541058	1.1143591	0.389899	0.94356793	1.0	1168	tags=71%, list=28%, signal=99%	
TRANSCRIPTION ANTITERMINATION FACTOR ACTIVITY, RNA BINDING	TRANSCRIPTION ANTITERMINATION FACTOR ACTIVITY, RNA BINDING		11	0.46057713	1.1143537	0.38170975	0.9353133	1.0	824	tags=64%, list=20%, signal=79%	
ANCHORED COMPONENT OF CELL OUTER MEMBRANE	ANCHORED COMPONENT OF CELL OUTER MEMBRANE		5	0.5458336	1.1101544	0.3747495	0.9393342	1.0	7	tags=20%, list=0%, signal=20%	
LARGE RIBOSOMAL SUBUNIT RRNA BINDING	LARGE RIBOSOMAL SUBUNIT RRNA BINDING		8	0.7015682	1.1029285	0.38945234	0.95237106	1.0	1244	tags=100%, list=30%, signal=142%	
TETRAHYDROFOLATE BIOSYNTHETIC PROCESS	TETRAHYDROFOLATE BIOSYNTHETIC PROCESS		11	0.439277	1.1029022	0.36245352	0.9442705	1.0	529	tags=27%, list=13%, signal=31%	
PROTEIN TYROSINE KINASE ACTIVITY	PROTEIN TYROSINE KINASE ACTIVITY		5	0.5777683	1.1028566	0.36594912	0.9364206	1.0	1018	tags=60%, list=25%, signal=79%	
CARNITINE METABOLIC PROCESS	CARNITINE METABOLIC PROCESS		12	0.50492543	1.0980684	0.41975307	0.9424937	1.0	372	tags=42%, list=9%, signal=46%	
REGULATION OF TRANSLATION	REGULATION OF TRANSLATION		25	0.33648828	1.0967097	0.34234235	0.9385954	1.0	795	tags=36%, list=19%, signal=44%	
INTRACELLULAR PROTEIN TRANSPORT	INTRACELLULAR PROTEIN TRANSPORT		6	0.6006392	1.0940739	0.38333333	0.93848556	1.0	1478	tags=67%, list=36%, signal=103%	
MEMBRANE ORGANIZATION	MEMBRANE ORGANIZATION		5	0.58335257	1.0914593	0.4034749	0.9382335	1.0	1219	tags=80%, list=29%, signal=113%	
HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS	HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS		37	0.31626576	1.0806447	0.3515625	0.9609741	1.0	695	tags=35%, list=17%, signal=42%	
DNA RECOMBINATION	DNA RECOMBINATION		52	0.27170804	1.0797141	0.3500967	0.95571744	1.0	820	tags=27%, list=20%, signal=33%	
L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT	L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT		6	0.54723483	1.0785781	0.3816047	0.95117915	1.0	1387	tags=67%, list=33%, signal=100%	
INTEGRAL COMPONENT OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF PLASMA MEMBRANE		500	0.24434686	1.073924	0.33141762	0.95616454	1.0	879	tags=26%, list=21%, signal=29%	
GLYCINE BETAINE TRANSPORT	GLYCINE BETAINE TRANSPORT		11	0.50498974	1.070054	0.42168674	0.95911026	1.0	983	tags=73%, list=24%, signal=95%	
LARGE RIBOSOMAL SUBUNIT	LARGE RIBOSOMAL SUBUNIT		14	0.6981817	1.0686756	0.42540324	0.9552708	1.0	1124	tags=93%, list=27%, signal=127%	
RIBOSOMAL SMALL SUBUNIT BINDING	RIBOSOMAL SMALL SUBUNIT BINDING		11	0.37385187	1.0679994	0.3655706	0.94961303	1.0	20	tags=18%, list=0%, signal=18%	
CYSTEINE-TYPE PEPTIDASE ACTIVITY	CYSTEINE-TYPE PEPTIDASE ACTIVITY		6	0.5130307	1.066573	0.44698545	0.9461832	1.0	1025	tags=50%, list=25%, signal=66%	
CELLULAR RESPONSE TO PHOSPHATE STARVATION	CELLULAR RESPONSE TO PHOSPHATE STARVATION		7	0.5008658	1.066458	0.39363816	0.9392806	1.0	63	tags=14%, list=2%, signal=14%	
ENDODEOXYRIBONUCLEASE ACTIVITY	ENDODEOXYRIBONUCLEASE ACTIVITY		6	0.5222885	1.0631481	0.43269232	0.940887	1.0	659	tags=50%, list=16%, signal=59%	
OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN	OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN		6	0.4707031	1.0628047	0.37396693	0.93471164	1.0	372	tags=33%, list=9%, signal=37%	
NUCLEOSIDE MONOPHOSPHATE PHOSPHORYLATION	NUCLEOSIDE MONOPHOSPHATE PHOSPHORYLATION		5	0.49044877	1.0619841	0.39763778	0.92999166	1.0	496	tags=40%, list=12%, signal=45%	
COENZYME BINDING	COENZYME BINDING		10	0.36774236	1.0531954	0.35387674	0.94592905	1.0	911	tags=50%, list=22%, signal=64%	
TRANSPOSITION	TRANSPOSITION		5	0.4960817	1.04645	0.44067797	0.9563455	1.0	678	tags=40%, list=16%, signal=48%	
TRANSPORT	TRANSPORT		25	0.33841023	1.0403	0.44379845	0.96462417	1.0	954	tags=40%, list=23%, signal=52%	
GLUCONATE TRANSMEMBRANE TRANSPORT	GLUCONATE TRANSMEMBRANE TRANSPORT		8	0.5108871	1.0400602	0.44705883	0.95815563	1.0	1250	tags=75%, list=30%, signal=107%	
PROTON TRANSMEMBRANE TRANSPORTER ACTIVITY	PROTON TRANSMEMBRANE TRANSPORTER ACTIVITY		11	0.5241328	1.034588	0.5019531	0.96496725	1.0	1259	tags=64%, list=30%, signal=91%	
MEMBRANE	MEMBRANE		1139	0.23546636	1.031307	0.42829826	0.9660719	1.0	964	tags=28%, list=23%, signal=26%	
