NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
TOXIC SUBSTANCE BINDING	TOXIC SUBSTANCE BINDING	Details ...	5	0.6880336	1.6447599	0.013833992	0.251039	0.831	90	tags=20%, list=2%, signal=20%	
LIGASE ACTIVITY, FORMING CARBON-NITROGEN BONDS	LIGASE ACTIVITY, FORMING CARBON-NITROGEN BONDS	Details ...	6	0.66904753	1.637969	0.01992032	0.25342906	0.843	192	tags=33%, list=5%, signal=35%	
HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES, IN PHOSPHORUS-CONTAINING ANHYDRIDES	HYDROLASE ACTIVITY, ACTING ON ACID ANHYDRIDES, IN PHOSPHORUS-CONTAINING ANHYDRIDES	Details ...	9	0.61042523	1.631553	0.015594542	0.25791022	0.855	888	tags=33%, list=21%, signal=42%	
RESPONSE TO OSMOTIC STRESS	RESPONSE TO OSMOTIC STRESS	Details ...	18	0.70479923	1.6273161	0.004	0.252468	0.861	235	tags=44%, list=6%, signal=47%	
HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS	HYDROLASE ACTIVITY, ACTING ON GLYCOSYL BONDS	Details ...	37	0.45116308	1.6238539	0.0	0.2462955	0.864	417	tags=22%, list=10%, signal=24%	
PERIPLASMIC SPACE	PERIPLASMIC SPACE	Details ...	176	0.45510778	1.6224525	0.0	0.23843524	0.872	633	tags=33%, list=15%, signal=37%	
SOLUTE:PROTON ANTIPORTER ACTIVITY	SOLUTE:PROTON ANTIPORTER ACTIVITY		9	0.6856437	1.6170534	0.013108614	0.24111271	0.88	320	tags=44%, list=8%, signal=48%	
PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS	PHOSPHOTRANSFERASE ACTIVITY, FOR OTHER SUBSTITUTED PHOSPHATE GROUPS		9	0.7568541	1.6144116	0.0038535646	0.23719633	0.885	544	tags=44%, list=13%, signal=51%	
ANTIOXIDANT ACTIVITY	ANTIOXIDANT ACTIVITY		6	0.8484364	1.6079469	0.0	0.2412975	0.895	95	tags=33%, list=2%, signal=34%	
CHAPERONE-MEDIATED PROTEIN FOLDING	CHAPERONE-MEDIATED PROTEIN FOLDING		26	0.5341608	1.6076014	0.029045643	0.23165506	0.895	338	tags=23%, list=8%, signal=25%	
POTASSIUM ION TRANSMEMBRANE TRANSPORT	POTASSIUM ION TRANSMEMBRANE TRANSPORT		16	0.67196584	1.5999838	0.025390625	0.23963648	0.908	320	tags=44%, list=8%, signal=47%	
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION		26	0.4579932	1.5977807	0.04288499	0.23589656	0.91	1022	tags=50%, list=25%, signal=66%	
PHOSPHATASE ACTIVITY	PHOSPHATASE ACTIVITY		27	0.502073	1.5958891	0.035643563	0.23156461	0.912	706	tags=26%, list=17%, signal=31%	
PHOSPHORELAY SENSOR KINASE ACTIVITY	PHOSPHORELAY SENSOR KINASE ACTIVITY		26	0.4332306	1.5877302	0.050583657	0.2436835	0.918	334	tags=23%, list=8%, signal=25%	
PROTEIN HISTIDINE KINASE ACTIVITY	PROTEIN HISTIDINE KINASE ACTIVITY		26	0.43323058	1.5877302	0.050583657	0.23528062	0.918	334	tags=23%, list=8%, signal=25%	
PEPTIDYL-HISTIDINE PHOSPHORYLATION	PEPTIDYL-HISTIDINE PHOSPHORYLATION		26	0.43323058	1.5877302	0.050583657	0.22743793	0.918	334	tags=23%, list=8%, signal=25%	
SERINE-TYPE ENDOPEPTIDASE ACTIVITY	SERINE-TYPE ENDOPEPTIDASE ACTIVITY		14	0.5907809	1.5843458	0.018832391	0.22703995	0.923	775	tags=36%, list=19%, signal=44%	
REGULATION OF CATALYTIC ACTIVITY	REGULATION OF CATALYTIC ACTIVITY		8	0.6987432	1.5746958	0.049407113	0.24190533	0.936	433	tags=25%, list=10%, signal=28%	
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT		6	0.67034364	1.5733472	0.013916501	0.237515	0.937	47	tags=33%, list=1%, signal=34%	
RESPONSE TO METHYLGLYOXAL	RESPONSE TO METHYLGLYOXAL		5	0.88354653	1.5677779	0.0	0.24384908	0.939	440	tags=60%, list=11%, signal=67%	
BASE-EXCISION REPAIR	BASE-EXCISION REPAIR		9	0.62693346	1.5626276	0.0	0.249157	0.943	705	tags=44%, list=17%, signal=53%	
TRANSFERASE ACTIVITY, TRANSFERRING PHOSPHORUS-CONTAINING GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING PHOSPHORUS-CONTAINING GROUPS		37	0.43451637	1.5600971	0.052837573	0.2496306	0.947	848	tags=35%, list=20%, signal=44%	
L-ASCORBIC ACID CATABOLIC PROCESS	L-ASCORBIC ACID CATABOLIC PROCESS		5	0.792658	1.5554636	0.017681729	0.25320017	0.95	590	tags=60%, list=14%, signal=70%	
TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS OTHER THAN AMINO-ACYL GROUPS		24	0.46960378	1.5527744	0.02739726	0.25285432	0.955	462	tags=25%, list=11%, signal=28%	
PHOSPHOLIPID BIOSYNTHETIC PROCESS	PHOSPHOLIPID BIOSYNTHETIC PROCESS		18	0.5407485	1.5423169	0.03883495	0.27195984	0.96	67	tags=17%, list=2%, signal=17%	
LYTIC ENDOTRANSGLYCOSYLASE ACTIVITY	LYTIC ENDOTRANSGLYCOSYLASE ACTIVITY		6	0.75645435	1.5238991	0.029821074	0.31205845	0.981	249	tags=33%, list=6%, signal=35%	
HYPEROSMOTIC RESPONSE	HYPEROSMOTIC RESPONSE		8	0.8715128	1.518672	0.025242718	0.3191683	0.989	177	tags=50%, list=4%, signal=52%	
HYDROLASE ACTIVITY, HYDROLYZING O-GLYCOSYL COMPOUNDS	HYDROLASE ACTIVITY, HYDROLYZING O-GLYCOSYL COMPOUNDS		26	0.46574026	1.5095868	0.013539651	0.339712	0.992	324	tags=15%, list=8%, signal=17%	
POLYSACCHARIDE BIOSYNTHETIC PROCESS	POLYSACCHARIDE BIOSYNTHETIC PROCESS		9	0.8437839	1.5034766	0.017077798	0.34947658	0.995	213	tags=56%, list=5%, signal=58%	
CATION TRANSPORT	CATION TRANSPORT		14	0.5907663	1.4923493	0.07485604	0.3745295	0.998	342	tags=36%, list=8%, signal=39%	
SINGLE-SPECIES BIOFILM FORMATION ON INANIMATE SUBSTRATE	SINGLE-SPECIES BIOFILM FORMATION ON INANIMATE SUBSTRATE		8	0.67676973	1.4914844	0.046904314	0.36899936	0.998	396	tags=63%, list=10%, signal=69%	
PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM	PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM		65	0.35348997	1.4862131	0.0102459015	0.37673876	1.0	615	tags=26%, list=15%, signal=30%	
EFFLUX PUMP COMPLEX	EFFLUX PUMP COMPLEX		5	0.82489014	1.4846251	0.01764706	0.37343058	1.0	646	tags=60%, list=16%, signal=71%	
METALLOPEPTIDASE ACTIVITY	METALLOPEPTIDASE ACTIVITY		34	0.43501523	1.4748396	0.05719921	0.39650533	1.0	816	tags=32%, list=20%, signal=40%	
PHOSPHORELAY RESPONSE REGULATOR ACTIVITY	PHOSPHORELAY RESPONSE REGULATOR ACTIVITY		24	0.46756703	1.474272	0.011741683	0.39000085	1.0	576	tags=38%, list=14%, signal=43%	
SERINE-TYPE PEPTIDASE ACTIVITY	SERINE-TYPE PEPTIDASE ACTIVITY		18	0.46296173	1.4666313	0.036538463	0.40780494	1.0	775	tags=33%, list=19%, signal=41%	
IRON ION TRANSPORT	IRON ION TRANSPORT		9	0.6209655	1.4663492	0.013539651	0.40032107	1.0	560	tags=33%, list=13%, signal=38%	
REGULATION OF GENE EXPRESSION	REGULATION OF GENE EXPRESSION		21	0.5151278	1.4661562	0.02834008	0.39297515	1.0	491	tags=29%, list=12%, signal=32%	
GLUTATHIONE METABOLIC PROCESS	GLUTATHIONE METABOLIC PROCESS		5	0.8323709	1.4594946	0.021825397	0.4078575	1.0	485	tags=60%, list=12%, signal=68%	
ENZYME BINDING	ENZYME BINDING		10	0.5229338	1.4582965	0.04708098	0.40399626	1.0	645	tags=40%, list=16%, signal=47%	
GLYCINE BETAINE TRANSPORT	GLYCINE BETAINE TRANSPORT		11	0.78144187	1.450081	0.05566219	0.42460257	1.0	317	tags=45%, list=8%, signal=49%	
CELL OUTER MEMBRANE	CELL OUTER MEMBRANE		111	0.33059275	1.4497488	0.05210421	0.41801193	1.0	398	tags=14%, list=10%, signal=16%	
POST-TRANSLATIONAL PROTEIN MODIFICATION	POST-TRANSLATIONAL PROTEIN MODIFICATION		5	0.7909919	1.4493836	0.06262231	0.4119789	1.0	69	tags=40%, list=2%, signal=41%	
CELL REDOX HOMEOSTASIS	CELL REDOX HOMEOSTASIS		20	0.5374199	1.4466065	0.042718448	0.41341242	1.0	914	tags=30%, list=22%, signal=38%	
CELLULAR RESPONSE TO ANTIBIOTIC	CELLULAR RESPONSE TO ANTIBIOTIC		7	0.70794934	1.4464955	0.06324111	0.40673664	1.0	285	tags=43%, list=7%, signal=46%	
CARBOXYPEPTIDASE ACTIVITY	CARBOXYPEPTIDASE ACTIVITY		13	0.6307643	1.4383074	0.084645666	0.425589	1.0	1054	tags=69%, list=25%, signal=92%	
COLANIC ACID BIOSYNTHETIC PROCESS	COLANIC ACID BIOSYNTHETIC PROCESS		11	0.8871226	1.4380615	0.019455252	0.41912296	1.0	355	tags=91%, list=9%, signal=99%	
PEPTIDOGLYCAN L,D-TRANSPEPTIDASE ACTIVITY	PEPTIDOGLYCAN L,D-TRANSPEPTIDASE ACTIVITY		6	0.81378907	1.4376566	0.03632887	0.41352212	1.0	543	tags=83%, list=13%, signal=96%	
CELLULAR HYPEROSMOTIC RESPONSE	CELLULAR HYPEROSMOTIC RESPONSE		5	0.84089893	1.4277618	0.062264152	0.43879476	1.0	369	tags=80%, list=9%, signal=88%	
DRUG EXPORT	DRUG EXPORT		7	0.6134259	1.4145931	0.07129095	0.47722453	1.0	646	tags=43%, list=16%, signal=51%	
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION	SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION		28	0.37500486	1.4034244	0.08678501	0.508733	1.0	334	tags=18%, list=8%, signal=19%	
PEPTIDOGLYCAN-PROTEIN CROSS-LINKING	PEPTIDOGLYCAN-PROTEIN CROSS-LINKING		5	0.8700578	1.3977832	0.03047619	0.5223438	1.0	543	tags=100%, list=13%, signal=115%	
CELLULAR RESPONSE TO OSMOTIC STRESS	CELLULAR RESPONSE TO OSMOTIC STRESS		5	0.7852409	1.3970228	0.08023483	0.51714706	1.0	142	tags=60%, list=3%, signal=62%	
SINGLE-SPECIES BIOFILM FORMATION	SINGLE-SPECIES BIOFILM FORMATION		18	0.4369992	1.3864149	0.11491936	0.549704	1.0	756	tags=28%, list=18%, signal=34%	
HYDROLASE ACTIVITY	HYDROLASE ACTIVITY		456	0.24772155	1.3849441	0.019379845	0.5465021	1.0	816	tags=21%, list=20%, signal=23%	
REGULATION OF SINGLE-SPECIES BIOFILM FORMATION	REGULATION OF SINGLE-SPECIES BIOFILM FORMATION		5	0.7483828	1.3828005	0.02918288	0.5461526	1.0	412	tags=40%, list=10%, signal=44%	
PYRUVATE METABOLIC PROCESS	PYRUVATE METABOLIC PROCESS		5	0.8499803	1.381571	0.025490196	0.5431575	1.0	542	tags=60%, list=13%, signal=69%	
EXTRACELLULAR POLYSACCHARIDE BIOSYNTHETIC PROCESS	EXTRACELLULAR POLYSACCHARIDE BIOSYNTHETIC PROCESS		12	0.74687153	1.3813938	0.10436433	0.5361572	1.0	146	tags=42%, list=4%, signal=43%	
PROTEIN SERINE/THREONINE KINASE ACTIVITY	PROTEIN SERINE/THREONINE KINASE ACTIVITY		5	0.7662559	1.3808398	0.005859375	0.53101283	1.0	433	tags=40%, list=10%, signal=45%	
SEPTUM DIGESTION AFTER CYTOKINESIS	SEPTUM DIGESTION AFTER CYTOKINESIS		6	0.59866893	1.379152	0.12345679	0.52983075	1.0	38	tags=17%, list=1%, signal=17%	
DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY	DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY		34	0.43964422	1.3790952	0.08856089	0.5230464	1.0	576	tags=35%, list=14%, signal=41%	
GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS	GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS		5	0.8001851	1.376096	0.08203125	0.5267604	1.0	540	tags=60%, list=13%, signal=69%	
RESPONSE TO TEMPERATURE STIMULUS	RESPONSE TO TEMPERATURE STIMULUS		6	0.7928623	1.3668551	0.034615386	0.5527968	1.0	864	tags=100%, list=21%, signal=126%	
ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY	ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY		6	0.7784209	1.3502295	0.116054155	0.60909706	1.0	601	tags=67%, list=14%, signal=78%	
GLUCAN BIOSYNTHETIC PROCESS	GLUCAN BIOSYNTHETIC PROCESS		5	0.81894886	1.3500249	0.14864865	0.60247165	1.0	755	tags=100%, list=18%, signal=122%	
NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION		8	0.5557718	1.3485781	0.10873786	0.6003984	1.0	246	tags=25%, list=6%, signal=27%	
MECHANOSENSITIVE ION CHANNEL ACTIVITY	MECHANOSENSITIVE ION CHANNEL ACTIVITY		7	0.6800231	1.3465761	0.13218391	0.5998838	1.0	722	tags=71%, list=17%, signal=86%	
COBALT ION BINDING	COBALT ION BINDING		9	0.5795135	1.3446183	0.13373253	0.60063183	1.0	1168	tags=56%, list=28%, signal=77%	
PHOSPHORIC DIESTER HYDROLASE ACTIVITY	PHOSPHORIC DIESTER HYDROLASE ACTIVITY		6	0.6324211	1.3434502	0.067073174	0.597839	1.0	665	tags=50%, list=16%, signal=59%	
CARBOHYDRATE CATABOLIC PROCESS	CARBOHYDRATE CATABOLIC PROCESS		5	0.6539595	1.3426449	0.13306452	0.5934671	1.0	19	tags=20%, list=0%, signal=20%	
CELLULAR RESPONSE TO HYDROGEN PEROXIDE	CELLULAR RESPONSE TO HYDROGEN PEROXIDE		10	0.6688692	1.3383836	0.102713175	0.602611	1.0	670	tags=60%, list=16%, signal=71%	
GALACTOSE CATABOLIC PROCESS VIA UDP-GALACTOSE	GALACTOSE CATABOLIC PROCESS VIA UDP-GALACTOSE		7	0.76130813	1.3328097	0.10699589	0.6142151	1.0	981	tags=86%, list=24%, signal=112%	
COLANIC ACID METABOLIC PROCESS	COLANIC ACID METABOLIC PROCESS		7	0.9220936	1.3302969	0.12569316	0.6168287	1.0	329	tags=100%, list=8%, signal=108%	
ACETYLTRANSFERASE ACTIVITY	ACETYLTRANSFERASE ACTIVITY		10	0.46955737	1.328911	0.072407044	0.61440116	1.0	202	tags=20%, list=5%, signal=21%	
TRANSCRIPTION REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING	TRANSCRIPTION REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING		57	0.3466363	1.3272088	0.08490566	0.6132122	1.0	695	tags=25%, list=17%, signal=29%	
NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED		94	0.33684006	1.3233931	0.1311787	0.6203949	1.0	1119	tags=38%, list=27%, signal=51%	
PROTEIN DISULFIDE ISOMERASE ACTIVITY	PROTEIN DISULFIDE ISOMERASE ACTIVITY		5	0.67961097	1.3230127	0.1612284	0.6147494	1.0	800	tags=60%, list=19%, signal=74%	
DEAMINASE ACTIVITY	DEAMINASE ACTIVITY		6	0.6529218	1.3198574	0.14688128	0.61903435	1.0	694	tags=33%, list=17%, signal=40%	
NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	NEGATIVE REGULATION OF BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		5	0.7197092	1.3173329	0.13018867	0.6208839	1.0	306	tags=40%, list=7%, signal=43%	
INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE	INTEGRAL COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE		11	0.47802004	1.3143768	0.12269939	0.6246611	1.0	308	tags=18%, list=7%, signal=20%	
LIPID CATABOLIC PROCESS	LIPID CATABOLIC PROCESS		11	0.59267193	1.3143657	0.16932271	0.61818165	1.0	1061	tags=45%, list=26%, signal=61%	
LIPOPROTEIN LOCALIZATION TO OUTER MEMBRANE	LIPOPROTEIN LOCALIZATION TO OUTER MEMBRANE		5	0.77698296	1.3104156	0.17509727	0.62604254	1.0	325	tags=40%, list=8%, signal=43%	
REMOVAL OF SUPEROXIDE RADICALS	REMOVAL OF SUPEROXIDE RADICALS		5	0.7358726	1.3069397	0.099029124	0.6330046	1.0	978	tags=80%, list=24%, signal=105%	
SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS	SLIME LAYER POLYSACCHARIDE BIOSYNTHETIC PROCESS		8	0.8991557	1.2889638	0.1396648	0.6872874	1.0	425	tags=100%, list=10%, signal=111%	
RESPONSE TO OXIDATIVE STRESS	RESPONSE TO OXIDATIVE STRESS		46	0.45401448	1.287429	0.16763006	0.685645	1.0	612	tags=28%, list=15%, signal=33%	
TRANSPOSITION, DNA-MEDIATED	TRANSPOSITION, DNA-MEDIATED		7	0.64869577	1.2848959	0.17274472	0.6874766	1.0	1325	tags=71%, list=32%, signal=105%	
LYTIC TRANSGLYCOSYLASE ACTIVITY	LYTIC TRANSGLYCOSYLASE ACTIVITY		7	0.61610246	1.2848083	0.21606119	0.6809038	1.0	249	tags=29%, list=6%, signal=30%	
SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY	SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE ACTIVITY		10	0.52572733	1.280678	0.1765873	0.6892067	1.0	283	tags=30%, list=7%, signal=32%	
DNA N-GLYCOSYLASE ACTIVITY	DNA N-GLYCOSYLASE ACTIVITY		5	0.653903	1.2798274	0.21062993	0.6855705	1.0	536	tags=40%, list=13%, signal=46%	
PEPTIDOGLYCAN BIOSYNTHETIC PROCESS	PEPTIDOGLYCAN BIOSYNTHETIC PROCESS		44	0.4175919	1.2796466	0.2202729	0.6795793	1.0	543	tags=20%, list=13%, signal=23%	
DNA-TEMPLATED TRANSCRIPTION, INITIATION	DNA-TEMPLATED TRANSCRIPTION, INITIATION		10	0.5322918	1.2757442	0.17311609	0.68694973	1.0	527	tags=40%, list=13%, signal=46%	
ATPASE-COUPLED MONOSACCHARIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED MONOSACCHARIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	0.6109411	1.2747027	0.19512194	0.6841959	1.0	113	tags=33%, list=3%, signal=34%	
ARGININE BIOSYNTHETIC PROCESS VIA ORNITHINE	ARGININE BIOSYNTHETIC PROCESS VIA ORNITHINE		8	0.691903	1.2644098	0.18489066	0.7131009	1.0	1105	tags=88%, list=27%, signal=119%	
ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX, SUBSTRATE-BINDING SUBUNIT-CONTAINING	ATP-BINDING CASSETTE (ABC) TRANSPORTER COMPLEX, SUBSTRATE-BINDING SUBUNIT-CONTAINING		32	0.47031775	1.2595516	0.16498993	0.7225032	1.0	906	tags=50%, list=22%, signal=63%	
NITROGEN COMPOUND TRANSPORT	NITROGEN COMPOUND TRANSPORT		16	0.6066165	1.2575555	0.22030652	0.72307175	1.0	1399	tags=81%, list=34%, signal=122%	
METHYLGLYOXAL CATABOLIC PROCESS	METHYLGLYOXAL CATABOLIC PROCESS		5	0.6885398	1.2572706	0.19526628	0.7174671	1.0	753	tags=60%, list=18%, signal=73%	
RESPONSE TO IRON(III) ION	RESPONSE TO IRON(III) ION		6	0.57391286	1.2559222	0.18390805	0.71552044	1.0	1422	tags=83%, list=34%, signal=127%	
BIOFILM FORMATION	BIOFILM FORMATION		16	0.4458015	1.254934	0.21314742	0.7128713	1.0	525	tags=31%, list=13%, signal=36%	
DNA DEALKYLATION INVOLVED IN DNA REPAIR	DNA DEALKYLATION INVOLVED IN DNA REPAIR		5	0.66055936	1.2540934	0.19311664	0.7093878	1.0	1412	tags=100%, list=34%, signal=151%	
PEROXIDASE ACTIVITY	PEROXIDASE ACTIVITY		13	0.56091636	1.2539167	0.2630561	0.70375717	1.0	485	tags=31%, list=12%, signal=35%	
CELLULAR RESPONSE TO ACIDIC PH	CELLULAR RESPONSE TO ACIDIC PH		9	0.5412652	1.253252	0.2368932	0.69991595	1.0	293	tags=33%, list=7%, signal=36%	
DIVISION SEPTUM ASSEMBLY	DIVISION SEPTUM ASSEMBLY		14	0.34174314	1.2528176	0.1875	0.6953594	1.0	1203	tags=50%, list=29%, signal=70%	
GLUTATHIONE TRANSFERASE ACTIVITY	GLUTATHIONE TRANSFERASE ACTIVITY		5	0.79315335	1.2433288	0.12260536	0.72028846	1.0	862	tags=100%, list=21%, signal=126%	
PEPTIDOGLYCAN GLYCOSYLTRANSFERASE ACTIVITY	PEPTIDOGLYCAN GLYCOSYLTRANSFERASE ACTIVITY		7	0.5666116	1.2425745	0.25478926	0.71648145	1.0	54	tags=14%, list=1%, signal=14%	
PROTEIN DISULFIDE OXIDOREDUCTASE ACTIVITY	PROTEIN DISULFIDE OXIDOREDUCTASE ACTIVITY		13	0.417157	1.2401276	0.21821631	0.71857846	1.0	914	tags=31%, list=22%, signal=39%	
CELLULAR OXIDANT DETOXIFICATION	CELLULAR OXIDANT DETOXIFICATION		17	0.46826497	1.2385283	0.2364341	0.7175817	1.0	485	tags=24%, list=12%, signal=27%	
POTASSIUM:PROTON ANTIPORTER ACTIVITY	POTASSIUM:PROTON ANTIPORTER ACTIVITY		5	0.609797	1.2381105	0.21343873	0.7131987	1.0	869	tags=60%, list=21%, signal=76%	
SIGMA FACTOR ACTIVITY	SIGMA FACTOR ACTIVITY		7	0.5417257	1.2375411	0.2334004	0.70943236	1.0	461	tags=43%, list=11%, signal=48%	
ACYL-COA HYDROLASE ACTIVITY	ACYL-COA HYDROLASE ACTIVITY		5	0.61168444	1.2369888	0.24404761	0.70552754	1.0	941	tags=60%, list=23%, signal=77%	
CATION TRANSMEMBRANE TRANSPORTER ACTIVITY	CATION TRANSMEMBRANE TRANSPORTER ACTIVITY		14	0.41422087	1.226749	0.23014256	0.73195976	1.0	342	tags=21%, list=8%, signal=23%	
MEMBRANE	MEMBRANE		1139	0.2587568	1.2166233	0.10772358	0.75818294	1.0	379	tags=11%, list=9%, signal=9%	
REGULATION OF CELL SHAPE	REGULATION OF CELL SHAPE		46	0.3999781	1.2145383	0.2778865	0.7589895	1.0	543	tags=20%, list=13%, signal=22%	
COA HYDROLASE ACTIVITY	COA HYDROLASE ACTIVITY		5	0.71263266	1.214498	0.22862823	0.75318223	1.0	1196	tags=100%, list=29%, signal=140%	
PENICILLIN BINDING	PENICILLIN BINDING		11	0.51598436	1.2132292	0.24900399	0.7510086	1.0	283	tags=27%, list=7%, signal=29%	
CELLULAR IRON ION HOMEOSTASIS	CELLULAR IRON ION HOMEOSTASIS		9	0.4703652	1.212844	0.2576923	0.74642134	1.0	358	tags=22%, list=9%, signal=24%	
ALDEHYDE DEHYDROGENASE (NAD+) ACTIVITY	ALDEHYDE DEHYDROGENASE (NAD+) ACTIVITY		5	0.7512054	1.2109184	0.25311205	0.7466067	1.0	1036	tags=100%, list=25%, signal=133%	
TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS	TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS		59	0.38937446	1.2089404	0.26147705	0.7460745	1.0	755	tags=31%, list=18%, signal=37%	
METAL ION TRANSPORT	METAL ION TRANSPORT		7	0.5975943	1.2075734	0.26550388	0.74470544	1.0	975	tags=71%, list=23%, signal=93%	
CELLULAR RESPONSE TO PHOSPHATE STARVATION	CELLULAR RESPONSE TO PHOSPHATE STARVATION		7	0.57771474	1.1915201	0.26095238	0.78784734	1.0	430	tags=29%, list=10%, signal=32%	
NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY		6	0.6405527	1.1863623	0.25825244	0.796665	1.0	739	tags=50%, list=18%, signal=61%	
