NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PROTEIN DIMERIZATION ACTIVITY	PROTEIN DIMERIZATION ACTIVITY	Details ...	14	-0.5258306	-1.475752	0.053254437	1.0	0.999	561	tags=36%, list=14%, signal=41%	
3'-5' DNA HELICASE ACTIVITY	3'-5' DNA HELICASE ACTIVITY	Details ...	6	-0.8170347	-1.4738238	0.019646365	1.0	1.0	551	tags=67%, list=13%, signal=77%	
NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY	NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY	Details ...	17	-0.73501945	-1.4718206	0.06336634	1.0	1.0	702	tags=71%, list=17%, signal=85%	
TETRAHYDROFOLATE INTERCONVERSION	TETRAHYDROFOLATE INTERCONVERSION	Details ...	6	-0.6001647	-1.4664916	0.052837573	1.0	1.0	95	tags=17%, list=2%, signal=17%	
PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I	PLASMA MEMBRANE RESPIRATORY CHAIN COMPLEX I	Details ...	16	-0.7835215	-1.4629344	0.07198443	1.0	1.0	688	tags=94%, list=17%, signal=112%	
SOLUTE:PROTON SYMPORTER ACTIVITY	SOLUTE:PROTON SYMPORTER ACTIVITY	Details ...	10	-0.664263	-1.4619347	0.04518664	1.0	1.0	657	tags=50%, list=16%, signal=59%	
QUINONE BINDING	QUINONE BINDING	Details ...	20	-0.7255786	-1.4590132	0.082	1.0	1.0	702	tags=70%, list=17%, signal=84%	
ATP BIOSYNTHETIC PROCESS	ATP BIOSYNTHETIC PROCESS		9	-0.89720076	-1.4450926	0.0058365758	1.0	1.0	436	tags=100%, list=10%, signal=111%	
FERMENTATION	FERMENTATION		8	-0.8695586	-1.4444981	0.032786883	1.0	1.0	33	tags=50%, list=1%, signal=50%	
PLASMID MAINTENANCE	PLASMID MAINTENANCE		6	-0.7761691	-1.4441429	0.033333335	1.0	1.0	816	tags=67%, list=20%, signal=83%	
SULFURTRANSFERASE ACTIVITY	SULFURTRANSFERASE ACTIVITY		9	-0.7292787	-1.442451	0.02020202	1.0	1.0	1079	tags=78%, list=26%, signal=105%	
HOLLIDAY JUNCTION RESOLVASE COMPLEX	HOLLIDAY JUNCTION RESOLVASE COMPLEX		5	-0.6799303	-1.4410518	0.04423077	1.0	1.0	181	tags=20%, list=4%, signal=21%	
ARCHAEAL OR BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	ARCHAEAL OR BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		12	-0.80308366	-1.4378117	0.096339114	1.0	1.0	610	tags=83%, list=15%, signal=97%	
DNA REPLICATION, SYNTHESIS OF RNA PRIMER	DNA REPLICATION, SYNTHESIS OF RNA PRIMER		7	-0.82162607	-1.4339207	0.043564357	1.0	1.0	631	tags=86%, list=15%, signal=101%	
PRIMOSOME COMPLEX	PRIMOSOME COMPLEX		7	-0.82162607	-1.4339207	0.043564357	0.99666804	1.0	631	tags=86%, list=15%, signal=101%	
PORE COMPLEX	PORE COMPLEX		16	-0.61251926	-1.4316009	0.10687023	0.9811203	1.0	295	tags=38%, list=7%, signal=40%	
DNA-DIRECTED 5'-3' RNA POLYMERASE ACTIVITY	DNA-DIRECTED 5'-3' RNA POLYMERASE ACTIVITY		7	-0.7566359	-1.4227998	0.06177606	1.0	1.0	464	tags=71%, list=11%, signal=80%	
PROTEIN FOLDING CHAPERONE	PROTEIN FOLDING CHAPERONE		7	-0.75203335	-1.4226578	0.009861933	0.9838272	1.0	563	tags=57%, list=14%, signal=66%	
AMINOACYL-TRNA EDITING ACTIVITY	AMINOACYL-TRNA EDITING ACTIVITY		9	-0.6940001	-1.4225107	0.064579256	0.95452875	1.0	911	tags=78%, list=22%, signal=99%	
AMINOACYL-TRNA METABOLISM INVOLVED IN TRANSLATIONAL FIDELITY	AMINOACYL-TRNA METABOLISM INVOLVED IN TRANSLATIONAL FIDELITY		9	-0.6940001	-1.4225107	0.064579256	0.9256036	1.0	911	tags=78%, list=22%, signal=99%	
GLUCONATE TRANSMEMBRANE TRANSPORTER ACTIVITY	GLUCONATE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	-0.70303744	-1.4222437	0.09245283	0.8998774	1.0	485	tags=43%, list=12%, signal=48%	
SUCCINATE TRANSMEMBRANE TRANSPORT	SUCCINATE TRANSMEMBRANE TRANSPORT		6	-0.80901784	-1.4187955	0.023904383	0.895176	1.0	696	tags=83%, list=17%, signal=100%	
NADH DEHYDROGENASE COMPLEX	NADH DEHYDROGENASE COMPLEX		14	-0.81468	-1.4186199	0.086872585	0.8718242	1.0	617	tags=93%, list=15%, signal=109%	
OLIGOPEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	OLIGOPEPTIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	-0.7418895	-1.4141603	0.054545455	0.87639594	1.0	632	tags=50%, list=15%, signal=59%	
RRNA BINDING	RRNA BINDING		56	-0.7166047	-1.4140702	0.22047244	0.8537917	1.0	797	tags=80%, list=19%, signal=98%	
MENAQUINONE BIOSYNTHETIC PROCESS	MENAQUINONE BIOSYNTHETIC PROCESS		9	-0.753135	-1.413538	0.06883365	0.83537626	1.0	537	tags=67%, list=13%, signal=76%	
DNA HELICASE ACTIVITY	DNA HELICASE ACTIVITY		14	-0.6061804	-1.4075024	0.07	0.85191464	1.0	604	tags=36%, list=15%, signal=42%	
SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY	SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY		6	-0.87722737	-1.407359	0.03065134	0.83176506	1.0	31	tags=50%, list=1%, signal=50%	
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION	TRNA AMINOACYLATION FOR PROTEIN TRANSLATION		18	-0.7610854	-1.4067752	0.06876228	0.8159613	1.0	941	tags=89%, list=23%, signal=114%	
TRANSLATION ELONGATION FACTOR ACTIVITY	TRANSLATION ELONGATION FACTOR ACTIVITY		8	-0.82484925	-1.4063585	0.036750484	0.7997785	1.0	735	tags=100%, list=18%, signal=121%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT		8	-0.747259	-1.4062372	0.08863199	0.78220755	1.0	617	tags=75%, list=15%, signal=88%	
BACTERIAL-TYPE FLAGELLUM ORGANIZATION	BACTERIAL-TYPE FLAGELLUM ORGANIZATION		18	-0.81612605	-1.405038	0.11111111	0.77171737	1.0	534	tags=78%, list=13%, signal=89%	
HELICASE ACTIVITY	HELICASE ACTIVITY		25	-0.6044674	-1.4025117	0.06692913	0.7690441	1.0	836	tags=48%, list=20%, signal=60%	
4 IRON, 4 SULFUR CLUSTER BINDING	4 IRON, 4 SULFUR CLUSTER BINDING		112	-0.4604201	-1.3977495	0.118236475	0.7789982	1.0	792	tags=43%, list=19%, signal=52%	
PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, CATALYTIC CORE F(1)	PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, CATALYTIC CORE F(1)		6	-0.90523267	-1.3975397	0.042801555	0.7635871	1.0	400	tags=100%, list=10%, signal=110%	
BACTERIAL-TYPE FLAGELLUM ASSEMBLY	BACTERIAL-TYPE FLAGELLUM ASSEMBLY		17	-0.7418249	-1.3952211	0.14396887	0.7620076	1.0	310	tags=65%, list=7%, signal=70%	
VIRAL ENTRY INTO HOST CELL	VIRAL ENTRY INTO HOST CELL		11	-0.5746801	-1.3862102	0.12331407	0.79513156	1.0	897	tags=45%, list=22%, signal=58%	
CYTOCHROME COMPLEX ASSEMBLY	CYTOCHROME COMPLEX ASSEMBLY		12	-0.67943305	-1.3859928	0.06286837	0.7807542	1.0	612	tags=58%, list=15%, signal=68%	
NADH DEHYDROGENASE (QUINONE) ACTIVITY	NADH DEHYDROGENASE (QUINONE) ACTIVITY		6	-0.8591753	-1.3853859	0.05544933	0.76945835	1.0	591	tags=100%, list=14%, signal=116%	
TRNA BINDING	TRNA BINDING		42	-0.61445296	-1.3825624	0.3015564	0.7711473	1.0	813	tags=69%, list=20%, signal=85%	
ATP SYNTHESIS COUPLED PROTON TRANSPORT	ATP SYNTHESIS COUPLED PROTON TRANSPORT		8	-0.89698434	-1.3796473	0.05068226	0.77178353	1.0	436	tags=100%, list=10%, signal=112%	
PROTON-TRANSPORTING ATP SYNTHASE ACTIVITY, ROTATIONAL MECHANISM	PROTON-TRANSPORTING ATP SYNTHASE ACTIVITY, ROTATIONAL MECHANISM		8	-0.89698434	-1.3796473	0.05068226	0.7577511	1.0	436	tags=100%, list=10%, signal=112%	
METHIONINE BIOSYNTHETIC PROCESS	METHIONINE BIOSYNTHETIC PROCESS		15	-0.53691214	-1.3795326	0.1695238	0.7449394	1.0	484	tags=33%, list=12%, signal=38%	
TRANSLATION	TRANSLATION		105	-0.66915816	-1.3781894	0.25675675	0.7383642	1.0	813	tags=78%, list=20%, signal=95%	
DNA REPLICATION INITIATION	DNA REPLICATION INITIATION		5	-0.7716027	-1.3755968	0.10869565	0.73965615	1.0	631	tags=60%, list=15%, signal=71%	
FUMARATE TRANSPORT	FUMARATE TRANSPORT		5	-0.80026233	-1.3747855	0.064	0.7316115	1.0	696	tags=80%, list=17%, signal=96%	
RIBONUCLEASE ACTIVITY	RIBONUCLEASE ACTIVITY		6	-0.6186035	-1.3701098	0.08514851	0.7444493	1.0	764	tags=33%, list=18%, signal=41%	
ANAEROBIC ELECTRON TRANSPORT CHAIN	ANAEROBIC ELECTRON TRANSPORT CHAIN		14	-0.6161153	-1.3695637	0.19076306	0.7353138	1.0	133	tags=36%, list=3%, signal=37%	
GRAM-NEGATIVE-BACTERIUM-TYPE CELL WALL	GRAM-NEGATIVE-BACTERIUM-TYPE CELL WALL		6	-0.57368827	-1.3684747	0.12092131	0.7283677	1.0	62	tags=17%, list=1%, signal=17%	
D-RIBOSE TRANSMEMBRANE TRANSPORT	D-RIBOSE TRANSMEMBRANE TRANSPORT		5	-0.75037706	-1.3657323	0.1171875	0.73040193	1.0	943	tags=80%, list=23%, signal=103%	
BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		33	-0.711289	-1.3601383	0.19305019	0.74787515	1.0	573	tags=70%, list=14%, signal=80%	
SMALL RIBOSOMAL SUBUNIT	SMALL RIBOSOMAL SUBUNIT		13	-0.84734297	-1.357908	0.10958904	0.74817914	1.0	646	tags=100%, list=16%, signal=118%	
AMINO ACID TRANSMEMBRANE TRANSPORT	AMINO ACID TRANSMEMBRANE TRANSPORT		22	-0.5165656	-1.3546945	0.100409836	0.75132424	1.0	879	tags=50%, list=21%, signal=63%	
MOTOR ACTIVITY	MOTOR ACTIVITY		8	-0.9088058	-1.3536475	0.0665362	0.74515015	1.0	387	tags=100%, list=9%, signal=110%	
RIBOSOME	RIBOSOME		60	-0.72106695	-1.3521392	0.3151751	0.7400874	1.0	797	tags=90%, list=19%, signal=110%	
TRANSLATIONAL ELONGATION	TRANSLATIONAL ELONGATION		6	-0.8244514	-1.344125	0.064453125	0.76687884	1.0	735	tags=100%, list=18%, signal=121%	
STRUCTURAL CONSTITUENT OF RIBOSOME	STRUCTURAL CONSTITUENT OF RIBOSOME		58	-0.6992253	-1.3416232	0.33011582	0.7686477	1.0	797	tags=90%, list=19%, signal=109%	
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION	NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION		18	-0.5215072	-1.3413719	0.17692308	0.75922126	1.0	1073	tags=50%, list=26%, signal=67%	
PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM	PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM		5	-0.8963356	-1.3373959	0.09496124	0.7672939	1.0	436	tags=100%, list=10%, signal=112%	
ONE-CARBON METABOLIC PROCESS	ONE-CARBON METABOLIC PROCESS		9	-0.5399462	-1.335224	0.08795411	0.7669447	1.0	155	tags=22%, list=4%, signal=23%	
ADP-HEPTOSE-LIPOPOLYSACCHARIDE HEPTOSYLTRANSFERASE ACTIVITY	ADP-HEPTOSE-LIPOPOLYSACCHARIDE HEPTOSYLTRANSFERASE ACTIVITY		5	-0.74939144	-1.334757	0.109561756	0.75851315	1.0	955	tags=80%, list=23%, signal=104%	
RIBOSOMAL LARGE SUBUNIT ASSEMBLY	RIBOSOMAL LARGE SUBUNIT ASSEMBLY		27	-0.72448575	-1.3347441	0.27920792	0.7484448	1.0	1093	tags=89%, list=26%, signal=120%	
AMINOACYL-TRNA LIGASE ACTIVITY	AMINOACYL-TRNA LIGASE ACTIVITY		25	-0.72220355	-1.3314927	0.12648222	0.753976	1.0	941	tags=84%, list=23%, signal=108%	
NICKEL CATION TRANSMEMBRANE TRANSPORT	NICKEL CATION TRANSMEMBRANE TRANSPORT		6	-0.7403834	-1.3311245	0.16763006	0.74572754	1.0	830	tags=83%, list=20%, signal=104%	
TRNA WOBBLE POSITION URIDINE THIOLATION	TRNA WOBBLE POSITION URIDINE THIOLATION		6	-0.7098116	-1.3305314	0.1124498	0.7389125	1.0	1107	tags=67%, list=27%, signal=91%	
NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS	NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS		66	-0.36644807	-1.3283881	0.119521916	0.73860514	1.0	1563	tags=53%, list=38%, signal=84%	
INTRACELLULAR PROTEIN TRANSMEMBRANE TRANSPORT	INTRACELLULAR PROTEIN TRANSMEMBRANE TRANSPORT		10	-0.7259196	-1.3280698	0.086444005	0.7312217	1.0	819	tags=80%, list=20%, signal=99%	
ANAEROBIC RESPIRATION	ANAEROBIC RESPIRATION		56	-0.54661596	-1.3276027	0.19284295	0.72404236	1.0	1116	tags=57%, list=27%, signal=77%	
MO-MOLYBDOPTERIN COFACTOR BIOSYNTHETIC PROCESS	MO-MOLYBDOPTERIN COFACTOR BIOSYNTHETIC PROCESS		14	-0.6572525	-1.3269846	0.20662768	0.71806735	1.0	587	tags=57%, list=14%, signal=66%	
THREONINE TRANSPORT	THREONINE TRANSPORT		6	-0.66136813	-1.32313	0.21296297	0.72566533	1.0	1320	tags=67%, list=32%, signal=98%	
CHROMOSOME SEGREGATION	CHROMOSOME SEGREGATION		13	-0.52179843	-1.3223646	0.09108527	0.7205358	1.0	799	tags=31%, list=19%, signal=38%	
IRON-SULFUR CLUSTER BINDING	IRON-SULFUR CLUSTER BINDING		141	-0.4170772	-1.3205884	0.18106996	0.7196792	1.0	1044	tags=45%, list=25%, signal=59%	
OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H	OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H		11	-0.6830452	-1.3193308	0.20634921	0.71665835	1.0	544	tags=64%, list=13%, signal=73%	
LARGE RIBOSOMAL SUBUNIT	LARGE RIBOSOMAL SUBUNIT		14	-0.8361923	-1.3182452	0.19215687	0.7125904	1.0	693	tags=100%, list=17%, signal=120%	
CYTOSOLIC LARGE RIBOSOMAL SUBUNIT	CYTOSOLIC LARGE RIBOSOMAL SUBUNIT		32	-0.7979828	-1.3177096	0.24950884	0.70684326	1.0	781	tags=97%, list=19%, signal=118%	
CELL ENVELOPE SEC PROTEIN TRANSPORT COMPLEX	CELL ENVELOPE SEC PROTEIN TRANSPORT COMPLEX		5	-0.765792	-1.3115778	0.16412213	0.724081	1.0	390	tags=60%, list=9%, signal=66%	
GLUCONATE TRANSMEMBRANE TRANSPORT	GLUCONATE TRANSMEMBRANE TRANSPORT		8	-0.625704	-1.3070369	0.18679245	0.7348999	1.0	485	tags=38%, list=12%, signal=42%	
PROTEIN MATURATION	PROTEIN MATURATION		16	-0.6372169	-1.3045968	0.224	0.73635364	1.0	838	tags=63%, list=20%, signal=78%	
DNA METABOLIC PROCESS	DNA METABOLIC PROCESS		17	-0.4897069	-1.2973455	0.266	0.75681686	1.0	1376	tags=59%, list=33%, signal=88%	
RIBOSOMAL SMALL SUBUNIT ASSEMBLY	RIBOSOMAL SMALL SUBUNIT ASSEMBLY		20	-0.73384947	-1.2969633	0.294347	0.7502743	1.0	797	tags=85%, list=19%, signal=105%	
FORMATE OXIDATION	FORMATE OXIDATION		8	-0.7570567	-1.2952754	0.10392157	0.7493413	1.0	1016	tags=100%, list=24%, signal=132%	
MRNA 5'-UTR BINDING	MRNA 5'-UTR BINDING		6	-0.7687937	-1.2944671	0.2919132	0.74493766	1.0	721	tags=83%, list=17%, signal=101%	
RNA BINDING	RNA BINDING		157	-0.50633043	-1.2925359	0.4019802	0.74508333	1.0	1191	tags=62%, list=29%, signal=84%	
PROTEIN TRANSPORT BY THE SEC COMPLEX	PROTEIN TRANSPORT BY THE SEC COMPLEX		7	-0.75204283	-1.2919598	0.1553398	0.7394457	1.0	819	tags=86%, list=20%, signal=107%	
PURINE RIBONUCLEOSIDE SALVAGE	PURINE RIBONUCLEOSIDE SALVAGE		7	-0.5994055	-1.2913405	0.13424124	0.7343474	1.0	293	tags=29%, list=7%, signal=31%	
COBALAMIN TRANSPORT	COBALAMIN TRANSPORT		7	-0.5703859	-1.2872756	0.19803922	0.7430426	1.0	351	tags=29%, list=8%, signal=31%	
DNA DUPLEX UNWINDING	DNA DUPLEX UNWINDING		13	-0.48071662	-1.2820319	0.2027559	0.7551778	1.0	551	tags=23%, list=13%, signal=27%	
BACTERIAL-TYPE FLAGELLUM BASAL BODY	BACTERIAL-TYPE FLAGELLUM BASAL BODY		18	-0.7569665	-1.279733	0.23404256	0.7564938	1.0	573	tags=83%, list=14%, signal=96%	
TETRAHYDROFOLATE BIOSYNTHETIC PROCESS	TETRAHYDROFOLATE BIOSYNTHETIC PROCESS		11	-0.5646717	-1.2779671	0.1875	0.7556597	1.0	1214	tags=55%, list=29%, signal=77%	
FORMATE DEHYDROGENASE (NAD+) ACTIVITY	FORMATE DEHYDROGENASE (NAD+) ACTIVITY		6	-0.6603466	-1.2753515	0.18146718	0.75843006	1.0	1016	tags=83%, list=24%, signal=110%	
MRNA CATABOLIC PROCESS	MRNA CATABOLIC PROCESS		15	-0.4117504	-1.2749596	0.14653465	0.7525818	1.0	1699	tags=53%, list=41%, signal=90%	
PROTEIN TRANSPORT	PROTEIN TRANSPORT		69	-0.35357952	-1.272861	0.12720157	0.7532753	1.0	819	tags=36%, list=20%, signal=44%	
TRNA METHYLATION	TRNA METHYLATION		12	-0.6468089	-1.2723031	0.2416503	0.7482637	1.0	504	tags=58%, list=12%, signal=66%	
DNA REPLICATION	DNA REPLICATION		47	-0.46702573	-1.2720946	0.25631067	0.74200225	1.0	970	tags=47%, list=23%, signal=60%	
CHEMOTAXIS	CHEMOTAXIS		24	-0.56628454	-1.2719411	0.2605364	0.7356146	1.0	784	tags=50%, list=19%, signal=61%	
GTPASE ACTIVITY	GTPASE ACTIVITY		23	-0.5244069	-1.2718676	0.19653179	0.7290943	1.0	1411	tags=74%, list=34%, signal=111%	
HYDROGENASE (ACCEPTOR) ACTIVITY	HYDROGENASE (ACCEPTOR) ACTIVITY		7	-0.7429514	-1.270839	0.20168068	0.72637445	1.0	477	tags=57%, list=11%, signal=64%	
DIMETHYL SULFOXIDE REDUCTASE ACTIVITY	DIMETHYL SULFOXIDE REDUCTASE ACTIVITY		6	-0.8116711	-1.2697929	0.18273093	0.7237137	1.0	788	tags=100%, list=19%, signal=123%	
NUCLEOTIDE METABOLIC PROCESS	NUCLEOTIDE METABOLIC PROCESS		11	-0.5312857	-1.2675755	0.23552895	0.72491866	1.0	1323	tags=73%, list=32%, signal=106%	
RIBOSOMAL SMALL SUBUNIT BIOGENESIS	RIBOSOMAL SMALL SUBUNIT BIOGENESIS		6	-0.75826883	-1.2635788	0.17943548	0.7319478	1.0	679	tags=67%, list=16%, signal=80%	
RNA PHOSPHODIESTER BOND HYDROLYSIS, EXONUCLEOLYTIC	RNA PHOSPHODIESTER BOND HYDROLYSIS, EXONUCLEOLYTIC		10	-0.56447625	-1.2607617	0.23091602	0.73606336	1.0	1289	tags=50%, list=31%, signal=72%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY	NUCLEOSIDE TRANSMEMBRANE TRANSPORTER ACTIVITY		7	-0.66993076	-1.2578226	0.23224568	0.73960173	1.0	1218	tags=86%, list=29%, signal=121%	
NUCLEOSIDE TRANSMEMBRANE TRANSPORT	NUCLEOSIDE TRANSMEMBRANE TRANSPORT		7	-0.66993076	-1.2578226	0.23224568	0.7332258	1.0	1218	tags=86%, list=29%, signal=121%	
NEGATIVE REGULATION OF CELL GROWTH	NEGATIVE REGULATION OF CELL GROWTH		5	-0.5480475	-1.2567446	0.22265625	0.7302396	1.0	167	tags=20%, list=4%, signal=21%	
TYPE II PROTEIN SECRETION SYSTEM COMPLEX	TYPE II PROTEIN SECRETION SYSTEM COMPLEX		10	-0.5966777	-1.2565103	0.20408164	0.7247288	1.0	800	tags=40%, list=19%, signal=49%	
PROTEIN SECRETION	PROTEIN SECRETION		18	-0.52105415	-1.2543161	0.24	0.7258282	1.0	1198	tags=56%, list=29%, signal=78%	
FORMATE DEHYDROGENASE COMPLEX	FORMATE DEHYDROGENASE COMPLEX		7	-0.7568741	-1.2522514	0.12915851	0.72717386	1.0	1016	tags=100%, list=24%, signal=132%	
FORMATE DEHYDROGENASE (QUINONE) ACTIVITY	FORMATE DEHYDROGENASE (QUINONE) ACTIVITY		7	-0.7568741	-1.2522514	0.12915851	0.7211642	1.0	1016	tags=100%, list=24%, signal=132%	
DNA-TEMPLATED TRANSCRIPTION, TERMINATION	DNA-TEMPLATED TRANSCRIPTION, TERMINATION		6	-0.80323124	-1.2506164	0.2209073	0.7211518	1.0	823	tags=100%, list=20%, signal=125%	
NUCLEOSIDE TRANSPORT	NUCLEOSIDE TRANSPORT		5	-0.7174388	-1.2468796	0.17049809	0.72805	1.0	622	tags=60%, list=15%, signal=70%	
INTRAMOLECULAR TRANSFERASE ACTIVITY	INTRAMOLECULAR TRANSFERASE ACTIVITY		6	-0.6247154	-1.2465776	0.24804688	0.72306496	1.0	715	tags=50%, list=17%, signal=60%	
ENDODEOXYRIBONUCLEASE ACTIVITY	ENDODEOXYRIBONUCLEASE ACTIVITY		6	-0.67002535	-1.2456057	0.19269776	0.7209819	1.0	791	tags=50%, list=19%, signal=62%	
TRNA AMINOACYLATION	TRNA AMINOACYLATION		7	-0.7058915	-1.2380633	0.22115384	0.7416447	1.0	941	tags=86%, list=23%, signal=111%	
3 IRON, 4 SULFUR CLUSTER BINDING	3 IRON, 4 SULFUR CLUSTER BINDING		8	-0.62582445	-1.2375423	0.27145708	0.737731	1.0	698	tags=50%, list=17%, signal=60%	
RNA HELICASE ACTIVITY	RNA HELICASE ACTIVITY		7	-0.65510535	-1.237507	0.25099602	0.7320483	1.0	836	tags=57%, list=20%, signal=71%	
LIGASE ACTIVITY	LIGASE ACTIVITY		94	-0.37019888	-1.2365597	0.2413793	0.7296049	1.0	1204	tags=48%, list=29%, signal=66%	
LARGE RIBOSOMAL SUBUNIT RRNA BINDING	LARGE RIBOSOMAL SUBUNIT RRNA BINDING		8	-0.8414958	-1.2362212	0.3003876	0.72493595	1.0	666	tags=100%, list=16%, signal=119%	
D-GALACTURONATE CATABOLIC PROCESS	D-GALACTURONATE CATABOLIC PROCESS		6	-0.63482296	-1.2350053	0.27626458	0.72388655	1.0	707	tags=33%, list=17%, signal=40%	
CYTOSOLIC SMALL RIBOSOMAL SUBUNIT	CYTOSOLIC SMALL RIBOSOMAL SUBUNIT		25	-0.60255545	-1.2328874	0.34732825	0.72484577	1.0	646	tags=76%, list=16%, signal=89%	
DNA BIOSYNTHETIC PROCESS	DNA BIOSYNTHETIC PROCESS		12	-0.5917002	-1.2323261	0.31622177	0.7212524	1.0	588	tags=42%, list=14%, signal=48%	
CELLULAR RESPIRATION	CELLULAR RESPIRATION		11	-0.66452825	-1.2279048	0.25287357	0.73072076	1.0	1016	tags=82%, list=24%, signal=108%	
BACTERIAL-TYPE FLAGELLUM	BACTERIAL-TYPE FLAGELLUM		24	-0.6757086	-1.2258228	0.31128404	0.73165786	1.0	573	tags=67%, list=14%, signal=77%	
STRUCTURAL MOLECULE ACTIVITY	STRUCTURAL MOLECULE ACTIVITY		13	-0.48289445	-1.2252603	0.26008064	0.72819483	1.0	138	tags=23%, list=3%, signal=24%	
CELLULAR METABOLIC PROCESS	CELLULAR METABOLIC PROCESS		7	-0.4524274	-1.2251439	0.20082815	0.72322726	1.0	1214	tags=43%, list=29%, signal=60%	
D-GLUCONATE CATABOLIC PROCESS	D-GLUCONATE CATABOLIC PROCESS		7	-0.6649051	-1.2215028	0.30612245	0.729193	1.0	1246	tags=86%, list=30%, signal=122%	
NUCLEASE ACTIVITY	NUCLEASE ACTIVITY		63	-0.32063296	-1.2157756	0.22879684	0.7420273	1.0	1563	tags=46%, list=38%, signal=73%	
