NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
AEROBIC ELECTRON TRANSPORT CHAIN	AEROBIC ELECTRON TRANSPORT CHAIN		7	-0.86179453	-1.3483719	0.12295082	0.9422952	1.0	581	tags=100%, list=14%, signal=116%	
PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM	PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM		5	-0.86306655	-1.3409193	0.1	0.9696208	1.0	574	tags=100%, list=14%, signal=116%	
GDP BINDING	GDP BINDING		6	-0.6642609	-1.3350432	0.12396694	0.98817396	1.0	967	tags=50%, list=23%, signal=65%	
NADH DEHYDROGENASE (QUINONE) ACTIVITY	NADH DEHYDROGENASE (QUINONE) ACTIVITY		6	-0.72453797	-1.3342891	0.16602316	0.97616917	1.0	1086	tags=83%, list=26%, signal=113%	
D-GLUCONATE CATABOLIC PROCESS	D-GLUCONATE CATABOLIC PROCESS		7	-0.6815402	-1.3315532	0.19803922	0.97645324	1.0	452	tags=57%, list=11%, signal=64%	
2 IRON, 2 SULFUR CLUSTER BINDING	2 IRON, 2 SULFUR CLUSTER BINDING		33	-0.42950636	-1.3295048	0.13387424	0.9718244	1.0	411	tags=27%, list=10%, signal=30%	
BENT DNA BINDING	BENT DNA BINDING		5	-0.5588522	-1.3168955	0.14227642	1.0	1.0	567	tags=40%, list=14%, signal=46%	
INTRINSIC COMPONENT OF PERIPLASMIC SIDE OF PLASMA MEMBRANE	INTRINSIC COMPONENT OF PERIPLASMIC SIDE OF PLASMA MEMBRANE		5	-0.7803005	-1.3155817	0.1375	1.0	1.0	67	tags=40%, list=2%, signal=41%	
RACEMASE AND EPIMERASE ACTIVITY, ACTING ON CARBOHYDRATES AND DERIVATIVES	RACEMASE AND EPIMERASE ACTIVITY, ACTING ON CARBOHYDRATES AND DERIVATIVES		8	-0.6383192	-1.3155284	0.156	1.0	1.0	801	tags=75%, list=19%, signal=93%	
[NI-FE] HYDROGENASE COMPLEX	[NI-FE] HYDROGENASE COMPLEX		7	-0.8175387	-1.3144617	0.16227181	0.9941338	1.0	347	tags=57%, list=8%, signal=62%	
ACETOLACTATE SYNTHASE ACTIVITY	ACETOLACTATE SYNTHASE ACTIVITY		5	-0.72540337	-1.3127196	0.14730291	0.9893811	1.0	384	tags=40%, list=9%, signal=44%	
BACTERIAL NUCLEOID	BACTERIAL NUCLEOID		8	-0.61063147	-1.306799	0.18237706	1.0	1.0	552	tags=38%, list=13%, signal=43%	
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN		68	-0.38205776	-1.3053522	0.16632016	0.99993604	1.0	250	tags=16%, list=6%, signal=17%	
PROTEIN STABILIZATION	PROTEIN STABILIZATION		7	-0.5960755	-1.3052664	0.18872017	0.98630816	1.0	690	tags=43%, list=17%, signal=51%	
AEROBIC RESPIRATION	AEROBIC RESPIRATION		25	-0.5808428	-1.2998741	0.2202729	1.0	1.0	1218	tags=68%, list=29%, signal=96%	
RESPONSE TO X-RAY	RESPONSE TO X-RAY		17	-0.47359967	-1.293518	0.15948276	1.0	1.0	481	tags=41%, list=12%, signal=46%	
TRYPTOPHAN BIOSYNTHETIC PROCESS	TRYPTOPHAN BIOSYNTHETIC PROCESS		8	-0.62120056	-1.2926844	0.1610338	1.0	1.0	386	tags=38%, list=9%, signal=41%	
TRANSCRIPTION FACTOR BINDING	TRANSCRIPTION FACTOR BINDING		17	-0.47417206	-1.284178	0.19135803	1.0	1.0	966	tags=53%, list=23%, signal=69%	
OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-CH GROUP OF DONORS	OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-CH GROUP OF DONORS		11	-0.5288179	-1.2766969	0.16837782	1.0	1.0	140	tags=27%, list=3%, signal=28%	
AMIDE TRANSPORT	AMIDE TRANSPORT		5	-0.6006727	-1.2687193	0.22708334	1.0	1.0	806	tags=40%, list=19%, signal=50%	
MOTOR ACTIVITY	MOTOR ACTIVITY		8	-0.825573	-1.2685168	0.21240601	1.0	1.0	732	tags=100%, list=18%, signal=121%	
PROTEIN MATURATION	PROTEIN MATURATION		16	-0.5807116	-1.2677777	0.25256673	1.0	1.0	958	tags=56%, list=23%, signal=73%	
SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY	SUCCINATE DEHYDROGENASE (UBIQUINONE) ACTIVITY		6	-0.8017688	-1.2672088	0.15983607	1.0	1.0	35	tags=50%, list=1%, signal=50%	
OXIDOREDUCTASE ACTIVITY, ACTING ON DIPHENOLS AND RELATED SUBSTANCES AS DONORS, OXYGEN AS ACCEPTOR	OXIDOREDUCTASE ACTIVITY, ACTING ON DIPHENOLS AND RELATED SUBSTANCES AS DONORS, OXYGEN AS ACCEPTOR		5	-0.8303946	-1.2643431	0.18677042	1.0	1.0	381	tags=80%, list=9%, signal=88%	
VIRAL GENOME INTEGRATION INTO HOST DNA	VIRAL GENOME INTEGRATION INTO HOST DNA		7	-0.5651255	-1.2632502	0.21881838	1.0	1.0	1354	tags=71%, list=33%, signal=106%	
ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY	ESTABLISHMENT OF INTEGRATED PROVIRAL LATENCY		7	-0.5651255	-1.2632502	0.21881838	1.0	1.0	1354	tags=71%, list=33%, signal=106%	
D-GLUCONATE METABOLIC PROCESS	D-GLUCONATE METABOLIC PROCESS		10	-0.61050636	-1.261299	0.26666668	1.0	1.0	433	tags=50%, list=10%, signal=56%	
L-PHENYLALANINE TRANSMEMBRANE TRANSPORTER ACTIVITY	L-PHENYLALANINE TRANSMEMBRANE TRANSPORTER ACTIVITY		5	-0.62045014	-1.2547213	0.21353066	1.0	1.0	502	tags=40%, list=12%, signal=45%	
POLYAMINE TRANSPORT	POLYAMINE TRANSPORT		5	-0.58596617	-1.253022	0.20833333	1.0	1.0	602	tags=60%, list=14%, signal=70%	
RESPIRATORY ELECTRON TRANSPORT CHAIN	RESPIRATORY ELECTRON TRANSPORT CHAIN		13	-0.5347619	-1.2520468	0.24586777	1.0	1.0	589	tags=46%, list=14%, signal=54%	
HISTIDINE BIOSYNTHETIC PROCESS	HISTIDINE BIOSYNTHETIC PROCESS		10	-0.5610669	-1.2479894	0.26705652	1.0	1.0	1034	tags=60%, list=25%, signal=80%	
NEGATIVE REGULATION OF CELL GROWTH	NEGATIVE REGULATION OF CELL GROWTH		5	-0.54714197	-1.2467855	0.20289855	1.0	1.0	161	tags=20%, list=4%, signal=21%	
AMINO ACID TRANSPORT	AMINO ACID TRANSPORT		81	-0.31030285	-1.2413293	0.14155251	1.0	1.0	717	tags=32%, list=17%, signal=38%	
METALLOEXOPEPTIDASE ACTIVITY	METALLOEXOPEPTIDASE ACTIVITY		5	-0.65824205	-1.2401363	0.23908919	1.0	1.0	991	tags=60%, list=24%, signal=79%	
CELL ADHESION	CELL ADHESION		37	-0.3377827	-1.2351446	0.19037199	1.0	1.0	311	tags=19%, list=7%, signal=20%	
ADP-HEPTOSE-LIPOPOLYSACCHARIDE HEPTOSYLTRANSFERASE ACTIVITY	ADP-HEPTOSE-LIPOPOLYSACCHARIDE HEPTOSYLTRANSFERASE ACTIVITY		5	-0.715973	-1.2340457	0.25630254	1.0	1.0	763	tags=80%, list=18%, signal=98%	
POSITIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	POSITIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED		69	-0.29673618	-1.2310271	0.126294	1.0	1.0	462	tags=22%, list=11%, signal=24%	
EXTRACELLULAR REGION	EXTRACELLULAR REGION		12	-0.47326517	-1.2282829	0.2635659	1.0	1.0	818	tags=33%, list=20%, signal=41%	
L-LEUCINE TRANSMEMBRANE TRANSPORTER ACTIVITY	L-LEUCINE TRANSMEMBRANE TRANSPORTER ACTIVITY		6	-0.59870213	-1.2279477	0.23851204	1.0	1.0	620	tags=50%, list=15%, signal=59%	
CARBOHYDRATE PHOSPHORYLATION	CARBOHYDRATE PHOSPHORYLATION		24	-0.39987475	-1.2188168	0.21881391	1.0	1.0	1101	tags=46%, list=27%, signal=62%	
GLYCEROL-3-PHOSPHATE DEHYDROGENASE COMPLEX	GLYCEROL-3-PHOSPHATE DEHYDROGENASE COMPLEX		5	-0.80617166	-1.2174046	0.25858587	1.0	1.0	810	tags=100%, list=20%, signal=124%	
GLYCEROL-3-PHOSPHATE CATABOLIC PROCESS	GLYCEROL-3-PHOSPHATE CATABOLIC PROCESS		5	-0.80617166	-1.2174046	0.25858587	1.0	1.0	810	tags=100%, list=20%, signal=124%	
RESPONSE TO STARVATION	RESPONSE TO STARVATION		8	-0.5093228	-1.2137351	0.29352227	1.0	1.0	1312	tags=75%, list=32%, signal=109%	
DIPEPTIDASE ACTIVITY	DIPEPTIDASE ACTIVITY		6	-0.64548784	-1.2117002	0.28326997	1.0	1.0	1133	tags=67%, list=27%, signal=92%	
ELECTRON TRANSPORT COUPLED PROTON TRANSPORT	ELECTRON TRANSPORT COUPLED PROTON TRANSPORT		9	-0.5813286	-1.2116318	0.27916667	1.0	1.0	1086	tags=89%, list=26%, signal=120%	
CYTOCHROME COMPLEX ASSEMBLY	CYTOCHROME COMPLEX ASSEMBLY		12	-0.5074767	-1.2109907	0.30252102	1.0	1.0	207	tags=17%, list=5%, signal=17%	
PYRIMIDINE NUCLEOBASE CATABOLIC PROCESS	PYRIMIDINE NUCLEOBASE CATABOLIC PROCESS		8	-0.53862166	-1.2090365	0.2407767	1.0	1.0	69	tags=25%, list=2%, signal=25%	
NICKEL CATION TRANSMEMBRANE TRANSPORT	NICKEL CATION TRANSMEMBRANE TRANSPORT		6	-0.6828137	-1.2072362	0.3004292	1.0	1.0	431	tags=50%, list=10%, signal=56%	
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS	PYRIMIDINE NUCLEOBASE METABOLIC PROCESS		5	-0.6380101	-1.2001952	0.28988326	1.0	1.0	1044	tags=60%, list=25%, signal=80%	
EXTRINSIC COMPONENT OF PLASMA MEMBRANE	EXTRINSIC COMPONENT OF PLASMA MEMBRANE		6	-0.5128963	-1.1996297	0.25324675	1.0	1.0	1207	tags=67%, list=29%, signal=94%	
NITROGEN COMPOUND METABOLIC PROCESS	NITROGEN COMPOUND METABOLIC PROCESS		19	-0.44707885	-1.1992286	0.2570281	1.0	1.0	482	tags=26%, list=12%, signal=30%	
CATION TRANSMEMBRANE TRANSPORT	CATION TRANSMEMBRANE TRANSPORT		32	-0.40768433	-1.1919342	0.29847494	1.0	1.0	706	tags=44%, list=17%, signal=52%	
SULFURTRANSFERASE ACTIVITY	SULFURTRANSFERASE ACTIVITY		9	-0.54398733	-1.1908605	0.31223628	1.0	1.0	1486	tags=67%, list=36%, signal=104%	
NADH DEHYDROGENASE ACTIVITY	NADH DEHYDROGENASE ACTIVITY		9	-0.54964846	-1.1902485	0.324	1.0	1.0	581	tags=56%, list=14%, signal=64%	
DNA-BINDING TRANSCRIPTION REPRESSOR ACTIVITY	DNA-BINDING TRANSCRIPTION REPRESSOR ACTIVITY		28	-0.31905335	-1.1871144	0.24728851	1.0	1.0	1220	tags=43%, list=29%, signal=60%	
ION TRANSPORT	ION TRANSPORT		109	-0.3462733	-1.1835394	0.24583334	1.0	1.0	587	tags=30%, list=14%, signal=34%	
ACETOLACTATE SYNTHASE COMPLEX	ACETOLACTATE SYNTHASE COMPLEX		5	-0.6602413	-1.1818788	0.28429425	1.0	1.0	384	tags=40%, list=9%, signal=44%	
BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY	BACTERIAL-TYPE FLAGELLUM-DEPENDENT CELL MOTILITY		33	-0.61569095	-1.1810597	0.35576922	1.0	1.0	732	tags=55%, list=18%, signal=66%	
N-ACETYLNEURAMINATE CATABOLIC PROCESS	N-ACETYLNEURAMINATE CATABOLIC PROCESS		8	-0.6142546	-1.1792866	0.32708332	1.0	1.0	576	tags=50%, list=14%, signal=58%	
GTP BINDING	GTP BINDING		43	-0.33883873	-1.17767	0.25963488	1.0	1.0	1319	tags=49%, list=32%, signal=71%	
TRANSLATION ELONGATION FACTOR ACTIVITY	TRANSLATION ELONGATION FACTOR ACTIVITY		8	-0.6644193	-1.16725	0.33970276	1.0	1.0	1145	tags=75%, list=28%, signal=103%	
GALACTITOL METABOLIC PROCESS	GALACTITOL METABOLIC PROCESS		6	-0.7114318	-1.1648277	0.3288719	1.0	1.0	297	tags=50%, list=7%, signal=54%	
COA-TRANSFERASE ACTIVITY	COA-TRANSFERASE ACTIVITY		5	-0.6071408	-1.1643417	0.32	1.0	1.0	328	tags=40%, list=8%, signal=43%	
COBALT ION TRANSPORT	COBALT ION TRANSPORT		5	-0.5522902	-1.1586838	0.28976035	1.0	1.0	431	tags=60%, list=10%, signal=67%	
DNA REPLICATION, SYNTHESIS OF RNA PRIMER	DNA REPLICATION, SYNTHESIS OF RNA PRIMER		7	-0.6397435	-1.1578773	0.37632135	1.0	1.0	1239	tags=71%, list=30%, signal=102%	
PRIMOSOME COMPLEX	PRIMOSOME COMPLEX		7	-0.6397435	-1.1578773	0.37632135	1.0	1.0	1239	tags=71%, list=30%, signal=102%	
TRANSLATIONAL ELONGATION	TRANSLATIONAL ELONGATION		6	-0.70563495	-1.1567323	0.33974358	1.0	1.0	1145	tags=83%, list=28%, signal=115%	
3'-5'-EXORIBONUCLEASE ACTIVITY	3'-5'-EXORIBONUCLEASE ACTIVITY		6	-0.50524944	-1.1498334	0.34412956	1.0	1.0	891	tags=33%, list=21%, signal=42%	
6-SULFOQUINOVOSE(1-) CATABOLIC PROCESS TO GLYCERONE PHOSPHATE AND 3-SULFOLACTALDEHYDE	6-SULFOQUINOVOSE(1-) CATABOLIC PROCESS TO GLYCERONE PHOSPHATE AND 3-SULFOLACTALDEHYDE		5	-0.65734696	-1.149662	0.33079848	1.0	1.0	742	tags=60%, list=18%, signal=73%	
RESPONSE TO HYDROGEN PEROXIDE	RESPONSE TO HYDROGEN PEROXIDE		6	-0.5129752	-1.1477754	0.31784385	1.0	1.0	891	tags=50%, list=21%, signal=64%	
NITRATE ASSIMILATION	NITRATE ASSIMILATION		20	-0.4878803	-1.1477505	0.34851485	1.0	1.0	285	tags=30%, list=7%, signal=32%	
GLYCOLATE CATABOLIC PROCESS	GLYCOLATE CATABOLIC PROCESS		6	-0.5842442	-1.1454165	0.32649255	1.0	1.0	99	tags=33%, list=2%, signal=34%	
PROTEIN METHYLTRANSFERASE ACTIVITY	PROTEIN METHYLTRANSFERASE ACTIVITY		6	-0.49140438	-1.1433502	0.29449153	1.0	1.0	1841	tags=67%, list=44%, signal=120%	
UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS	UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS		6	-0.49949896	-1.1400678	0.29508197	1.0	1.0	835	tags=67%, list=20%, signal=83%	
DNA INTEGRATION	DNA INTEGRATION		17	-0.38258192	-1.138105	0.2713348	1.0	1.0	14	tags=12%, list=0%, signal=12%	
BACTERIAL-TYPE FLAGELLUM ASSEMBLY	BACTERIAL-TYPE FLAGELLUM ASSEMBLY		17	-0.612876	-1.1374457	0.38565892	1.0	1.0	686	tags=53%, list=17%, signal=63%	
METHIONINE BIOSYNTHETIC PROCESS	METHIONINE BIOSYNTHETIC PROCESS		15	-0.43645674	-1.1355226	0.35714287	1.0	1.0	1717	tags=60%, list=41%, signal=102%	
SOLUTE:PROTON SYMPORTER ACTIVITY	SOLUTE:PROTON SYMPORTER ACTIVITY		10	-0.5112238	-1.1352353	0.32126698	1.0	1.0	717	tags=50%, list=17%, signal=60%	
SYMPORTER ACTIVITY	SYMPORTER ACTIVITY		42	-0.37571022	-1.134413	0.3195652	1.0	1.0	471	tags=29%, list=11%, signal=32%	
FERREDOXIN HYDROGENASE COMPLEX	FERREDOXIN HYDROGENASE COMPLEX		8	-0.618409	-1.1343514	0.389899	1.0	1.0	726	tags=50%, list=17%, signal=60%	
SPERMIDINE BIOSYNTHETIC PROCESS	SPERMIDINE BIOSYNTHETIC PROCESS		6	-0.5139548	-1.1340505	0.32323232	1.0	1.0	863	tags=50%, list=21%, signal=63%	
